timestamp,voxl_imu0_AX(m/s2),voxl_imu0_AY(m/s2),voxl_imu0_AZ(m/s2),voxl_imu0_GX(rad/s),voxl_imu0_GY(rad/s),voxl_imu0_GZ(rad/s),voxl_imu1_AX(m/s2),voxl_imu1_AY(m/s2),voxl_imu1_AZ(m/s2),voxl_imu1_GX(rad/s),voxl_imu1_GY(rad/s),voxl_imu1_GZ(rad/s),voxl_vo_i,voxl_vo_timestamp(ns),voxl_vo_T_imu_wrt_vio_x(m),voxl_vo_T_imu_wrt_vio_y(m),voxl_vo_T_imu_wrt_vio_z(m),voxl_vo_roll(rad),voxl_vo_pitch(rad),voxl_vo_yaw(rad),voxl_vo_vel_imu_wrt_vio_x(m/s),voxl_vo_vel_imu_wrt_vio_y(m/s),voxl_vo_vel_imu_wrt_vio_z(m/s),voxl_vo_angular_vel_x(rad/s),voxl_vo_angular_vel_y(rad/s),voxl_vo_angular_vel_z(rad/s),voxl_vo_gravity_vector_x(m/s2),voxl_vo_gravity_vector_y(m/s2),voxl_vo_gravity_vector_z(m/s2),voxl_vo_T_cam_wrt_imu_x(m),voxl_vo_T_cam_wrt_imu_y(m),voxl_vo_T_cam_wrt_imu_z(m),voxl_vo_imu_to_cam_roll_x(rad),voxl_vo_imu_to_cam_pitch_y(rad),voxl_vo_imu_to_cam_yaw_z(rad),voxl_vo_features,voxl_vo_quality,voxl_vo_state,voxl_vo_error_code,px4_imu0_AX(m/s2),px4_imu0_AY(m/s2),px4_imu0_AZ(m/s2),px4_imu0_GX(rad/s),px4_imu0_GY(rad/s),px4_imu0_GZ(rad/s),px4_imu1_AX(m/s2),px4_imu1_AY(m/s2),px4_imu1_AZ(m/s2),px4_imu1_GX(rad/s),px4_imu1_GY(rad/s),px4_imu1_GZ(rad/s),px4_gps_lat,px4_gps_lon,px4_gps_alt,px4_gps_north,px4_gps_east,px4_gps_down,px4_gps_vel_m_s,px4_gps_vel_n_m_s,px4_gps_vel_e_m_s,px4_gps_vel_d_m_s,px4_gps_eph,px4_gps_epv,px4_vo_position[0],px4_vo_position[1],px4_vo_position[2],px4_vo_q[0],px4_vo_q[1],px4_vo_q[2],px4_vo_q[3],px4_vo_velocity[0],px4_vo_velocity[1],px4_vo_velocity[2],px4_vo_angular_velocity[0],px4_vo_angular_velocity[1],px4_vo_angular_velocity[2],px4_vo_position_variance[0],px4_vo_position_variance[1],px4_vo_position_variance[2],px4_vo_orientation_variance[0],px4_vo_orientation_variance[1],px4_vo_orientation_variance[2],px4_vo_velocity_variance[0],px4_vo_velocity_variance[1],px4_vo_velocity_variance[2],px4_vehicle_odom_position[0],px4_vehicle_odom_position[1],px4_vehicle_odom_position[2],px4_vehicle_odom_q[0],px4_vehicle_odom_q[1],px4_vehicle_odom_q[2],px4_vehicle_odom_q[3],px4_vehicle_odom_velocity[0],px4_vehicle_odom_velocity[1],px4_vehicle_odom_velocity[2],px4_vehicle_odom_angular_velocity[0],px4_vehicle_odom_angular_velocity[1],px4_vehicle_odom_angular_velocity[2],px4_vehicle_odom_position_variance[0],px4_vehicle_odom_position_variance[1],px4_vehicle_odom_position_variance[2],px4_vehicle_odom_orientation_variance[0],px4_vehicle_odom_orientation_variance[1],px4_vehicle_odom_orientation_variance[2],px4_vehicle_odom_velocity_variance[0],px4_vehicle_odom_velocity_variance[1],px4_vehicle_odom_velocity_variance[2],px4_imu0_bias_gyro_bias[0],px4_imu0_bias_gyro_bias[1],px4_imu0_bias_gyro_bias[2],px4_imu0_bias_accel_bias[0],px4_imu0_bias_accel_bias[1],px4_imu0_bias_accel_bias[2],px4_imu1_bias_gyro_bias[0],px4_imu1_bias_gyro_bias[1],px4_imu1_bias_gyro_bias[2],px4_imu1_bias_accel_bias[0],px4_imu1_bias_accel_bias[1],px4_imu1_bias_accel_bias[2]
573660504,-2.04198,-1.40131,-5.43642,0.18369,0.0182,0.1423,-4.8759,1.22427,8.57774,-0.15398,-0.13488,0.04658,420,573648080798,-2.5456,-4.5527,-7.9685,0.4632,0.0177,0.0576,0.008,-0.547,-0.809,0.294,0.1,0.093,0.563,-0.835,9.75,0.065,-0.014,0.013,-0.003,0.635,1.579,17,1,2,0,2.8802247,-0.28969842,-19.710505,-0.05171859,-0.07158577,-0.017789917,5.8825536,-3.5932178,-9.849746,0.83391434,-0.23310804,-0.041827947,59.396219,24.660582,29.699,-0.4121891622008737,0.44882958614408996,-6.0749999705482045,0.47700003,-0.476,0.024,-0.261,0.13100001,0.259,-1.8250246,-0.8823216,-6.2143755,0.9986762,-0.043638125,-0.0028848911,0.027080506,-0.6015962,-0.55715096,-1.211614,-0.07031621,-0.045965575,0.044381205,6.833783e-07,7.8429116e-07,7.515112e-07,0.0014748219,0.0019734344,0.003602082,0.00036988046,0.00052168634,0.00023911906,2.0962224,-0.9832715,-9.156779,0.9985279,-0.00898851,-0.018164491,-0.050313268,0.0017700642,-0.18763722,-0.42548162,-0.010062051,-0.06780672,0.031498674,0.017354613,0.017348206,0.03349257,1.9460933e-05,1.9290112e-05,0.0014500846,0.0067609274,0.0066697085,0.0067131487,-0.004467735,-0.0010356738,-0.00018685425,-0.00839231,0.0017553759,-0.17510131,-0.0022727929,0.0027985077,0.0015360388,0.00829072,-0.035606164,-0.17214523
573760513,1.15484,-3.12251,-6.0359,0.0275,-0.12947,0.09103,-1.56187,-13.83986,-26.88714,0.97204,0.48513,0.11902,423,573747152199,-2.5228,-4.6025,-8.0066,0.4823,0.0081,0.0608,0.035,-0.131,-0.734,0.175,-0.139,0.11,0.564,-0.835,9.75,0.065,-0.014,0.013,-0.003,0.636,1.579,17,1,2,0,2.545994,5.6076994,-1.4508862,-0.48144627,-0.30226877,0.0053263223,6.615419,-2.5890896,-20.02223,0.071778335,0.14501555,0.12777542,59.3962184,24.6605819,29.699,-0.4790306528668283,0.44314820688891426,-6.074999965784263,0.52400005,-0.51900005,-0.072000004,-0.117000006,0.13100001,0.259,-1.848577,-0.9625794,-6.3035436,0.9987977,-0.04050651,-0.0043232455,0.027269753,-0.5730799,-0.5985911,-1.2225839,0.07337577,-0.047059946,-0.031118393,6.8836187e-07,7.8106984e-07,7.4702723e-07,0.0015453944,0.0021137167,0.003757564,0.00037385715,0.00054074754,0.0002419912,2.0564487,-0.97899836,-9.178946,0.9985242,-0.0056597465,-0.02002289,-0.05016632,0.027665224,-0.19749124,-0.42126888,-0.0628569,-0.116233766,-0.00060971774,0.017001767,0.016995324,0.03306066,1.985407e-05,1.9252651e-05,0.0014246732,0.0065789716,0.0064962413,0.006636252,-0.0044718706,-0.0010596577,-0.00018434231,-0.0058811503,0.0012690794,-0.17727928,-0.0022755465,0.0027765408,0.0015387542,0.010569962,-0.035935584,-0.17410353
573861792,-1.44467,0.29837,-11.80532,0.07637,0.0455,0.06613,3.75399,6.9193,-8.24002,-0.46078,-0.37776,-0.03758,427,573876083427,-2.4242,-4.498,-8.0116,0.4949,-0.0061,0.0683,0.118,0.462,-0.628,-0.019,-0.036,0.111,0.567,-0.835,9.75,0.065,-0.014,0.013,-0.001,0.636,1.579,17,1,2,0,0.036870707,1.5863981,-2.4727316,0.3515905,0.4835768,-0.00031957933,-0.9437943,0.4673482,-6.154774,0.11149456,0.4704795,0.035379555,59.3962178,24.6605818,29.72,-0.5458721451898462,0.4374668285263415,-6.09599996065831,0.52400005,-0.521,-0.057000004,-0.17,0.13100001,0.259,-1.8805101,-1.0669296,-6.425718,0.99867976,-0.041847147,-0.007411545,0.0288551,-0.5352555,-0.6315664,-1.2412608,-0.16182348,0.37273788,0.022891404,7.267475e-07,8.131578e-07,7.38543e-07,0.0016179305,0.002268639,0.0039169425,0.00037956046,0.0005631806,0.00024489005,2.0144637,-0.97747946,-9.201366,0.9985837,-0.0096906675,-0.015278885,-0.050032962,0.02434383,-0.19270004,-0.42637825,-0.3659909,0.5583743,0.01842,0.016664328,0.016657973,0.032553643,1.995704e-05,1.921997e-05,0.0013787992,0.0063998983,0.006342754,0.0065532727,-0.0044775,-0.0010849596,-0.00017993124,-0.0035508627,0.0007285107,-0.17918575,-0.0022796236,0.0027535746,0.0015433421,0.012675818,-0.036314636,-0.17573957
573961043,-0.8808,1.9236,-7.27323,-0.11738,0.17759,0.12965,-0.34066,-6.89784,-0.55477,0.34671,-0.22862,0.17654,430,573975205375,-2.3269,-4.3189,-7.9896,0.4875,-0.0017,0.0867,0.175,0.939,-0.567,0.17,0.033,0.176,0.57,-0.833,9.75,0.065,-0.014,0.013,0.002,0.637,1.577,17,1,2,0,9.943599,2.834256,-30.086018,-3.5346007,0.020506341,0.25188178,11.484028,3.4505236,-13.435542,-2.8613536,0.4392618,0.26860642,59.3962171,24.6605814,29.745,-0.6238538887955085,0.41474128937343574,-6.120999955646292,0.62700003,-0.60200006,-0.177,-0.2,0.13100001,0.259,-1.9280249,-1.1582762,-6.544629,0.9966878,-0.07275232,0.018711666,0.031151988,-0.46653333,-0.6039936,-1.3320909,-1.4854851,0.5343464,0.12916464,8.8566253e-07,1.0235023e-06,1.0069127e-06,0.0017250055,0.0024401688,0.0040807254,0.00040541217,0.0005932124,0.0002490241,1.9669675,-0.9787117,-9.225483,0.9969044,-0.059341416,0.014568806,-0.04947912,-0.0232204,-0.2544697,-0.4803525,-1.9886326,0.34131238,0.070214756,0.018097457,0.018084675,0.03446126,2.0068814e-05,1.9637853e-05,0.0013586639,0.0069109267,0.00686621,0.00687804,-0.004476888,-0.0011156313,-0.00017546331,-0.0010821526,0.0007040441,-0.18099977,-0.0022777724,0.0027236317,0.0015467429,0.015072307,-0.036222454,-0.17728722
574061113,0.16091,-0.38778,-15.85303,-0.33256,0.03724,0.18171,-1.95936,-1.9768,-10.73331,-0.5769,0.69073,0.16163,432,574044579339,-2.2504,-4.1659,-7.9518,0.4886,-0.0056,0.0961,0.215,1.247,-0.508,-0.127,0.037,0.144,0.572,-0.832,9.749,0.065,-0.014,0.013,0.004,0.638,1.577,16,1,2,0,-20.826681,4.429273,-38.397728,-1.8413628,-0.2692456,0.31185615,-24.444561,-1.3460202,-44.17877,-1.9149727,-0.6549448,0.3661594,59.3962162,24.6605812,29.774,-0.7241161293334659,0.4033785266353025,-6.14999994613712,0.795,-0.79200006,-0.068,-0.21100001,0.13100001,0.259,-1.9406863,-1.2606941,-6.6651235,0.9822879,-0.17981428,0.025803354,0.04595103,-0.47717634,-0.46565667,-1.5335616,-2.2414978,-0.16585925,0.22592482,1.9817967e-06,2.8672403e-06,2.262645e-06,0.0017850901,0.0026180618,0.0042445,0.00043025098,0.00062317,0.0002537139,1.9088123,-0.9977894,-9.255423,0.98379993,-0.17143904,0.022081358,-0.04752685,-0.07733555,-0.489141,-0.4848747,-1.6843724,-0.21641742,-0.05057636,0.017719856,0.017707419,0.03401652,1.9728992e-05,2.3903678e-05,0.0013344056,0.006774804,0.0066867145,0.0068006474,-0.004490304,-0.0011570097,-0.00017435967,0.0018934736,-0.0002286591,-0.18314174,-0.002289631,0.0026863846,0.0015498158,0.01771529,-0.03701344,-0.17940673
574161337,-0.92859,-0.89933,-9.98769,-2.93328,-0.2818,0.16507,-9.98583,-9.08603,-15.38076,-3.27743,1.01138,0.31184,435,574143708219,-2.1642,-3.8823,-7.9189,0.3859,-0.0175,0.1216,0.26,1.64,-0.447,-2.367,-0.082,0.444,0.575,-0.829,9.749,0.065,-0.014,0.013,0.008,0.638,1.575,18,1,2,0,6.3858147,-1.0304644,-15.456966,-1.0766628,-0.024501082,0.059921123,6.683893,0.010055647,-12.61864,-1.2566304,-0.049388822,0.04188124,59.3962162,24.6605812,29.774,-0.7241161293334659,0.4033785266353025,-6.14999994613712,0.795,-0.79200006,-0.068,-0.21100001,0.13100001,0.259,-1.976283,-1.3870063,-6.780711,0.9684182,-0.24192765,0.017145323,0.057820573,-0.5462112,-0.5884212,-1.736818,-0.4769545,-0.2772258,0.083799005,1.6744559e-06,4.5586103e-06,3.4393868e-06,0.0019145109,0.0028161383,0.004423332,0.00047031473,0.00065461337,0.00025983676,1.8361686,-1.0469493,-9.282666,0.9755573,-0.21460654,0.01645726,-0.044284828,-0.19089957,-0.8662586,-0.4496173,-0.35417417,-0.191499,0.0025223212,0.017360173,0.017347416,0.033490572,1.9875084e-05,5.7579113e-05,0.001310835,0.006802551,0.0065124044,0.0067121116,-0.004490304,-0.0011570097,-0.00017435967,0.0018934736,-0.0002286591,-0.18314174,-0.002289631,0.0026863846,0.0015498158,0.01771529,-0.03701344,-0.17940673
574261467,1.95286,-1.726,-20.70643,-3.70733,0.1439,0.11673,0.57884,3.0398,-50.68802,-4.19465,0.12825,0.41517,438,574242839803,-2.1242,-3.6136,-7.9406,0.0508,-0.0406,0.1674,0.319,1.784,-0.508,-3.87,0.021,0.509,0.576,-0.827,9.749,0.065,-0.014,0.013,0.011,0.638,1.574,17,1,2,0,5.8705826,-0.2528277,6.337452,-0.9943711,-0.018002968,0.056139436,6.240008,6.855797,3.0782251,-0.57565224,-0.08541455,-0.069653295,59.3962149,24.6605806,29.801,-0.8689393677765069,0.36929021625047415,-6.176999928704675,1.1470001,-1.12,-0.24900001,-0.22500001,0.13100001,0.259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.7610134,-1.1391665,-9.309745,0.97169274,-0.231949,0.010940283,-0.04351246,-0.26099023,-1.3000563,-0.4211074,-0.29116616,-0.13320751,0.012444066,0.018883614,0.018847503,0.035562236,2.0055686e-05,8.015554e-05,0.0012971854,0.008000707,0.007000637,0.007038343,-0.0045274883,-0.0012133158,-0.00016680812,0.0052521965,-0.0022592298,-0.18528359,-0.0023245658,0.002632138,0.0015575787,0.020948315,-0.038848262,-0.18146738
574361658,5.01589,-2.40108,-12.10746,-1.59437,0.0214,0.14203,7.06323,3.75645,-56.09014,-1.65285,-1.83083,0.16589,441,574342204751,-2.0153,-3.3388,-7.9356,-0.2479,-0.0099,0.2064,0.446,1.614,-0.568,-2.004,0.295,0.281,0.579,-0.825,9.749,0.065,-0.014,0.013,0.012,0.638,1.574,6,1,2,0,-8.697177,-5.5081005,-24.641125,-0.00063915865,-0.26855317,-0.089056104,-0.9311051,6.2996235,-15.331989,-0.25454494,-0.21983822,-0.026493033,59.3962131,24.6605798,29.839,-1.0694638522252646,0.3238391318709148,-6.214999901469303,1.572,-1.531,-0.35700002,-0.27800003,0.13100001,0.259,-2.066496,-1.7569706,-7.0061955,0.9607574,-0.26977247,0.0028715779,0.06449687,-0.65569216,-1.294744,-2.1557956,-0.055476546,-0.118548155,-0.11518211,1.530068e-06,5.589832e-06,4.000151e-06,0.0021774748,0.0032371017,0.0047705453,0.00058108463,0.0007199741,0.00027674699,1.6503072,-1.2534324,-9.3315935,0.9704269,-0.23690604,0.006125521,-0.04593164,-0.35392705,-1.7598908,-0.4100745,0.10658931,-0.14327994,-0.040013544,0.016642118,0.016633453,0.03252681,1.9667787e-05,8.5901236e-05,0.0012543132,0.007838904,0.0061237533,0.006523888,-0.004574968,-0.0012853674,-0.00015182627,0.009053488,-0.0045126304,-0.18707551,-0.0023687829,0.0025622204,0.0015726929,0.02465536,-0.04082612,-0.18319301
574462607,-1.76961,1.77172,1.24901,-0.41272,0.18318,0.05601,6.35924,0.47894,-31.63012,-0.96893,-0.53543,0.06575,445,574481472620,-1.8572,-3.1658,-7.955,-0.3675,0.0255,0.2224,0.622,1.082,-0.536,-0.27,0.052,0.047,0.582,-0.825,9.749,0.065,-0.014,0.013,0.012,0.638,1.574,4,2,2,0,-13.975913,4.966053,-19.492632,-0.29838058,-0.18849854,-0.08878979,-14.760015,1.6352398,-25.763765,-0.14340344,-0.45694318,0.14845291,59.3962106,24.6605788,29.824,-1.3479700663446033,0.2670252678887223,-6.1999998511251615,2.265,-2.219,-0.45100003,-0.082,0.13100001,0.259,-2.097371,-2.009656,-7.101944,0.9615822,-0.2670844,-0.0037840947,0.06333549,-0.6770827,-1.7160783,-2.3534608,-0.05581901,-0.08708688,-0.011312025,1.459332e-06,5.466717e-06,3.8729313e-06,0.0023481746,0.0034949163,0.0049583064,0.0006588726,0.0007665435,0.00028755303,1.5179453,-1.4024178,-9.355392,0.97054744,-0.23497039,0.0016235028,-0.053141214,-0.4608782,-2.1805828,-0.4097554,0.04474216,-0.1816308,-0.058599334,0.018102301,0.018036809,0.034522466,2.0094103e-05,8.936965e-05,0.0012527399,0.010048946,0.006620966,0.006849907,-0.004574968,-0.0012853675,-0.00015182627,0.009053489,-0.004512631,-0.18707553,-0.0023687838,0.0025622214,0.0015726935,0.02465537,-0.040826134,-0.18319307
574562066,-4.21143,1.4563,-23.03242,0.32244,-0.19752,0.0399,-7.23691,-7.69572,20.97731,0.36802,-0.26484,0.24898,447,574551273723,-1.7801,-3.0869,-7.9723,-0.3697,0.0279,0.2245,0.699,0.8,-0.524,0.091,0.032,0.096,0.583,-0.825,9.749,0.065,-0.014,0.013,0.012,0.638,1.574,4,1,2,0,5.592376,-7.336313,-15.011644,0.09251822,-0.20314594,0.07078682,19.677944,-9.8547735,-9.033084,0.6303903,-0.2580889,-0.24629128,59.3962077,24.6605773,29.866,-1.671037291503322,0.1818044546711836,-6.241999777894239,2.66,-2.568,-0.69500005,-0.26200002,0.13100001,0.259,-2.118224,-2.3019018,-7.207767,0.96155757,-0.26680475,-0.014372908,0.06336965,-0.70419675,-2.1045942,-2.537024,0.16204852,-0.28489625,-0.04390842,1.4643658e-06,5.4580014e-06,3.8087996e-06,0.0024090565,0.0037527664,0.0050554746,0.00071471353,0.0008125338,0.00029410873,1.3897557,-1.6038201,-9.383216,0.97066265,-0.23333134,-0.009850793,-0.057213645,-0.55248433,-2.6134791,-0.43409964,0.20273067,-0.27678734,-0.072988495,0.018451435,0.01825348,0.034540206,2.0591726e-05,8.8626395e-05,0.0012534286,0.012466818,0.0069273533,0.0069829384,-0.0045768144,-0.0012904233,-0.00015132478,0.009676525,-0.0047396156,-0.18757825,-0.0023703605,0.0025572549,0.0015732456,0.025252081,-0.041017175,-0.18363559
574662243,-0.58453,-1.04672,0.2227,0.47651,0.05429,0.10408,-1.29368,-9.00959,-16.32171,0.63221,0.04303,-0.16115,451,574680928069,-1.6198,-2.9822,-7.9977,-0.3203,0.0193,0.2279,0.867,0.294,-0.515,0.492,0.036,-0.001,0.584,-0.824,9.749,0.065,-0.014,0.013,0.012,0.638,1.574,5,1,2,0,14.129142,2.5570076,36.120842,3.0931017,0.45337653,-0.3109507,10.413101,-3.4062307,6.8270664,2.9054556,0.4509797,-0.26557043,59.3962077,24.6605773,29.866,-1.671037291503322,0.1818044546711836,-6.241999777894239,2.66,-2.568,-0.69500005,-0.26200002,0.13100001,0.259,-2.1232195,-2.6360393,-7.2887225,0.96893346,-0.23783505,-0.027707392,0.06192575,-0.7075149,-2.6289935,-2.543307,1.6534388,-0.21567161,-0.17945603,1.3980128e-06,4.5531747e-06,3.0656402e-06,0.0024240033,0.004016075,0.0050618993,0.0007702017,0.00085778534,0.00029618267,1.2634959,-1.8503652,-9.410941,0.98255664,-0.17503338,-0.025916385,-0.05721948,-0.580459,-2.9630554,-0.39260247,2.41353,-0.1865988,-0.072299525,0.018917428,0.01847565,0.034652356,2.1560289e-05,8.7566616e-05,0.0012529101,0.015364572,0.007241049,0.0071234535,-0.0045808614,-0.0012995292,-0.00014991406,0.0106074335,-0.0051368265,-0.18809547,-0.0023739194,0.002548326,0.0015747123,0.02615305,-0.041359905,-0.18409628
574762385,-1.10032,4.12646,-19.15258,0.86453,0.06574,-0.01483,-3.49186,-16.10927,0.78263,0.38826,-1.10643,0.16483,454,574780782822,-1.4683,-2.9311,-7.9679,-0.2519,0.0212,0.2235,0.969,-0.014,-0.512,0.863,0.096,0.002,0.587,-0.824,9.749,0.065,-0.014,0.013,0.012,0.638,1.573,10,1,2,0,-24.798662,7.9161887,-73.700714,2.9580796,-0.64544374,-0.025353294,-19.00709,2.0903776,-54.576305,3.0610907,-0.88060087,-0.030306773,59.3962039,24.6605755,29.88,-2.0943667463839346,0.07953945773473074,-6.255999655919272,3.4,-3.301,-0.81200004,-0.19100001,0.13100001,0.25800002,-2.1168592,-3.0041788,-7.366708,0.9941682,-0.08970725,-0.032601506,0.050193436,-0.57376873,-3.5038388,-1.7075083,3.8681252,-0.17477915,-0.4160713,9.497336e-07,1.3472791e-06,8.53842e-07,0.0025907357,0.004325594,0.0052344752,0.00083601294,0.00090249145,0.00030222686,1.1380346,-2.1240618,-9.441959,0.9977258,0.00675503,-0.041707374,-0.052517574,-0.54580444,-3.104613,-0.4476517,4.08906,0.029450148,-0.008745327,0.019519944,0.018698832,0.03466256,2.302399e-05,5.6958044e-05,0.001269434,0.01801187,0.0075373556,0.0072480706,-0.0045882342,-0.001314438,-0.00014675297,0.011908162,-0.005745223,-0.18871601,-0.0023810398,0.0025335592,0.0015779558,0.027423805,-0.04192736,-0.18468317
574862679,-1.6597,0.73428,-19.9343,0.82139,-0.27794,0.02898,2.25023,1.44404,-15.94438,1.86369,1.00286,-0.04078,457,574881630256,-1.3158,-2.9116,-7.9889,-0.1661,0.0097,0.2243,1.074,-0.268,-0.543,0.599,-0.233,0.013,0.588,-0.823,9.749,0.065,-0.014,0.013,0.013,0.638,1.573,11,1,2,0,-13.38646,1.8239028,-27.18233,2.156255,-0.28692898,-0.2524144,7.360734,3.0913932,-2.6738446,1.7445499,0.31090176,0.07478936,59.3962003,24.6605733,29.916,-2.4954157120029374,-0.04545112399875332,-6.29199951199869,3.4240003,-3.2710001,-1.0120001,-0.25800002,0.13100001,0.25800002,-2.124254,-3.384181,-7.472574,0.99480647,0.09258897,-0.022912357,0.03552997,-0.3489753,-3.799842,-0.4453857,2.7074325,0.3141354,-0.2695365,8.41118e-07,1.8858632e-06,1.9658735e-06,0.002795862,0.004657871,0.0054234257,0.0008647315,0.0009471095,0.0003059156,1.0148822,-2.388569,-9.487408,0.9850647,0.16031909,-0.042032827,-0.04667594,-0.49025255,-2.8371267,-0.5749068,1.7696643,0.012814684,0.076917246,0.020238707,0.018918637,0.034758005,2.4275403e-05,2.1646583e-05,0.0012888724,0.019216118,0.007831213,0.007196641,-0.0045882342,-0.001314438,-0.00014675297,0.011908162,-0.005745223,-0.18871601,-0.0023810398,0.0025335592,0.0015779558,0.027423805,-0.04192736,-0.18468317
