timestamp,device
605170101,px4_vo
605204681,px4_gps
605208291,px4_imu0_bias
605210298,px4_imu1_bias
605211251,px4_vo
605236834,px4_vo
605268980,px4_vo
605306656,px4_gps
605308350,px4_imu0_bias
605310213,px4_imu1_bias
605334907,px4_vo
605341321,px4_vo
605378866,px4_vo
605413515,px4_vo
605430449,px4_vo
605431660,px4_gps
605438655,px4_imu0_bias
605439183,px4_imu1_bias
605473040,px4_vo
605512831,px4_vo
605532900,px4_vo
605559941,px4_gps
605566468,px4_imu1_bias
605568559,px4_imu0_bias
605576098,px4_vo
605615759,px4_vo
605631792,px4_vo
605675012,px4_vo
605678757,px4_gps
605684549,px4_imu1_bias
605688950,px4_imu0_bias
605702128,px4_vo
605738353,px4_vo
605778808,px4_vo
605805507,px4_vo
605809450,px4_gps
605813195,px4_imu1_bias
605818959,px4_imu0_bias
605848952,px4_vo
605876133,px4_vo
605904799,px4_vo
605935577,px4_gps
605939410,px4_imu0_bias
605939687,px4_vo
605941536,px4_imu1_bias
605982122,px4_vo
606004810,px4_vo
606041805,px4_vo
606060099,px4_gps
606069870,px4_imu0_bias
606071477,px4_imu1_bias
606072800,px4_vo
606110893,px4_vo
606150218,px4_vo
606166804,px4_vo
606202727,px4_gps
606209765,px4_imu0_bias
606210548,px4_vo
606238252,px4_vo
606281804,px4_vo
606304863,px4_vo
606307475,px4_gps
606309940,px4_imu0_bias
606316989,px4_imu1_bias
606326288,px4_imu1_bias
606337067,px4_vo
606433691,px4_gps
606436696,px4_imu1_bias
606440415,px4_imu0_bias
606445222,px4_imu1_bias
606559748,px4_gps
606564236,px4_imu1_bias
606570086,px4_imu0_bias
606573206,px4_imu1_bias
606680440,px4_gps
606682788,px4_imu1_bias
606690320,px4_imu0_bias
606691776,px4_imu1_bias
606806772,px4_gps
606812451,px4_imu1_bias
606821238,px4_imu1_bias
606930929,px4_gps
606940760,px4_imu0_bias
606941114,px4_imu1_bias
606949179,px4_imu1_bias
607059646,px4_gps
607061104,px4_imu0_bias
607069187,px4_imu1_bias
607077224,px4_imu1_bias
607201742,px4_gps
607207792,px4_imu1_bias
607211128,px4_imu0_bias
607216126,px4_imu1_bias
607308960,px4_gps
607311502,px4_imu0_bias
607315948,px4_imu1_bias
607324271,px4_imu1_bias
607434651,px4_gps
607443702,px4_imu1_bias
607452591,px4_imu1_bias
607556075,px4_gps
607563241,px4_imu1_bias
607571935,px4_imu1_bias
607680369,px4_gps
607682002,px4_imu0_bias
607809179,px4_gps
607812052,px4_imu0_bias
607818974,px4_imu1_bias
607828184,px4_imu1_bias
607931900,px4_gps
608059835,px4_gps
608066014,px4_imu1_bias
608072271,px4_imu0_bias
608075221,px4_imu1_bias
608208190,px4_gps
608212850,px4_imu0_bias
608214394,px4_imu1_bias
608222102,px4_imu0_bias
608223401,px4_imu1_bias
608308461,px4_gps
608312886,px4_imu0_bias
608314353,px4_imu1_bias
608431591,px4_gps
608433305,px4_imu0_bias
608441839,px4_imu1_bias
608561648,px4_gps
608681648,px4_gps
608807012,px4_gps
608933405,px4_gps
608935575,px4_imu1_bias
608943641,px4_imu0_bias
609059678,px4_gps
609064218,px4_imu0_bias
609065356,px4_imu1_bias
609212210,px4_gps
609310964,px4_gps
609437657,px4_gps
609563645,px4_gps
609686285,px4_gps
609810711,px4_gps
609933023,px4_gps
610059910,px4_gps
610065831,px4_imu0_bias
610071720,px4_imu1_bias
610216333,px4_gps
610309294,px4_gps
610316598,px4_imu0_bias
610438056,px4_gps
610448444,px4_imu1_bias
610561150,px4_gps
610566437,px4_imu0_bias
610688403,px4_gps
610694670,px4_imu1_bias
610807841,px4_gps
610934671,px4_gps
610937618,px4_imu0_bias
611057656,px4_gps
611213653,px4_gps
611308236,px4_gps
611318214,px4_imu1_bias
611439648,px4_gps
611447992,px4_imu0_bias
611559667,px4_gps
611686645,px4_gps
611810805,px4_gps
611933910,px4_gps
612058430,px4_gps
612206774,px4_gps
612209309,px4_imu0_bias
612216236,px4_imu1_bias
612309290,px4_gps
612435955,px4_gps
612559331,px4_gps
612685654,px4_gps
612690218,px4_imu0_bias
612691781,px4_imu1_bias
612810298,px4_gps
612935686,px4_gps
613061244,px4_gps
613066078,px4_imu1_bias
613214217,px4_gps
613310649,px4_gps
613313549,px4_imu1_bias
613320707,px4_imu0_bias
613435831,px4_gps
613559481,px4_gps
613570953,px4_imu1_bias
613686662,px4_gps
613811430,px4_gps
613932776,px4_gps
614057651,px4_gps
614213117,px4_gps
614308220,px4_gps
614310483,px4_imu1_bias
614312797,px4_imu0_bias
614439427,px4_gps
614558757,px4_gps
614687647,px4_gps
614693902,px4_imu0_bias
614695832,px4_imu1_bias
614810211,px4_gps
614936051,px4_gps
614943953,px4_imu0_bias
614944859,px4_imu1_bias
615059662,px4_gps
615218169,px4_gps
615219558,px4_imu1_bias
615313808,px4_gps
615324452,px4_imu0_bias
615437479,px4_imu1_bias
615444777,px4_imu0_bias
615564776,px4_imu0_bias
615565959,px4_imu1_bias
615695372,px4_imu1_bias
615812940,px4_imu1_bias
615815211,px4_imu0_bias
615941319,px4_imu1_bias
615945424,px4_imu0_bias
616065890,px4_imu0_bias
616069655,px4_imu1_bias
616216111,px4_imu0_bias
616217502,px4_imu1_bias
616316380,px4_imu0_bias
616317872,px4_imu1_bias
616446205,px4_imu0_bias
616446422,px4_imu1_bias
616566474,px4_imu0_bias
616567853,px4_imu1_bias
616692161,px4_imu1_bias
616696454,px4_imu0_bias
616816934,px4_imu0_bias
616820626,px4_imu1_bias
616936970,px4_imu0_bias
616939530,px4_imu1_bias
617067225,px4_imu0_bias
617068582,px4_imu1_bias
617225367,px4_imu1_bias
617227389,px4_imu0_bias
617315020,px4_imu1_bias
617317902,px4_imu0_bias
617438292,px4_imu0_bias
617443041,px4_imu1_bias
617568079,px4_imu0_bias
617572171,px4_imu1_bias
617688327,px4_imu0_bias
617690001,px4_imu1_bias
617818329,px4_imu0_bias
617819495,px4_imu1_bias
618440015,px4_imu0_bias
618441748,px4_imu1_bias
618699875,px4_imu0_bias
618699932,px4_imu1_bias
618940159,px4_imu0_bias
618945095,px4_imu1_bias
619063475,px4_imu1_bias
619070591,px4_imu0_bias
619210634,px4_imu0_bias
619211913,px4_imu1_bias
619320710,px4_imu0_bias
619321884,px4_imu1_bias
619440832,px4_imu0_bias
619440931,px4_imu1_bias
619567508,px4_imu1_bias
619571357,px4_imu0_bias
619691270,px4_imu0_bias
619696387,px4_imu1_bias
619941670,px4_imu0_bias
620062133,px4_imu0_bias
620312651,px4_imu0_bias
620442593,px4_imu0_bias
620572512,px4_imu0_bias
620693194,px4_imu0_bias
620813026,px4_imu0_bias
620943317,px4_imu0_bias
621063498,px4_imu0_bias
621444196,px4_imu0_bias
621694866,px4_imu0_bias
621814605,px4_imu0_bias
621944812,px4_imu0_bias
622065051,px4_imu0_bias
622225152,px4_imu0_bias
622315826,px4_imu0_bias
