timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
603047182,603046786,2490386,0.0042633996,-0.0053958655,0.020217841,39.95773,0,0,0,0,10
603048377,603048022,2490386,0.012350536,-0.045012176,0.05799556,39.91546,0,0,0,0,10
603049627,603049257,2490386,0.018872205,-0.045065466,0.07444295,39.794685,0,0,0,0,10
603050874,603050493,2490386,0.045824885,-0.016947014,0.046144642,39.830917,0,0,0,0,10
603052148,603051728,2490386,0.0017053599,-0.022163017,0.06618262,39.855072,0,0,0,0,10
603053377,603052963,2490386,-0.011264701,-0.026473047,0.07961899,39.86111,0,0,0,0,10
603054554,603054198,2490386,0.024168147,-0.013629556,0.06888721,39.758453,0,0,0,0,10
603055832,603055441,2490386,0.02141026,-0.005762251,0.050887674,39.8128,0,0,0,0,10
603057040,603056668,2490386,-0.0174866,0.0036438745,0.06034709,39.91546,0,0,0,0,10
603058266,603057903,2490386,-0.058708347,0.009033078,0.029617306,39.830917,0,0,0,0,10
603059494,603059139,2490386,0.023701837,-0.0003730475,0.03011026,39.77053,0,0,0,0,10
603060760,603060374,2490386,-0.0502415,-0.018699005,0.06462381,39.758453,0,0,0,0,10
603062059,603061612,2490386,-0.024367994,0.007960566,0.025933461,39.764492,0,0,0,0,10
603063203,603062844,2490386,0.018172741,0.019411791,0.025407199,39.746376,0,0,0,0,10
603064409,603064079,2490386,-0.07436968,0.02439464,0.012397167,39.746376,0,0,0,0,10
603066897,603066550,2490386,0.0016587289,0.015021822,0.005509112,39.710144,0,0,0,0,10
603069335,603069020,2490386,0.0123905055,0.008353599,-0.06510345,39.806763,0,0,0,0,10
603073116,603072726,2490386,0.021570139,-0.01969824,-0.039249923,39.81884,0,0,0,0,10
603076823,603076442,2490386,-0.05591049,-0.0045565083,-0.020890659,39.81884,0,0,0,0,10
603080466,603080137,2490386,-0.044552527,0.02567366,0.018272664,39.746376,0,0,0,0,10
603084159,603083843,2490386,-0.034766693,-0.035026494,0.032608345,39.788647,0,0,0,0,10
603086640,603086312,2490386,-0.0111181475,-0.016340813,0.044279404,39.800724,0,0,0,0,10
603090338,603090018,2490386,0.019778177,-0.04196118,0.055790585,39.740337,0,0,0,0,10
603096580,603096195,2490386,-0.04158813,-0.019418454,0.029883768,39.806763,0,0,0,0,10
603097749,603097429,2490386,-0.059128024,-0.015441501,0.03646539,39.782608,0,0,0,0,10
603101504,603101136,2490386,-0.02639311,-0.02631317,0.0066215927,39.698067,0,0,0,0,10
603106432,603106077,2490386,-0.0060886675,-0.04050896,-0.022309572,39.81884,0,0,0,0,10
603107664,603107311,2490386,-0.033354443,0.0034640124,-0.007880628,39.830917,0,0,0,0,10
603111425,603111018,2490386,-0.05851516,-0.016600613,0.0057289433,39.7343,0,0,0,0,10
603116279,603115958,2490386,-0.0015921133,-0.008600077,0.006135299,39.81884,0,0,0,0,10
603118761,603118427,2490386,-0.020317765,-0.011964166,0.03309464,39.830917,0,0,0,0,10
603122469,603122133,2490386,0.00089931086,-0.014388974,0.043673202,39.788647,0,0,0,0,10
603126206,603125839,2490386,-0.029843798,-0.0058222055,0.04763683,39.82488,0,0,0,0,10
603128702,603128309,2490386,-0.016107658,-0.007314395,0.03041003,39.855072,0,0,0,0,10
603132450,603132015,2490386,-0.03313461,-0.00882657,0.02703262,39.855072,0,0,0,0,10
603137396,603136955,2490386,-0.030863017,0.0015254978,-0.003697167,39.782608,0,0,0,0,10
603139943,603139432,2490386,-0.046211258,0.039543033,-0.016047703,39.794685,0,0,0,0,10
603143525,603143142,2490386,-0.035592727,0.021430245,0.008266998,39.885265,0,0,0,0,10
603147201,603146837,2490386,0.01692703,0.03910337,0.00041301685,39.927536,0,0,0,0,10
603149729,603149307,2490386,0.019931395,0.032714933,0.007880628,39.758453,0,0,0,0,10
603153431,603153013,2490386,-0.02072412,-0.009059724,0.02703928,39.81884,0,0,0,0,10
603157039,603156718,2490386,-0.02230291,-0.018226033,0.0585085,39.800724,0,0,0,0,10
603160764,603160425,2490386,-0.014075881,-0.0349732,0.031022895,39.855072,0,0,0,0,10
603165709,603165365,2490386,-0.04371317,-0.0037371363,0.02465444,39.849033,0,0,0,0,10
603168151,603167835,2490386,-0.024727719,-0.00034640124,-0.0006328484,39.788647,0,0,0,0,10
603170680,603170305,2490386,-0.024661103,-0.013443032,0.004623124,39.82488,0,0,0,0,10
603175583,603175255,2490386,0.01061853,-0.038457196,0.007101225,39.86715,0,0,0,0,10
603178046,603177716,2490386,-0.030050308,-0.01552144,0.0077940277,39.704105,0,0,0,0,10
603181739,603181422,2490386,0.00019984687,-0.022229632,0.00818706,39.794685,0,0,0,0,10
603185501,603185128,2490386,0.041694716,-0.01036539,0.015561409,39.86715,0,0,0,0,10
603189185,603188836,2490386,-0.034307044,0.00562902,0.028544793,39.7343,0,0,0,0,10
603191618,603191303,2490386,0.0010525268,-0.0067015314,0.029324196,39.806763,0,0,0,0,10
603195345,603195010,2490386,-0.02477435,-0.018232696,0.022496095,39.855072,0,0,0,0,10
603199064,603198714,2490386,-0.028478177,-0.039416462,0.011697703,39.806763,0,0,0,0,10
603202763,603202420,2490386,-0.016114319,-0.023895023,-0.0017986217,39.752415,0,0,0,0,10
603206576,603206125,2490386,-0.05838859,0.017626494,1.9984687e-05,39.710144,0,0,0,0,10
603210159,603209831,2490386,-0.04687075,0.0025513782,0.011764319,39.77053,0,0,0,0,10
603212624,603212301,2490386,0.0025047474,-0.014762022,0.029564012,39.885265,0,0,0,0,10
603216365,603216007,2490386,-0.024627795,-0.015974427,0.020910643,39.7343,0,0,0,0,10
603220138,603219723,2490386,0.00951271,-0.013842726,0.053832084,39.927536,0,0,0,0,10
603226261,603225888,2490386,-0.031196095,-0.0033507657,0.027512252,39.794685,0,0,0,0,10
603227487,603227124,2490386,-0.036785144,0.023042344,0.022442803,39.806763,0,0,0,0,10
603231226,603230830,2490386,-0.023761792,-0.008087137,-0.0034107198,39.81884,0,0,0,0,10
603236199,603235770,2490386,-0.010005666,-0.004196784,0.0,39.758453,0,0,0,0,10
603237375,603237006,2490386,-0.05376547,-0.009872435,-0.012830169,39.81884,0,0,0,0,10
603241076,603240716,2490386,-0.029970368,-0.0033441042,0.0015055131,39.91546,0,0,0,0,10
603244788,603244417,2490386,0.007134533,-0.008620061,0.013329786,39.7343,0,0,0,0,10
603248446,603248122,2490386,-0.015268301,-0.019325191,0.011964166,39.673912,0,0,0,0,10
603252154,603251828,2490386,-0.01624089,-0.0136895105,0.030416692,39.855072,0,0,0,0,10
603255897,603255533,2490386,-0.0029377488,-0.016454058,0.037844334,39.764492,0,0,0,0,10
603258328,603258004,2490386,-0.025453828,-0.0049228943,0.023841731,39.72222,0,0,0,0,10
603262034,603261709,2490386,-0.01308997,-0.006754824,0.015501455,39.758453,0,0,0,0,10
603265836,603265416,2490386,0.020417688,-0.014835299,0.02093729,39.836956,0,0,0,0,10
603269449,603269120,2490386,-0.012770214,-0.009472742,-0.0075675347,39.752415,0,0,0,0,10
603274444,603274061,2490386,0.00614196,-0.018206049,-0.010332082,39.81884,0,0,0,0,10
603275698,603275296,2490386,-0.008373584,-0.03108951,-0.0052692955,39.72222,0,0,0,0,10
603279314,603279001,2490386,-0.009272895,-0.00477634,0.004516539,39.81884,0,0,0,0,10
603284268,603283942,2490386,0.011531164,-0.011731011,0.02341539,39.698067,0,0,0,0,10
603286737,603286412,2490386,-0.05913469,-0.025693646,0.043566614,39.667873,0,0,0,0,10
603290434,603290118,2490386,0.00021316999,-0.028857887,0.043639895,39.945652,0,0,0,0,10
603294159,603293830,2490386,0.02294908,-0.009133002,0.043173585,39.740337,0,0,0,0,10
603296693,603296294,2490386,-0.020757427,0.0081803985,0.027685452,39.72222,0,0,0,0,10
603300382,603299999,2490386,-0.0019385145,0.008220368,0.014528867,39.704105,0,0,0,0,10
603304036,603303708,2490386,0.00127902,0.03201547,0.00916631,39.8128,0,0,0,0,10
603307795,603307411,2490386,-0.027312405,0.013076646,0.0043300153,39.7343,0,0,0,0,10
603311499,603311117,2490386,-0.052180015,-0.0173134,-0.010312098,39.77657,0,0,0,0,10
603315191,603314822,2490386,-0.028005207,-0.010998239,0.0026513017,39.746376,0,0,0,0,10
603317746,603317292,2490386,-0.047350384,-0.0029444105,0.037291426,39.746376,0,0,0,0,10
603321363,603320998,2490386,-0.06750827,-0.004363323,0.024661103,39.710144,0,0,0,0,10
603326311,603325938,2490386,-0.05565069,0.0023049004,0.029190965,39.836956,0,0,0,0,10
603328755,603328409,2490386,0.033527642,-0.026193263,0.026000077,39.806763,0,0,0,0,10
603333767,603333350,2490386,0.03369418,-0.014582159,0.009412787,39.82488,0,0,0,0,10
603336259,603335821,2490386,-0.05509112,0.017986218,0.020137902,39.830917,0,0,0,0,10
603338767,603338290,2490386,0.03761784,-0.025313936,-0.003996937,39.82488,0,0,0,0,10
603343556,603343231,2490386,0.01565467,-0.029950384,-0.011477872,39.67995,0,0,0,0,10
603346025,603345701,2490386,-0.025700307,-0.0017320062,0.012223966,39.855072,0,0,0,0,10
603349732,603349407,2490386,-0.08248346,0.008340276,0.013349771,39.72826,0,0,0,0,10
603353433,603353113,2490386,-0.02971723,-0.031822283,0.024234762,39.794685,0,0,0,0,10
603357144,603356818,2490386,-0.006861409,-0.049355514,0.036005743,39.806763,0,0,0,0,10
603359605,603359288,2490386,-0.036765162,-0.0030110262,0.03326784,39.64372,0,0,0,0,10
