timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
603035422,602909131,0,-2.8451405,0.06945616,0.079598665,2.34612,0.0003000674
603064704,602945249,0,-2.8418896,0.067873724,0.10880971,2.3418078,0.000561748
603214756,603094513,0,-2.8385699,0.06829669,0.11046815,2.3429978,0.00057870836
603315384,603193285,0,-2.8342843,0.06789761,0.14338946,2.3417945,0.0009755357
603445314,603320769,0,-2.830243,0.068000056,0.13501716,2.3420444,0.00086484896
603565392,603445395,0,-2.8261535,0.06793703,0.13675284,2.3418157,0.0008873144
603695831,603570075,0,-2.8222227,0.06803714,0.1312604,2.3420608,0.00081738515
603815733,603692423,0,-2.8176441,0.06797223,0.1530478,2.342193,0.0011111917
603946034,603822147,0,-2.8131838,0.06807056,0.14889312,2.3424375,0.0010515712
604066205,603944663,0,-2.8083518,0.06800366,0.16144276,2.3422027,0.0012364318
604216929,604092457,0,-2.8034606,0.06841613,0.1622479,2.3400426,0.0012499478
604317033,604196027,0,-2.7986462,0.06800757,0.16063142,2.3391902,0.0012256118
604437321,604319651,0,-2.7922308,0.06794154,0.21423936,2.338958,0.002180387
604567338,604445645,0,-2.7863953,0.06803613,0.19436502,2.3362334,0.001796708
604697370,604571909,0,-2.7802384,0.06812524,0.20481658,2.336459,0.0019949388
604817205,604692517,0,-2.7743123,0.06804967,0.19734216,2.3362067,0.0018521919
604947541,604823977,0,-2.7689147,0.06814062,0.17974138,2.3393977,0.0015344389
605068343,604944717,0,-2.7637172,0.068066776,0.17325974,2.3391485,0.0014259194
605208240,605089673,0,-2.7590132,0.06831619,0.15626049,2.3398433,0.0011594956
605308301,605191649,0,-2.754368,0.0679161,0.15538692,2.3419716,0.0011455256
605438605,605316653,0,-2.750208,0.0680176,0.13896823,2.3422234,0.0009161366
605568514,605444933,0,-2.7454617,0.068115905,0.15853167,2.3454347,0.0011906009
605688906,605563749,0,-2.7410169,0.06804898,0.14859962,2.3452008,0.0010461955
605818915,605694443,0,-2.7375102,0.06814807,0.11722779,2.3484159,0.00065019506
605939366,605820569,0,-2.7357442,0.068081886,0.059092283,2.348185,0.00016522917
606069809,605945091,0,-2.7294693,0.068179026,0.20967603,2.34843,0.0020800675
606209713,606087719,0,-2.7258546,0.068435445,0.120669365,2.3550842,0.0006869816
606309896,606192467,0,-2.7222025,0.068041496,0.122737885,2.3568711,0.0007101972
606440371,606318683,0,-2.7179186,0.06815145,0.14393473,2.3601165,0.00097533816
606570042,606444741,0,-2.7139256,0.068257734,0.13414025,2.3633566,0.0008459534
606690264,606565433,0,-2.7105017,0.06820094,0.115259886,2.3661242,0.0006238445
606810841,606691765,0,-2.704017,0.06814734,0.21845388,2.3659194,0.002241182
606940709,606815921,0,-2.6992936,0.06825373,0.15866685,2.3632023,0.0011836655
607061060,606944639,0,-2.6945248,0.06819473,0.16035557,2.3633523,0.0012089188
607211083,607086735,0,-2.6920288,0.0686175,0.08342409,2.3641798,0.00032708448
607311458,607193953,0,-2.688553,0.068218455,0.11683154,2.363349,0.0006417263
607441500,607319643,0,-2.6833138,0.06832097,0.17585492,2.3636043,0.0014537569
607561495,607441067,0,-2.6801631,0.06825534,0.10570717,2.3603964,0.00052599475
607681906,607565361,0,-2.6725545,0.06819343,0.25549054,2.360175,0.003073003
607812004,607694171,0,-2.6685684,0.06829461,0.13366318,2.3604279,0.00084098906
607942406,607816893,0,-2.6631508,0.06838997,0.18141866,2.3606682,0.0015491248
608062500,607944827,0,-2.660176,0.06832025,0.099710464,2.3604312,0.0004680019
608212757,608093183,0,-2.6616516,0.06873604,-0.049242735,2.3647795,0.00011393342
608312841,608193453,0,-2.6582768,0.06833026,0.113264084,2.3637164,0.0006030406
608433257,608316583,0,-2.6540844,0.06826714,0.14084649,2.3638487,0.0009324592
608563113,608446641,0,-2.6519592,0.06837088,0.07142711,2.3682625,0.0002393612
608683024,608566641,0,-2.6579897,0.068310484,-0.20297837,2.3696573,0.0019318415
608943591,608818397,0,-2.6599314,0.06850055,-0.06812453,2.366881,0.00021786534
609064173,608944671,0,-2.6622574,0.068423025,-0.07779765,2.3590832,0.00028506716
609213980,609097203,0,-2.6646328,0.06882155,-0.07874465,2.3525176,0.00029286448
609314735,609195957,0,-2.6612566,0.06839303,0.11223364,2.344057,0.00059708394
609444487,609322649,0,-2.6584826,0.06845825,0.09171128,2.3338604,0.00040043143
609575275,609448637,0,-2.6548884,0.06850968,0.11817169,2.323168,0.0006678882
609695064,609571277,0,-2.652167,0.06838979,0.08924222,2.3132129,0.00038254508
609815432,609695703,0,-2.6467292,0.06826543,0.1776483,2.3005893,0.001524195
609936180,609818015,0,-2.64112,0.0681397,0.1828134,2.2910345,0.0016208467
610065772,609944903,0,-2.6359975,0.06816932,0.16597939,2.2791872,0.0013430304
610225602,610101325,0,-2.6341407,0.06866642,0.059518576,2.272006,0.00017324193
610316527,610194287,0,-2.6317647,0.06801067,0.076536894,2.2608364,0.0002878923
610566393,610446143,0,-2.6330583,0.06786547,-0.025593042,2.2431061,3.2445278e-05
610696786,610573395,0,-2.634542,0.067868695,-0.04731202,2.234325,0.000111315116
610816713,610692833,0,-2.6378913,0.06770389,-0.106610775,2.2249987,0.0005675837
610937570,610819663,0,-2.6411328,0.06754026,-0.10299349,2.2157016,0.0005319438
611067611,610942649,0,-2.6451912,0.067536846,-0.12842417,2.2069619,0.00083034043
611217967,611098645,0,-2.6482959,0.06784296,-0.097439766,2.1992776,0.00047967807
611317552,611193229,0,-2.650791,0.06732952,-0.078641415,2.1917646,0.0003135207
