timestamp,process_load,system_load,ram_usage,platform[0],platform[1],platform[2],platform[3],platform[4]
646407127,0.77830696,0.77830696,0.76827115,78,85,84,84,88
646907290,0.78267,0.78267,0.76827115,78,85,84,84,88
647407515,0.77731943,0.77731943,0.76827115,78,85,84,84,88
647907075,0.7762905,0.7762905,0.76827115,78,85,84,84,88
648407431,0.7787587,0.7787587,0.76827115,78,85,84,84,88
648907103,0.7736104,0.7736104,0.76827115,78,85,84,84,88
649407836,0.7803292,0.7803292,0.76827115,78,85,84,84,88
649907055,0.7802944,0.7802944,0.76827115,78,85,84,84,88
650407906,0.7796489,0.7796489,0.76827115,78,85,84,84,88
650908088,0.78398395,0.78398395,0.76827115,78,85,84,84,88
651407054,0.77993304,0.77993304,0.76827115,78,85,84,84,88
651909196,0.7773725,0.7773725,0.76827115,78,85,84,84,88
652407055,0.78343266,0.78343266,0.76827115,78,85,84,84,88
