timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
603035430,602909131,0.023406748,0.0492375,0.002691524,1,0,0,1,0,0,0,0,0,0,1
603064709,602945249,0.023603123,0.050859652,0.0029101826,1,0,0,1,0,0,0,0,0,0,1
603214761,603094513,,,,1,0,0,1,0,0,0,0,0,0,1
603315389,603193285,,,,1,0,0,1,0,0,0,0,0,0,1
603445320,603320769,,,,1,0,0,1,0,0,0,0,0,0,1
603565397,603445395,,,,1,0,0,1,0,0,0,0,0,0,1
603695836,603570075,,,,1,0,0,1,0,0,0,0,0,0,1
603815738,603692423,,,,1,0,0,1,0,0,0,0,0,0,1
603946042,603822147,,,,1,0,0,1,0,0,0,0,0,0,1
604066210,603944663,,,,1,0,0,1,0,0,0,0,0,0,1
604216934,604092457,,,,1,0,0,1,0,0,0,0,0,0,1
604317038,604196027,,,,1,0,0,1,0,0,0,0,0,0,1
604437327,604319651,,,,1,0,0,1,0,0,0,0,0,0,1
604567347,604445645,,,,1,0,0,1,0,0,0,0,0,0,1
604697376,604571909,,,,1,0,0,1,0,0,0,0,0,0,1
604817211,604692517,,,,1,0,0,1,0,0,0,0,0,0,1
604947546,604823977,,,,1,0,0,1,0,0,0,0,0,0,1
605068373,604944717,,,,1,0,0,1,0,0,0,0,0,0,1
605208247,605089673,,,,1,0,0,1,0,0,0,0,0,0,1
605308307,605191649,,,,1,0,0,1,0,0,0,0,0,0,1
605438610,605316653,,,,1,0,0,1,0,0,0,0,0,0,1
605568519,605444933,,,,1,0,0,1,0,0,0,0,0,0,1
605688911,605563749,,,,1,0,0,1,0,0,0,0,0,0,1
605818920,605694443,,,,1,0,0,1,0,0,0,0,0,0,1
605939371,605820569,,,,1,0,0,1,0,0,0,0,0,0,1
606069822,605945091,,,,1,0,0,1,0,0,0,0,0,0,1
606209720,606087719,,,,1,0,0,1,0,0,0,0,0,0,1
606309902,606192467,,,,1,0,0,1,0,0,0,0,0,0,1
606440377,606318683,,,,1,0,0,1,0,0,0,0,0,0,1
606570047,606444741,,,,1,0,0,1,0,0,0,0,0,0,1
606690269,606565433,,,,1,0,0,1,0,0,0,0,0,0,1
606810846,606691765,,,,1,0,0,1,0,0,0,0,0,0,1
606940716,606815921,,,,1,0,0,1,0,0,0,0,0,0,1
607061065,606944639,,,,1,0,0,1,0,0,0,0,0,0,1
607211089,607086735,,,,1,0,0,1,0,0,0,0,0,0,1
607311463,607193953,,,,1,0,0,1,0,0,0,0,0,0,1
607441505,607319643,,,,1,0,0,1,0,0,0,0,0,0,1
607561727,607441067,,,,1,0,0,1,0,0,0,0,0,0,1
607681913,607565361,,,,1,0,0,1,0,0,0,0,0,0,1
607812009,607694171,,,,1,0,0,1,0,0,0,0,0,0,1
607942413,607816893,,,,1,0,0,1,0,0,0,0,0,0,1
608062505,607944827,,,,1,0,0,1,0,0,0,0,0,0,1
608212764,608093183,,,,1,0,0,1,0,0,0,0,0,0,1
608312847,608193453,,,,1,0,0,1,0,0,0,0,0,0,1
608433262,608316583,,,,1,0,0,1,0,0,0,0,0,0,1
608563118,608446641,,,,1,0,0,1,0,0,0,0,0,0,1
608683033,608566641,,,,1,0,0,1,0,0,0,0,0,0,1
608813669,608692005,,,,1,0,0,1,0,0,0,0,0,0,1
608943599,608818397,,,,1,0,0,1,0,0,0,0,0,0,1
609064178,608944671,,,,1,0,0,1,0,0,0,0,0,0,1
609213987,609097203,,,,1,0,0,1,0,0,0,0,0,0,1
609314745,609195957,,,,1,0,0,1,0,0,0,0,0,0,1
609444497,609322649,,,,1,0,0,1,0,0,0,0,0,0,1
609575282,609448637,,,,1,0,0,1,0,0,0,0,0,0,1
609695070,609571277,,,,1,0,0,1,0,0,0,0,0,0,1
609815439,609695703,,,,1,0,0,1,0,0,0,0,0,0,1
609936190,609818015,,,,1,0,0,1,0,0,0,0,0,0,1
610065780,609944903,,,,1,0,0,1,0,0,0,0,0,0,1
610225607,610101325,,,,1,0,0,1,0,0,0,0,0,0,1
610316535,610194287,,,,1,0,0,1,0,0,0,0,0,0,0
610446259,610323049,,,,1,0,0,1,0,0,0,0,0,0,0
610566398,610446143,,,,1,0,0,1,0,0,0,0,0,0,0
610696791,610573395,,,,1,0,0,1,0,0,0,0,0,0,0
610816718,610692833,,,,1,0,0,1,0,0,0,0,0,0,0
610937579,610819663,,,,1,0,0,1,0,0,0,0,0,0,0
611067616,610942649,,,,1,0,0,1,0,0,0,0,0,0,0
611217972,611098645,,,,1,0,0,1,0,0,0,0,0,0,0
611317559,611193229,,,,1,0,0,1,0,0,0,0,0,0,0
611447949,611324641,,,,1,0,0,1,0,0,0,0,0,0,0
611568007,611444659,,,,1,0,0,1,0,0,0,0,0,0,0
611688552,611571637,,,,1,0,0,1,0,0,0,0,0,0,0
611818355,611695797,,,,1,0,0,1,0,0,0,0,0,0,0
611938514,611818903,,,,1,0,0,1,0,0,0,0,0,0,0
612069174,611943423,,,,1,0,0,1,0,0,0,0,0,0,0
612209270,612091767,,,,1,0,0,1,0,0,0,0,0,0,0
612319195,612194283,,,,1,0,0,1,0,0,0,0,0,0,0
612439178,612320947,,,,1,0,0,1,0,0,0,0,0,0,0
612569799,612444323,,,,1,0,0,1,0,0,0,0,0,0,0
612689975,612570647,,,,1,0,0,1,0,0,0,0,0,0,0
612819962,612695291,,,,1,0,0,1,0,0,0,0,0,0,0
612940131,612820679,,,,1,0,0,1,0,0,0,0,0,0,0
613070912,612946237,,,,1,0,0,1,0,0,0,0,0,0,0
613220519,613099209,,,,1,0,0,1,0,0,0,0,0,0,0
613320669,613195641,,,,1,0,0,1,0,0,0,0,0,0,0
613441206,613320823,,,,1,0,0,1,0,0,0,0,0,0,0
613561074,613444473,,,,1,0,0,1,0,0,0,0,0,0,0
