timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
602960878,2490386,2490386,0,0,49,0,0,0,0,0,809.5667,809.5667,8095.667,8095.667,0.027719265,0.0016429541,2.713239e-10,0.095737904,-0.008776633,-10.127671,-0.016906358,-0.007994298,0.016169783,0.017350957,0.0080547305,0.20103386,0.00010178236,6.4380865e-06,2.1669151e-05,39.849316,39.849316
603064890,2490386,2490386,0,0,49,0,0,0,0,0,809.5668,809.5668,8095.668,8095.668,0.061960727,0.0032538457,1.2374387e-09,0.07201925,-0.007964567,-10.149154,-0.015641881,-0.007395383,0.020723049,0.17434497,0.4147676,0.3624793,0.00046361872,0.0001183609,0.00033924487,39.837883,39.837883
603168322,2490386,2490386,0,0,49,0,0,0,0,0,809.5669,809.5669,8095.669,8095.669,0.1700198,0.008310791,2.2193873e-09,0.10962994,-0.0024517986,-10.190936,-0.019641384,-0.005646997,0.012326845,0.3158936,1.0414869,0.6543729,0.00055886165,0.0005190704,0.0009856924,39.791298,39.791298
603272082,2490386,2490386,0,0,49,0,0,0,0,0,809.56696,809.56696,8095.67,8095.67,0.22464336,0.010483855,1.5503867e-09,0.11617924,-0.012973016,-10.168818,-0.016073283,-0.008522229,0.01559196,0.35167167,0.6695613,0.87086165,0.0006879599,0.00019411175,0.00034867058,39.78426,39.78426
603375854,2490386,2490386,0,0,49,0,0,0,0,0,809.567,809.567,8095.6704,8095.6704,0.2571077,0.011920977,1.4277619e-09,0.08296318,-0.021470932,-10.184515,-0.016124718,-0.00727962,0.016171994,0.21192883,0.5437336,0.27542844,0.00087925204,0.00029135615,0.00025491527,39.777725,39.777725
603479623,2490386,2490386,0,0,49,0,0,0,0,0,809.567,809.567,8095.67,8095.67,0.28430188,0.013555327,1.2058036e-09,0.09092425,-0.0009706418,-10.169459,-0.017979035,-0.006816923,0.014970114,0.23229177,0.4549152,0.6171102,0.0006184007,0.00029849343,0.00032010622,39.777145,39.777145
603583404,2490386,2490386,0,0,49,0,0,0,0,0,809.5672,809.5672,8095.6724,8095.6724,0.29085073,0.015408811,1.5268165e-09,0.10735841,-0.0010862331,-10.170408,-0.01695078,-0.0077273874,0.016897203,0.278348,0.5775176,0.98072404,0.00069247733,0.00039236218,0.00037311058,39.78052,39.78052
603687207,2490386,2490386,0,0,49,0,0,0,0,0,809.56726,809.56726,8095.6733,8095.6733,0.3157183,0.01689906,1.4254846e-09,0.10089016,0.0048521794,-10.135442,-0.015346171,-0.0084419185,0.016901465,0.26115945,0.51557726,0.92672545,0.000964654,0.00029809165,0.00024637842,39.79843,39.79843
603791065,2490386,2490386,0,0,49,0,0,0,0,0,809.5674,809.5674,8095.674,8095.674,0.35028312,0.017653562,1.6676862e-09,0.07554201,0.0062187193,-10.157275,-0.019550048,-0.007453749,0.016644191,0.20453353,0.6712839,0.5745654,0.0009213833,0.00061670906,0.00017947874,39.77694,39.77694
603894650,2490386,2490386,0,0,49,0,0,0,0,0,809.56744,809.56744,8095.675,8095.675,0.3589191,0.017748185,1.0486404e-09,0.09249345,-0.019686874,-10.159167,-0.016642503,-0.007971332,0.016757919,0.20574188,0.47774586,0.78798497,0.00088107615,0.00037796926,0.00029698008,39.75428,39.75428
