timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
603053677,603053198,3670026,3670026,0.00013294055,-3.7849517e-05,0.0002530834,-0.0013822421,-0.00010199068,-0.051399656,5008,5008,0,0,1,1
603058568,603058206,3670026,3670026,2.3920704e-05,5.2797597e-05,0.00016088011,-0.0004485809,0.002133975,-0.050552208,5008,5008,0,0,1,1
603063575,603063213,3670026,3670026,-5.36997e-05,4.687755e-05,8.4219835e-05,-0.00070524274,-0.00030172672,-0.05243957,5007,5007,0,0,1,1
603068552,603068222,3670026,3670026,-9.769553e-05,9.9722216e-05,-0.00013924099,0.0015640227,0.0010791393,-0.05095586,5009,5009,0,0,1,1
603073568,603073230,3670026,3670026,-0.00017562494,2.290846e-06,-0.00034891185,0.0027672967,0.00049171573,-0.051258463,5008,5008,0,0,1,1
603078562,603078237,3670026,3670026,-0.00017693908,-7.0048095e-06,-0.00024996846,-0.0026355723,-0.0010635087,-0.053037196,5007,5007,0,0,1,1
603083574,603083245,3670026,3670026,-0.00010004971,0.00011157484,-2.6971768e-05,0.001030218,0.0018464047,-0.050276145,5008,5008,0,0,1,1
603088577,603088253,3670026,3670026,5.043793e-06,-6.8431145e-05,0.000191498,0.0014161458,0.0011636581,-0.051615417,5008,5008,0,0,1,1
603093660,603093261,3670026,3670026,1.205495e-05,-9.8637356e-05,0.0002189758,-0.00085428334,-0.00063790625,-0.052363727,5008,5008,0,0,1,1
603098602,603098269,3670026,3670026,-0.00010025697,-3.3548346e-05,9.099355e-05,0.0013545598,-0.00045952958,-0.05142035,5008,5008,0,0,1,1
603103678,603103278,3670026,3670026,-3.2853295e-05,-0.00010371951,-0.00010004274,0.00087829866,-0.0013230373,-0.05107632,5009,5009,0,0,1,1
603108666,603108285,3670026,3670026,-6.82505e-05,-0.00012283552,-0.00021316756,-9.9093595e-05,0.0023548864,-0.053314283,5007,5007,0,0,1,1
603113984,603113293,3670026,3670026,-8.181809e-05,-8.6942004e-05,-0.000111832145,0.00023651606,-0.00092071627,-0.050577164,5008,5008,0,0,1,1
603118974,603118301,3670026,3670026,-1.3464215e-06,-4.1945106e-05,8.406529e-06,-0.0014781402,0.0006202053,-0.049810138,5008,5008,0,0,1,1
603123912,603123308,3670026,3670026,8.71816e-05,1.0563192e-05,0.0001480003,3.084525e-05,0.00024700357,-0.053354796,5007,5007,0,0,1,1
603128875,603128317,3670026,3670026,-1.8534965e-05,-3.116806e-06,0.00012013625,0.0011233637,0.0014253922,-0.05100945,5009,5009,0,0,1,1
603133776,603133324,3670026,3670026,-5.9148402e-05,-8.090899e-06,2.7647664e-05,-0.0007713439,0.00012729288,-0.050285477,5007,5007,0,0,1,1
603138921,603138332,3670026,3670026,-0.000104673316,0.00010155794,-9.607223e-05,-0.00072250725,-0.0007919782,-0.052741766,5008,5008,0,0,1,1
603143828,603143343,3670026,3670026,-7.245001e-05,0.00010581452,-0.00010382292,0.00054128584,0.00023250713,-0.05050943,5011,5011,0,0,1,1
603148727,603148348,3670026,3670026,-2.3187997e-05,6.910671e-05,-2.5272597e-05,-0.0006253165,0.0013404612,-0.05110818,5005,5005,0,0,1,1
603153771,603153356,3670026,3670026,-6.3662665e-05,6.3347e-05,4.7012414e-05,0.0017937743,0.001361269,-0.053120654,5008,5008,0,0,1,1
603158745,603158364,3670026,3670026,-6.6449706e-05,-6.452699e-05,0.00012573946,0.0014761703,0.0010413085,-0.051494375,5008,5008,0,0,1,1
603163804,603163372,3670026,3670026,-5.7292335e-05,-6.362808e-05,3.714347e-05,-0.0009306517,-0.0009793811,-0.050698526,5008,5008,0,0,1,1
603168725,603168380,3670026,3670026,-8.194029e-05,7.198547e-06,-3.3282646e-05,6.44065e-08,-0.00022064499,-0.05178102,5008,5008,0,0,1,1
603173726,603173388,3670026,3670026,-2.841986e-05,-3.8058854e-05,-7.8655925e-05,0.0021911478,-0.0005196681,-0.051706232,5008,5008,0,0,1,1
603178726,603178396,3670026,3670026,3.8944854e-05,-0.00012918262,-7.7544704e-05,0.00027639847,0.0004484018,-0.050915867,5008,5008,0,0,1,1
603183757,603183404,3670026,3670026,3.8788075e-05,-5.554937e-05,2.9748766e-05,-0.0012769507,0.0008060278,-0.05139994,5008,5008,0,0,1,1
603188779,603188412,3670026,3670026,2.5335794e-07,3.3840948e-05,7.4994074e-05,-0.0009384513,0.0012611646,-0.05024404,5008,5008,0,0,1,1
603193840,603193420,3670026,3670026,-8.2911945e-05,1.679465e-05,3.4250766e-05,0.0007275764,0.0008916551,-0.051474262,5008,5008,0,0,1,1
603198822,603198427,3670026,3670026,-0.000114573384,-0.0001165066,2.6735147e-06,0.0020714458,0.0013604863,-0.052799582,5007,5007,0,0,1,1
603204074,603203435,3670026,3670026,-0.0001356508,-9.759533e-05,-0.000102593855,-0.0007380987,-0.0010950525,-0.05120746,5008,5008,0,0,1,1
603209070,603208443,3670026,3670026,-0.000118823395,3.3069475e-05,-9.236559e-05,-0.0014291693,0.00068597397,-0.051698357,5008,5008,0,0,1,1
603214004,603213451,3670026,3670026,-1.4254269e-05,3.259509e-05,3.1152136e-05,0.0018601596,6.9968795e-05,-0.052138284,5008,5008,0,0,1,1
603219082,603218462,3670026,3670026,4.308221e-05,1.0660146e-06,7.659536e-05,-0.00024824054,-0.0007652949,-0.050472617,5011,5011,0,0,1,1
603223916,603223467,3670026,3670026,7.917329e-06,7.397276e-05,0.00011071731,-0.0014790811,0.001158748,-0.05098381,5005,5005,0,0,1,1
603228864,603228475,3670026,3670026,-3.8658847e-05,0.0001018517,7.240878e-05,0.0009061217,0.0012670478,-0.051678084,5008,5008,0,0,1,1
603234098,603233492,3670026,3670026,-3.976068e-05,3.9745402e-05,-6.4441076e-05,0.0005490802,-0.0003145905,-0.05123769,5017,5017,0,0,1,1
603238936,603238491,3670026,3670026,-2.4444733e-05,-3.7126218e-05,-9.3651244e-05,0.0011021298,7.9692945e-05,-0.05248317,4999,4999,0,0,1,1
603243934,603243504,3670026,3670026,-8.9102985e-05,-1.4048746e-05,-9.6140815e-05,0.00041049437,0.00036123113,-0.05116922,5013,5013,0,0,1,1
603248953,603248506,3670026,3670026,-6.0346305e-05,-8.298189e-05,-1.3263624e-05,0.0008417243,0.0006449241,-0.052243236,5002,5002,0,0,1,1
603253906,603253514,3670026,3670026,-2.3252553e-05,-5.5250344e-05,9.214181e-05,0.00016090194,-0.00014543756,-0.051252626,5008,5008,0,0,1,1
603258898,603258523,3670026,3670026,-6.244065e-05,-3.2352033e-05,0.00011010928,-0.0005018662,0.00050564104,-0.05122931,5009,5009,0,0,1,1
603263871,603263530,3670026,3670026,-5.807529e-05,2.644231e-05,3.8124337e-05,-0.00092441845,0.00068477844,-0.050468124,5007,5007,0,0,1,1
603268925,603268538,3670026,3670026,-3.8173413e-05,-3.0366178e-05,-7.561159e-05,0.0021317077,0.00025546656,-0.051717237,5008,5008,0,0,1,1
603273940,603273547,3670026,3670026,-5.3528325e-05,-0.00011757971,-0.00011022795,0.00024689376,0.0014328373,-0.051283676,5009,5009,0,0,1,1
603278888,603278554,3670026,3670026,-9.809727e-05,-2.3334522e-05,-7.9134574e-05,-0.001208525,0.00019828032,-0.05088384,5007,5007,0,0,1,1
603283906,603283563,3670026,3670026,-0.00012399092,-4.5985682e-05,-1.0213322e-05,0.0011408369,0.0009169047,-0.0524626,5009,5009,0,0,1,1
603288962,603288584,3670026,3670026,4.4425746e-05,-1.4269305e-05,9.60006e-05,-0.00037471502,-0.0013894116,-0.050971065,5021,5021,0,0,1,1
603293946,603293578,3670026,3670026,6.255374e-05,-1.6860955e-05,0.00012055725,-3.6572488e-05,-0.00010154189,-0.05252308,4994,4994,0,0,1,1
603299291,603298586,3670026,3670026,6.5267326e-05,2.317436e-05,6.046842e-05,-0.0011729558,-0.00037199107,-0.05096674,5008,5008,0,0,1,1
603304146,603303593,3670026,3670026,4.438903e-06,0.00010554294,-5.9123326e-05,0.0009070273,0.0006132399,-0.04997728,5007,5007,0,0,1,1
603309167,603308601,3670026,3670026,-4.4583107e-05,1.0818121e-05,-0.00010881743,0.0014654552,0.0024955322,-0.051146112,5008,5008,0,0,1,1
603314211,603313609,3670026,3670026,-0.000104079234,-3.5206733e-05,-6.491753e-05,5.0946277e-05,0.00164942,-0.05066559,5008,5008,0,0,1,1
603319018,603318617,3670026,3670026,-0.00017652902,-2.0911088e-05,2.3402159e-05,-0.00023557297,0.0014889259,-0.051419664,5008,5008,0,0,1,1
603324003,603323625,3670026,3670026,-0.00015091617,-5.0921983e-05,6.851174e-05,0.0006087838,-0.0011497973,-0.0525837,5008,5008,0,0,1,1
603329048,603328633,3670026,3670026,-1.459179e-05,-1.1324454e-05,6.25954e-05,-0.00042133746,-0.0020608248,-0.051352415,5008,5008,0,0,1,1
603334129,603333641,3670026,3670026,1.5205761e-05,2.880385e-05,1.8173956e-05,-0.00035724603,-0.0005507812,-0.051859714,5008,5008,0,0,1,1
603339059,603338649,3670026,3670026,7.94212e-06,-1.0152993e-05,-3.8369948e-05,0.00115742,-0.00050015136,-0.051809546,5008,5008,0,0,1,1
603343996,603343657,3670026,3670026,2.2348539e-05,-2.3357812e-05,-0.00010165217,0.0012798014,0.0021096678,-0.05000654,5008,5008,0,0,1,1
603348995,603348664,3670026,3670026,-2.3672219e-05,-5.9819486e-05,-5.711366e-05,-0.0004495784,0.0024231737,-0.04969446,5007,5007,0,0,1,1
603354001,603353672,3670026,3670026,-9.5129806e-05,-4.9229016e-05,2.4805518e-05,0.0008669587,0.0012697459,-0.05222268,5008,5008,0,0,1,1
603359020,603358687,3670026,3670026,-0.00010649649,-8.921161e-05,6.768784e-05,-0.0002106553,0.00057444006,-0.05213632,5015,5015,0,0,1,1
603364023,603363694,3670026,3670026,-2.7444448e-05,-2.646433e-05,6.883794e-05,-0.00069678994,-0.0013266827,-0.052133065,5007,5007,0,0,1,1
603369063,603368696,3670026,3670026,3.2091808e-05,5.7318157e-05,-1.1980964e-05,-4.4648023e-05,-0.0028043862,-0.0519731,5002,5002,0,0,1,1
603374093,603373705,3670026,3670026,2.03323e-05,9.646799e-06,-6.1969986e-05,0.00044986216,0.0009501896,-0.051242866,5009,5009,0,0,1,1
603379093,603378712,3670026,3670026,-1.7314269e-05,1.0292918e-05,-7.165327e-05,0.0007419151,0.0015172324,-0.050535187,5007,5007,0,0,1,1
603384098,603383720,3670026,3670026,-0.00012465836,-3.797916e-05,5.0135736e-06,0.0006019164,0.0030581565,-0.05070872,5008,5008,0,0,1,1
603389107,603388728,3670026,3670026,-0.00013375314,-4.1642037e-05,6.712152e-05,0.00023037657,0.0018537431,-0.04988223,5008,5008,0,0,1,1
603394390,603393736,3670026,3670026,-0.00015263206,-1.143786e-05,9.4007904e-05,-0.00017710036,-0.00073734997,-0.051775366,5008,5008,68,0,1,1
603399280,603398744,3670026,3670026,-0.00011282242,4.9600556e-05,1.3532858e-05,-0.0010541526,-0.0010930463,-0.0515065,5008,5008,0,0,1,1
603404402,603403756,3670026,3670026,4.581355e-06,4.906632e-05,-6.9210066e-05,0.0014208647,-0.0024839886,-0.052316666,5012,5012,0,0,1,1
603409206,603408762,3670026,3670026,6.8618734e-05,-1.025807e-05,-9.234392e-05,0.00082733325,-7.135333e-05,-0.0513828,5006,5006,0,0,1,1
603414245,603413767,3670026,3670026,7.022445e-05,-1.913633e-05,-3.8799168e-05,-0.00052108645,0.0016473967,-0.049644552,5005,5005,0,0,1,1
603419218,603418775,3670026,3670026,1.5385163e-05,-1.6278891e-05,5.1375795e-05,0.0010651696,0.0023142353,-0.05021778,5008,5008,0,0,1,1
603424171,603423783,3670026,3670026,-5.394261e-05,-0.00010785895,8.5275606e-05,0.00034153255,0.0018565523,-0.051341042,5008,5008,0,0,1,1
603429134,603428797,3670026,3670026,-0.00012130502,-5.5933706e-05,6.273877e-05,-6.372212e-05,0.00028642354,-0.050852712,5014,5014,0,0,1,1
603434159,603433799,3670026,3670026,-0.00011929861,1.9754782e-05,-2.257905e-05,-0.00032307082,-0.00077058695,-0.05034783,5002,5002,0,0,1,1
603439193,603438808,3670026,3670026,-7.2043134e-05,-1.8357907e-05,-9.034989e-05,0.00036481436,-0.0011591954,-0.05197872,5009,5009,0,0,1,1
603444168,603443815,3670026,3670026,-9.101415e-06,-1.1190533e-05,-9.353087e-05,0.00021319391,-0.0005484535,-0.050203927,5007,5007,0,0,1,1
603449156,603448823,3670026,3670026,9.682485e-06,-1.4607383e-05,-7.52949e-06,0.0004806413,0.0019232557,-0.04997372,5008,5008,0,0,1,1
603454166,603453831,3670026,3670026,-2.280167e-05,-4.6989404e-05,7.3608404e-05,0.00017522913,0.001822597,-0.05129479,5008,5008,0,0,1,1
603459170,603458839,3670026,3670026,-7.9388505e-05,-6.910017e-05,0.00010749543,-0.00012943191,0.0017762621,-0.050744634,5008,5008,0,0,1,1
603464193,603463847,3670026,3670026,-0.00012904694,2.9069082e-05,6.916619e-05,-0.0014540586,-0.0008615387,-0.05067873,5008,5008,0,0,1,1
603469255,603468854,3670026,3670026,-0.00011303506,9.6987154e-05,-5.3715892e-05,0.0015013596,-0.00157622,-0.05101844,5007,5007,0,0,1,1
603474230,603473862,3670026,3670026,-8.931763e-06,-4.1631374e-05,-0.0001190941,0.0016762161,-0.0021215752,-0.05247245,5008,5008,0,0,1,1
603479226,603478870,3670026,3670026,8.134069e-05,4.859778e-06,-8.871445e-05,-0.000366849,0.0012921849,-0.049497124,5008,5008,0,0,1,1
603484452,603483878,3670026,3670026,7.415997e-05,2.6267433e-05,1.0342248e-05,0.00018741011,0.0019606918,-0.05077526,5008,5008,0,0,1,1
603489484,603488886,3670026,3670026,5.6326484e-05,-9.762327e-05,0.0001111003,0.0014169309,0.0015392597,-0.052107725,5008,5008,0,0,1,1
603494505,603493894,3670026,3670026,-8.537253e-05,-8.451038e-05,0.00012290817,-0.000944928,0.0014186372,-0.05074881,5008,5008,0,0,1,1
603499500,603498902,3670026,3670026,-0.00018442869,2.688547e-05,2.4992905e-05,-0.0003462722,-0.00048892637,-0.05031072,5008,5008,0,0,1,1
603504463,603503910,3670026,3670026,-0.00012881422,2.5519588e-05,-0.000101376456,0.001688878,-0.001078274,-0.05184294,5008,5008,0,0,1,1
603509366,603508918,3670026,3670026,-6.369404e-05,-6.771469e-05,-0.0001310788,-7.1064314e-05,-0.00058749877,-0.05215276,5008,5008,0,0,1,1
603514392,603513927,3670026,3670026,-4.1469677e-05,-3.19809e-06,-5.4819542e-05,-0.00013048043,0.0015554472,-0.049973104,5009,5009,0,0,1,1
603519284,603518934,3670026,3670026,-3.0726644e-06,-3.2298198e-05,4.4739554e-05,0.00026889087,0.0013080956,-0.050510433,5007,5007,0,0,1,1
603524280,603523941,3670026,3670026,-1.8194774e-05,-6.268372e-05,0.0001253505,0.0011971835,0.001290661,-0.05146088,5007,5007,0,0,1,1
603529328,603528949,3670026,3670026,-0.00013609286,4.872585e-06,8.372217e-05,-0.0016297792,0.00043525416,-0.05090715,5008,5008,0,0,1,1
603534380,603533957,3670026,3670026,-8.54865e-05,6.8869704e-05,-2.2301188e-05,0.0010348518,-0.0010866071,-0.051100183,5008,5008,0,0,1,1
603539307,603538971,3670026,3670026,1.882637e-05,-8.171895e-06,-0.000100344376,0.00027823594,-0.002314444,-0.051681425,5014,5014,0,0,1,1
603544314,603543973,3670026,3670026,6.775101e-05,1.8418143e-05,-0.00010549429,0.00045003716,0.00057006907,-0.05076691,5002,5002,0,0,1,1
603549361,603548984,3670026,3670026,6.799323e-05,-4.754486e-05,-2.235987e-05,-0.00037998115,0.0010726388,-0.050836165,5011,5011,0,0,1,1
