timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
603054051,603053198,59.394819487891205,24.66013313319125,29.404385,45.183014,-0.006032414,0.9858611,1.2532073,,2,2,0,0
603064656,603063213,59.39481949122254,24.66013312609542,29.404247,45.18306,-0.006032414,0.9839085,1.2521182,,2,2,0,0
603073861,603073230,59.3948194943272,24.66013311884192,29.404207,45.18302,-0.006032414,0.98407125,1.2522345,,2,2,0,0
603083891,603083245,59.39481949734,24.66013311169976,29.404264,45.183075,-0.006032414,0.9842355,1.2523514,,2,2,0,0
603094391,603093261,59.39481950047996,24.66013310464473,29.404398,45.183212,-0.006032414,0.98440135,1.2524691,,2,2,0,0
603104358,603103278,59.39481950329564,24.660133097635235,29.404627,45.18344,-0.006032414,0.98456883,1.2525876,,2,2,0,0
603114334,603113293,59.39481950591493,24.660133090613627,29.404766,45.18358,-0.006032414,0.98473793,1.2525647,,2,2,0,0
603124206,603123308,59.39481950855544,24.66013308397264,29.404984,45.183796,-0.006032414,0.98490864,1.252684,,2,2,0,0
603134078,603133324,59.39481951118846,24.66013307737139,29.405289,45.1841,-0.006032414,0.985081,1.252804,,2,2,0,0
603144165,603143343,59.394819513634,24.66013307100757,29.405684,45.184494,-0.006032414,0.985255,1.2529248,,2,2,0,0
603154137,603153356,59.39481951610908,24.660133064772463,29.406149,45.18496,-0.006032414,0.98543066,1.2530464,,2,2,0,0
603164105,603163372,59.39481951859891,24.660133058322305,29.406698,45.18551,-0.006032414,0.98560804,1.2531687,,2,2,0,0
603174435,603173388,59.39481952083264,24.66013305202139,29.407108,45.18592,-0.006032414,0.9857871,1.2531434,,2,2,0,0
603184331,603183404,59.39481952291796,24.660133045672573,29.407593,45.186405,-0.006032414,0.9859679,1.2532667,,2,2,0,0
603194338,603193420,59.39481952513233,24.660133039604347,29.40815,45.186962,-0.006032414,0.9861503,1.2533907,,2,2,0,0
603204361,603203435,59.394819527298125,24.660133033325543,29.408789,45.1876,-0.006032414,0.98633456,1.2535154,,2,2,0,0
603214747,603213451,59.39481952678206,24.660133021220936,29.408909,45.18862,-0.006032414,0.98430455,1.2523975,,2,2,0,0
603224196,603223467,59.39481952623,24.660133009404024,29.409113,45.188824,-0.006032414,0.984471,1.2525156,,2,2,0,0
603234452,603233492,59.39481952572814,24.66013299783191,29.409403,45.189114,-0.006032414,0.98463905,1.2526342,,2,2,0,0
603244455,603243504,59.39481952510158,24.660132986299534,29.409567,45.189278,-0.006032414,0.98480874,1.2526112,,2,2,0,0
603254260,603253514,59.39481952450002,24.660132974862183,29.40982,45.189533,-0.006032414,0.98498005,1.2527307,,2,2,0,0
603264162,603263530,59.39481952391218,24.660132963719377,29.410162,45.189873,-0.006032414,0.985153,1.252851,,2,2,0,0
603274629,603273547,59.39481952326371,24.66013295262184,29.410576,45.19029,-0.006032414,0.9853276,1.2529721,,2,2,0,0
603284424,603283563,59.39481952270858,24.660132941691188,29.411072,45.190784,-0.006032414,0.9855039,1.2530938,,2,2,0,0
603294445,603293578,59.394819522100384,24.660132931053493,29.411644,45.191357,-0.006032414,0.9856819,1.2532165,,2,2,0,0
