timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
564911372,564787270,0,-6.9316487,0.03527025,-0.06679106,0.635598,0.00077985093
564980299,564857788,0,-6.93498,0.034343157,-0.05790186,0.6333733,0.0005881427
565098849,564977900,0,-6.937446,0.03426113,-0.04295969,0.63314515,0.0003238743
565266515,565145754,0,-6.940181,0.034932405,-0.046782017,0.63472664,0.00038311456
565356512,565230878,0,-6.9424996,0.034339737,-0.04030943,0.63333946,0.00028505866
565483841,565360844,0,-6.944801,0.03440707,-0.03992319,0.63348794,0.00027955652
565602506,565482756,0,-6.946405,0.034318037,-0.027899742,0.63324755,0.00013657914
565731346,565606758,0,-6.948445,0.03438759,-0.035411358,0.6334023,0.00021996978
565850725,565729120,0,-6.9507303,0.034300532,-0.039764404,0.6331675,0.00027747755
565978242,565854796,0,-6.9540997,0.034371853,-0.058511257,0.633327,0.0006006318
566118737,565993018,0,-6.9572954,0.034584437,-0.05517769,0.6338509,0.0005337002
566274816,566157034,0,-6.961083,0.03507163,-0.064561844,0.6350977,0.0007292372
566354197,566236732,0,-6.964348,0.034314983,-0.056792736,0.6333005,0.0005658916
566482672,566365002,0,-6.9681764,0.034385063,-0.0664711,0.6334555,0.0007750097
566611992,566490718,0,-6.9716783,0.034447536,-0.060696125,0.6335978,0.00064604945
566739368,566616898,0,-6.9750996,0.034503233,-0.059206486,0.6337277,0.0006146012
566859623,566737738,0,-6.9795675,0.034403864,-0.07752991,0.63346934,0.001054315
566978727,566857728,0,-6.9839287,0.034315147,-0.07585001,0.63323206,0.001009499
567114899,566989946,0,-6.98832,0.034534015,-0.07592678,0.6337667,0.0010106901
567264566,567144126,0,-6.9931617,0.03487804,-0.082960606,0.6346411,0.0012049613
567362358,567238704,0,-6.9981565,0.03444013,-0.08658314,0.63354665,0.001314757
567481366,567358718,0,-7.0017266,0.03434747,-0.062039375,0.6333007,0.00067527755
567611012,567488848,0,-7.0046067,0.034413792,-0.04995489,0.6334506,0.0004377244
567866235,567741400,0,-7.00776,0.034525625,-0.04096985,0.6337135,0.000294302
567975399,567855458,0,-7.005782,0.034274865,0.03444004,0.6331721,0.00020814358
568282028,568157648,0,-7.0078015,0.03514322,-0.024807453,0.63526297,0.00010763867
568481500,568356246,0,-7.0048366,0.034292873,0.0661993,0.63321495,0.0007689767
568607581,568490774,0,-7.003044,0.034365196,0.031129837,0.6333759,0.00017000028
568737268,568617386,0,-7.001469,0.03442967,0.027309418,0.6335231,0.00013080366
568864598,568740094,0,-7.0031075,0.03448715,-0.028360844,0.63365847,0.00014103943
569114078,568991720,0,-7.0051174,0.03446715,-0.0318985,0.63357925,0.00017844197
569270154,569148894,0,-7.0098405,0.034967184,-0.08072996,0.63484925,0.0011406604
569478686,569358622,0,-7.0142303,0.034285277,-0.060050488,0.6331285,0.0006328469
569606098,569486328,0,-7.01768,0.034358196,-0.059927464,0.6332923,0.0006300936
569735350,569616724,0,-7.0216103,0.03442321,-0.06815195,0.6334429,0.0008147167
569864606,569739600,0,-7.0261416,0.03448118,-0.07845259,0.6335813,0.0010793684
569981577,569856942,0,-7.029061,0.034384176,-0.050679684,0.63342845,0.00045053413
570110061,569993720,0,-7.034155,0.034446634,-0.0882864,0.6335753,0.0013669317
570279573,570160808,0,-7.0432034,0.03509752,-0.15413141,0.6351342,0.0041559883
570357229,570237728,0,-7.048283,0.034337975,-0.088305,0.6333333,0.0013680303
570486380,570360652,0,-7.054588,0.03440547,-0.109392166,0.6334863,0.0020989047
570616965,570490396,0,-7.0604067,0.03446564,-0.10080099,0.6336267,0.0017817781
570732899,570608760,0,-7.064875,0.03437026,-0.07760477,0.63337815,0.0010565043
570861502,570740812,0,-7.0712633,0.03443416,-0.110753536,0.63352644,0.0021513344
570981271,570861492,0,-7.076709,0.03434209,-0.09463692,0.6332849,0.0015713738
571109008,570985212,0,-7.0826826,0.03440895,-0.10363579,0.63343936,0.0018839613
571268211,571142128,0,-7.092481,0.03491535,-0.16771889,0.6347211,0.004924232
571357768,571232226,0,-7.0983815,0.034324612,-0.10261202,0.6333387,0.0018472171
571483852,571359792,0,-7.1065197,0.034393676,-0.14126015,0.63349557,0.003499881
571602744,571482276,0,-7.117401,0.03430619,-0.18931818,0.63326216,0.0062886667
571731492,571612300,0,-7.1271257,0.034377135,-0.16886806,0.63342404,0.005002165
571859583,571736770,0,-7.1379113,0.034440394,-0.1869688,0.63357216,0.006130554
571989198,571863440,0,-7.147276,0.034496803,-0.16208887,0.63370806,0.004606538
572108280,571983710,0,-7.1569567,0.034398086,-0.16800117,0.6334547,0.0049507
572264922,572144172,0,-7.1661296,0.034905817,-0.15705967,0.63473964,0.004318085
572354373,572234416,0,-7.1719055,0.034315918,-0.10045767,0.6332616,0.0017706818
572482899,572360288,0,-7.178472,0.034385733,-0.11399555,0.6334199,0.0022795105
572610752,572488160,0,-7.184137,0.034447975,-0.09817648,0.63356507,0.0016903677
572740859,572615430,0,-7.1937795,0.034503475,-0.16686201,0.63369775,0.004881916
572859847,572735046,0,-7.202951,0.034403946,-0.15913057,0.6334414,0.004441793
572996358,572871292,0,-7.2135425,0.034613136,-0.18274832,0.63396126,0.00585331
573115790,572995402,0,-7.2237544,0.03450175,-0.17671919,0.63368183,0.0054758764
573283005,573159598,0,-7.235146,0.035146832,-0.19381475,0.63532895,0.0065695033
573352794,573233402,0,-7.2451363,0.0342331,-0.17416716,0.63313264,0.0053234766
573492057,573372272,0,-7.254966,0.034461122,-0.17031574,0.6336816,0.0050862296
573621150,573497256,0,-7.2632966,0.034515474,-0.14413548,0.6338091,0.0036420072
573737681,573620192,0,-7.2724276,0.03441491,-0.15840292,0.6335469,0.004400531
573856619,573736632,0,-7.281243,0.03432513,-0.15329361,0.6333061,0.004122797
573995509,573870806,0,-7.2902527,0.034543037,-0.15576029,0.6338392,0.004252966
574114535,573992210,0,-7.298722,0.034439385,-0.1468172,0.6335725,0.0037802025
574273342,574152454,0,-7.3082976,0.034942653,-0.16380739,0.6348458,0.0046963044
574352589,574231734,0,-7.315877,0.034199733,-0.13224363,0.6329797,0.0030698506
574489159,574370714,0,-7.326942,0.034433033,-0.192029,0.6341125,0.0064613735
574607953,574489028,0,-7.3373566,0.034344967,-0.18133688,0.6344559,0.005758751
574735918,574615780,0,-7.349098,0.03441741,-0.20425129,0.635224,0.007297267
574854534,574729468,0,-7.360453,0.03433523,-0.19818306,0.6356996,0.006864969
575023903,574900100,0,-7.3733344,0.035008892,-0.22106695,0.6379835,0.0085112965
575140838,575016856,0,-7.3898134,0.034866657,-0.2841153,0.6381501,0.014054776
575259773,575143050,0,-7.4072285,0.03474137,-0.30147743,0.6382932,0.015821472
575361617,575233754,0,-7.424181,0.034330476,-0.29657078,0.63699067,0.01534197
575487544,575366942,0,-7.440747,0.034410004,-0.28903103,0.6368693,0.014574582
575617087,575490908,0,-7.4571824,0.034479916,-0.28607035,0.6367209,0.014280852
575746747,575620508,0,-7.4737964,0.034541223,-0.288548,0.63655084,0.014533175
575852953,575730606,0,-7.4909973,0.034298528,-0.30080462,0.63618344,0.015803168
575991127,575870378,0,-7.5098224,0.034530032,-0.32730484,0.6370037,0.018686173
576111394,575991484,0,-7.528619,0.0344392,-0.32772207,0.6369959,0.018734075
576277751,576161316,0,-7.5488744,0.035104074,-0.3471794,0.63896453,0.020959875
576356901,576236958,0,-7.5693965,0.034357045,-0.35894346,0.6373678,0.022460502
576498252,576371660,0,-7.5900435,0.0345852,-0.35899115,0.6380258,0.0224433
576614291,576492092,0,-7.612687,0.03449159,-0.39487314,0.63807607,0.027151901
576742275,576619772,0,-7.6349626,0.034557644,-0.38786507,0.6383929,0.026183683
576861551,576737210,0,-7.658621,0.03446783,-0.41301107,0.6382783,0.029694144
576990018,576871778,0,-7.6795626,0.03453327,-0.3643093,0.63738966,0.023136253
577119161,576998762,0,-7.697324,0.034592025,-0.30855465,0.6376467,0.016589817
577278334,577158186,0,-7.713999,0.03509362,-0.28620148,0.63960147,0.01422957
577365048,577241110,0,-7.7279987,0.034497537,-0.24404049,0.63793457,0.010373018
577484435,577367764,0,-7.7404404,0.03441333,-0.21742725,0.6378924,0.008234515
577613598,577493498,0,-7.7500243,0.03448823,-0.16722488,0.63836455,0.004867327
577741044,577617862,0,-7.760352,0.03455588,-0.1799531,0.6387712,0.0056328843
577870421,577744624,0,-7.7693915,0.03461687,-0.15729904,0.63910973,0.0043016416
577999560,577873754,0,-7.778995,0.034671742,-0.16690683,0.63938046,0.0048411256
578116837,577991850,0,-7.7868423,0.03457148,-0.13673735,0.6390834,0.0032506802
578274670,578150108,0,-7.797486,0.035079412,-0.18311691,0.6407671,0.0058145244
578364156,578246716,0,-7.807728,0.034488242,-0.17887926,0.6389362,0.005564421
578492757,578369118,0,-7.817241,0.034556855,-0.16583729,0.6390652,0.004781638
578631949,578505932,0,-7.8286633,0.0347672,-0.19800997,0.63960975,0.0068110884
578740914,578615564,0,-7.839424,0.034506742,-0.18775415,0.6386698,0.0061328197
578867774,578749770,0,-7.850422,0.034572016,-0.19150734,0.63869685,0.0063801897
578986443,578869988,0,-7.8607016,0.0344804,-0.17937183,0.63823813,0.005601228
579135363,579010700,0,-7.871343,0.034845587,-0.18388367,0.63910246,0.0058785924
579273237,579156560,0,-7.882062,0.03502177,-0.18431902,0.63940835,0.005903635
579373020,579247754,0,-7.892108,0.03458177,-0.17465973,0.6379377,0.005313305
579500156,579375208,0,-7.902334,0.03463556,-0.17747116,0.6378472,0.0054865135
579619649,579495210,0,-7.912435,0.034533598,-0.17569828,0.63732123,0.0053818813
579737719,579618178,0,-7.923739,0.034441695,-0.19701815,0.63681996,0.0067725666
579866667,579748020,0,-7.9359293,0.03450795,-0.21200514,0.63674223,0.007843079
579994510,579875718,0,-7.9489603,0.03456664,-0.22621822,0.6367618,0.008929675
580124429,580000600,0,-7.962815,0.034618195,-0.24009228,0.63665116,0.010060333
580271228,580148752,0,-7.977863,0.034960955,-0.25828314,0.6371986,0.011632547
580370359,580246720,0,-7.9929223,0.034521375,-0.26144457,0.63595176,0.011942427
580488811,580368966,0,-8.008182,0.03442644,-0.2654748,0.6354734,0.012322725
580617883,580494722,0,-8.02458,0.034490015,-0.28470707,0.635404,0.014174379
580735734,580610808,0,-8.041621,0.034396954,-0.2964983,0.6349516,0.015383717
580865848,580744716,0,-8.059997,0.03446226,-0.3190298,0.63490385,0.017811975
580992745,580869812,0,-8.079508,0.034519825,-0.33813,0.6348511,0.020010274
581111865,580989989,0,-8.099743,0.03442156,-0.35148048,0.63442445,0.021636153
581270026,581145603,0,-8.121246,0.034929037,-0.36839962,0.6355158,0.023728458
581368375,581244669,0,-8.142584,0.034487557,-0.3697796,0.6342824,0.023953043
581497192,581371701,0,-8.163969,0.03454024,-0.36999798,0.6342618,0.023982124
581617569,581491403,0,-8.187713,0.034438122,-0.41190052,0.63397366,0.029735208
581734055,581611205,0,-8.210518,0.034346584,-0.3965044,0.6336175,0.027569339
581862701,581741135,0,-8.233899,0.03441352,-0.40570736,0.63365686,0.02886218
581991419,581867239,0,-8.257072,0.034472864,-0.4013872,0.63369447,0.028249102
582119681,581999905,0,-8.281407,0.034525473,-0.42084694,0.6337313,0.031052792
582268259,582146861,0,-8.306769,0.034869842,-0.4345665,0.6345066,0.033069972
582368408,582247395,0,-8.332561,0.034432184,-0.447052,0.63337785,0.035059903
582495137,582372317,0,-8.3570175,0.034488548,-0.42323685,0.63344896,0.031420477
582614145,582496741,0,-8.382376,0.034389656,-0.43996906,0.633151,0.033969916
582733188,582614729,0,-8.407517,0.034301255,-0.43720436,0.63288057,0.033558667
582871074,582747881,0,-8.433139,0.03452022,-0.44290543,0.6333705,0.03441293
582999819,582873923,0,-8.45826,0.03456643,-0.4336977,0.6334588,0.03299236
583120271,582997741,0,-8.483047,0.034458626,-0.42914867,0.6331747,0.03231837
583285679,583165767,0,-8.5084505,0.03510671,-0.43234444,0.6347799,0.032718554
583365125,583248785,0,-8.533178,0.03434492,-0.4295168,0.6329992,0.032382816
583494036,583369809,0,-8.558526,0.034410335,-0.43949604,0.6331416,0.033897415
583612536,583493897,0,-8.582639,0.034319635,-0.419096,0.63290566,0.030835113
583741065,583619857,0,-8.6060295,0.034387704,-0.40579128,0.6330628,0.028901218
583870563,583745231,0,-8.628777,0.034448415,-0.3939886,0.6332114,0.027238056
583987555,583868925,0,-8.650936,0.034353577,-0.38478088,0.63297874,0.025989344
584116689,583993071,0,-8.672758,0.034417987,-0.37826824,0.6331401,0.025110621
584274851,584153669,0,-8.695396,0.03492213,-0.3872242,0.6344227,0.026260545
584363320,584246095,0,-8.718344,0.03432928,-0.39875412,0.63296926,0.027911633
584492258,584373801,0,-8.739616,0.034396462,-0.36899185,0.6331397,0.023894142
584612913,584491743,0,-8.759463,0.034307383,-0.34508324,0.63292366,0.02090518
584738927,584620733,0,-8.777708,0.034376953,-0.3166399,0.63310146,0.01759606
584867238,584744725,0,-8.795281,0.034439057,-0.30449295,0.633267,0.016267661
584996002,584871155,0,-8.812169,0.034494817,-0.29223537,0.6335163,0.014978394
585114771,584991073,0,-8.829279,0.03439559,-0.29686928,0.63327926,0.015462964
585273713,585148623,0,-8.846322,0.034902506,-0.29171658,0.63447493,0.014902709
585363040,585237667,0,-8.862058,0.03431238,-0.27365685,0.63311327,0.013142823
585490218,585368801,0,-8.877394,0.034381974,-0.26619434,0.63328373,0.012432453
585608539,585489847,0,-8.891989,0.03429503,-0.25392628,0.6330661,0.011316801
585737387,585618485,0,-8.90701,0.034366496,-0.26085377,0.63324463,0.011939337
585865801,585747879,0,-8.919791,0.034430277,-0.2215643,0.6334112,0.00861135
585994803,585869875,0,-8.930604,0.03448721,-0.18717194,0.633567,0.0061439327
586115562,585989191,0,-8.940356,0.034389038,-0.16925716,0.6333333,0.005025963
586290507,586165345,0,-8.952681,0.03519484,-0.20940495,0.63541585,0.007667844
586369775,586244761,0,-8.960558,0.034424517,-0.1366005,0.6334961,0.0032727895
586488510,586371831,0,-8.968399,0.03433368,-0.13633442,0.6333683,0.0032607098
586606623,586481735,0,-8.973844,0.034252577,-0.094864845,0.63315535,0.0015792752
586746566,586620975,0,-8.980126,0.03447818,-0.10880852,0.63368726,0.0020759092
586865424,586745507,0,-8.987012,0.034381285,-0.11953926,0.63340455,0.0025066717
586992791,586871747,0,-8.993224,0.034443643,-0.10766983,0.63349646,0.0020332995
587101080,586984715,0,-8.997634,0.034200985,-0.07691383,0.63283044,0.0010386735
587269650,587152731,0,-9.003718,0.03487788,-0.1042099,0.6343964,0.0019020186
587357927,587241139,0,-9.009024,0.034289885,-0.09229565,0.6328999,0.0014954949
587487568,587366949,0,-9.01275,0.03436103,-0.0646801,0.6329697,0.0007343717
587606734,587481605,0,-9.016709,0.034275163,-0.068881035,0.63266325,0.000833267
587733587,587612209,0,-9.019593,0.0343472,-0.050061226,0.6327273,0.0004400924
587862133,587739787,0,-9.022888,0.034411084,-0.057099342,0.6327737,0.00057249446
587991406,587872429,0,-9.024753,0.03446768,-0.032244682,0.6328048,0.00018255929
588099673,587982331,0,-9.026034,0.034220185,-0.022320747,0.6322103,8.7561544e-05
