timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
564939780,564939022,59.39622289762051,24.660573777905878,30.617065,42.59927,0.03908609,0.39328983,0.58591104,nan,2,2,0,0
564949721,564948907,59.39622289528768,24.660573780767702,30.61758,42.599785,0.03908609,0.3936403,0.5860922,nan,2,2,0,0
564959615,564958792,59.3962228929527,24.66057378361479,30.618105,42.60031,0.03908609,0.39399427,0.58627456,nan,2,2,0,0
564969697,564968678,59.396222890626305,24.660573786453455,30.618633,42.600838,0.03908609,0.39435172,0.58645827,nan,2,2,0,0
564980295,564978562,59.3962228884843,24.660573789858585,30.618935,42.59843,0.03908609,0.39041424,0.5845492,nan,2,2,0,0
564989073,564988446,59.39622288638303,24.660573793280562,30.619244,42.59874,0.03908609,0.39073607,0.5847202,nan,2,2,0,0
564999107,564998331,59.39622288427961,24.660573796677266,30.619686,42.599182,0.03908609,0.39106113,0.5848168,nan,2,2,0,0
565008901,565008216,59.39622288210545,24.660573800029752,30.620144,42.59964,0.03908609,0.39138952,0.5849899,nan,2,2,0,0
565018956,565018101,59.39622287999776,24.660573803314854,30.620607,42.600105,0.03908609,0.3917212,0.58516425,nan,2,2,0,0
565029115,565027986,59.396222877842895,24.66057380675578,30.62107,42.600567,0.03908609,0.39205623,0.58533984,nan,2,2,0,0
565039022,565037871,59.39622287575449,24.66057381006615,30.621546,42.601044,0.03908609,0.3923946,0.58551675,nan,2,2,0,0
565048903,565047755,59.39622287359533,24.660573813328085,30.622023,42.60152,0.03908609,0.39273638,0.5856949,nan,2,2,0,0
565058867,565057640,59.39622287142116,24.660573816562643,30.622623,42.60212,0.03908609,0.39308158,0.58579355,nan,2,2,0,0
565068653,565067525,59.39622286924912,24.66057381987512,30.623228,42.602726,0.03908609,0.39343017,0.5859738,nan,2,2,0,0
565078060,565077410,59.39622286711571,24.660573823115993,30.623838,42.603336,0.03908609,0.39378226,0.5861554,nan,2,2,0,0
565087903,565087295,59.39622286496726,24.660573826348447,30.624445,42.603943,0.03908609,0.3941378,0.5863383,nan,2,2,0,0
565098846,565097179,59.396222862445754,24.660573830431655,30.624823,42.599873,0.03908609,0.3902373,0.58444464,nan,2,2,0,0
565107677,565107075,59.39622285997783,24.660573834567508,30.625223,42.600273,0.03908609,0.3905576,0.58461493,nan,2,2,0,0
565117858,565116952,59.39622285746489,24.660573838602282,30.62563,42.600677,0.03908609,0.39088112,0.5847865,nan,2,2,0,0
565127786,565126836,59.396222854941236,24.660573842609683,30.626139,42.60119,0.03908609,0.3912079,0.5848833,nan,2,2,0,0
565137546,565136719,59.39622285242185,24.66057384655812,30.626644,42.601692,0.03908609,0.39153802,0.5850569,nan,2,2,0,0
565147448,565146603,59.39622284992819,24.66057385051919,30.627144,42.602192,0.03908609,0.39187145,0.5852318,nan,2,2,0,0
565157491,565156488,59.39622284741527,24.660573854436038,30.627663,42.60271,0.03908609,0.39220825,0.585408,nan,2,2,0,0
565167274,565166373,59.39622284490447,24.660573858336036,30.628195,42.603245,0.03908609,0.3925484,0.5855854,nan,2,2,0,0
565177028,565176258,59.396222842412975,24.660573862168654,30.628729,42.60378,0.03908609,0.39289197,0.5857641,nan,2,2,0,0
565186909,565186143,59.396222839932186,24.66057386590861,30.62939,42.60444,0.03908609,0.39323896,0.58586293,nan,2,2,0,0
565196642,565196028,59.39622283743853,24.660573869665416,30.63006,42.60511,0.03908609,0.3935894,0.5860438,nan,2,2,0,0
565206645,565205926,59.39622283493202,24.66057387339695,30.630732,42.60578,0.03908609,0.3939433,0.5862259,nan,2,2,0,0
565216489,565215797,59.39622283245983,24.660573877145332,30.631403,42.606453,0.03908609,0.39430073,0.5864094,nan,2,2,0,0
565226507,565225688,59.3962228300005,24.660573880891608,30.632076,42.607124,0.03908609,0.39466164,0.58659416,nan,2,2,0,0
565236354,565235567,59.3962228275004,24.660573884612614,30.632751,42.6078,0.03908609,0.39502612,0.58678025,nan,2,2,0,0
565246264,565245457,59.396222825008905,24.660573888274655,30.63344,42.60849,0.03908609,0.39539415,0.5869677,nan,2,2,0,0
565256365,565255336,59.3962228225324,24.660573891917746,30.634245,42.609295,0.03908609,0.39576575,0.58706856,nan,2,2,0,0
565266512,565265222,59.39622281974931,24.660573894497393,30.634789,42.603615,0.03908609,0.3915697,0.5850793,nan,2,2,0,0
565275679,565275106,59.3962228170005,24.66057389708125,30.63533,42.604156,0.03908609,0.39190307,0.58525425,nan,2,2,0,0
565285578,565284991,59.396222814243124,24.66057389967774,30.635876,42.6047,0.03908609,0.3922398,0.5854305,nan,2,2,0,0
565295569,565294876,59.39622281146431,24.66057390234162,30.636425,42.605247,0.03908609,0.3925799,0.585608,nan,2,2,0,0
565305600,565304761,59.3962228087391,24.66057390495706,30.636974,42.605797,0.03908609,0.3929234,0.5857868,nan,2,2,0,0
565315840,565314646,59.39622280600316,24.660573907534605,30.637537,42.60636,0.03908609,0.39327034,0.5859669,nan,2,2,0,0
565325527,565324530,59.39622280326938,24.66057391005318,30.638218,42.60704,0.03908609,0.39362073,0.58606595,nan,2,2,0,0
565335366,565334417,59.396222800569895,24.66057391256965,30.638895,42.60772,0.03908609,0.39397454,0.58624816,nan,2,2,0,0
565345405,565344300,59.39622279784896,24.660573915138766,30.639574,42.6084,0.03908609,0.3943319,0.5864317,nan,2,2,0,0
565356509,565354185,59.39622279480426,24.660573918666035,30.640085,42.605827,0.03908609,0.3903975,0.5845261,nan,2,2,0,0
565365439,565364070,59.396222791832486,24.660573922182774,30.640614,42.606358,0.03908609,0.3907192,0.58469695,nan,2,2,0,0
565375596,565373954,59.396222788910016,24.66057392566372,30.64115,42.606895,0.03908609,0.3910442,0.584869,nan,2,2,0,0
565385536,565383843,59.396222785981095,24.660573929092013,30.64179,42.607536,0.03908609,0.39137247,0.584966,nan,2,2,0,0
565395584,565393725,59.39622278304361,24.660573932467663,30.642439,42.608185,0.03908609,0.39170405,0.58514017,nan,2,2,0,0
565405643,565403609,59.39622278014685,24.660573935853844,30.643099,42.60884,0.03908609,0.392039,0.5853156,nan,2,2,0,0
565416084,565413496,59.39622277725869,24.660573939208433,30.643763,42.609505,0.03908609,0.3923773,0.5854923,nan,2,2,0,0
565425370,565423378,59.396222774346946,24.660573942621987,30.644432,42.610176,0.03908609,0.39271897,0.5856703,nan,2,2,0,0
565435236,565433264,59.396222771473774,24.66057394592183,30.645117,42.610863,0.03908609,0.39306402,0.5858496,nan,2,2,0,0
565443760,565443148,59.39622276859203,24.660573949166917,30.645819,42.611565,0.03908609,0.39341256,0.5860302,nan,2,2,0,0
565453700,565453033,59.396222765727465,24.66057395243938,30.646637,42.61238,0.03908609,0.39376456,0.58612937,nan,2,2,0,0
565463523,565462918,59.39622276294008,24.660573955680256,30.647451,42.613197,0.03908609,0.39411998,0.58631206,nan,2,2,0,0
565473531,565472811,59.396222760139814,24.660573958904287,30.648273,42.614017,0.03908609,0.39447898,0.5864961,nan,2,2,0,0
565483837,565482689,59.39622275664484,24.660573960708987,30.648838,42.609856,0.03908609,0.3905172,0.5845821,nan,2,2,0,0
565493425,565492572,59.39622275321633,24.660573962517894,30.64941,42.610428,0.03908609,0.39084023,0.5847534,nan,2,2,0,0
565503398,565502457,59.39622274989078,24.660573964301538,30.64999,42.611008,0.03908609,0.3911666,0.5849259,nan,2,2,0,0
565513483,565512342,59.39622274653518,24.66057396600937,30.650702,42.61172,0.03908609,0.39149624,0.585023,nan,2,2,0,0
