timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
611995503,611992418,68467874,59.396201899999994,24.6605964,-0.68537205,-3.265831,-6.5904903,0.31949735,-1.3352814,-0.03908609,-0.17618632,-0.2228991,1.097994,0.986759,0.32392454,-1.6677189,0.42289633,1.5614693,2.7496724,-1.1683321,-1.4028614,-1.1204067,28.056198,3.9525492,0.18181145,0.17741439,0.11632681,0.07370257,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612002888,612002300,68467874,59.396201899999994,24.6605964,-0.68746436,-3.2678714,-6.581433,0.31949735,-1.3352814,-0.03908609,-0.17905053,-0.2267417,1.1120695,1.0001942,0.32392454,-1.6677189,0.42289633,-1.1496214,-1.2169638,1.2507254,-1.4026208,-1.1204067,28.056198,3.9434917,0.1825262,0.17789584,0.11689539,0.07387233,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612012971,612012181,68467874,59.396201899999994,24.6605964,-0.6895506,-3.2699997,-6.57237,0.31949735,-1.3352814,-0.03908609,-0.18427593,-0.23682322,1.0881094,0.97566557,0.32392454,-1.6677189,0.42289633,-2.357397,-1.2388098,-2.8974774,-1.4026963,-1.1204067,28.056198,3.934429,0.18324701,0.17837912,0.117494695,0.074035466,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612022725,612022063,68467874,59.396201899999994,24.6605964,-0.69164276,-3.272079,-6.5634136,0.31949735,-1.3352814,-0.03908609,-0.17850706,-0.21577571,1.094887,0.98194367,0.32392454,-1.6677189,0.42289633,-0.027622731,1.819732,2.8563051,-1.4024541,-1.1204067,28.056198,3.9254725,0.18397416,0.1786311,0.117965996,0.074160814,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612032746,612031944,68467874,59.396201899999994,24.6605964,-0.69367236,-3.2741113,-6.5540924,0.31949735,-1.3352814,-0.03908609,-0.1674749,-0.22720666,1.130337,1.0169604,0.32392454,-1.6677189,0.42289633,1.9253535,-1.6799369,1.6948711,-1.4024124,-1.1204067,28.056198,3.9161513,0.18470705,0.17911737,0.11852385,0.074329406,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612042847,612041827,68467874,59.396201899999994,24.6605964,-0.69567287,-3.276278,-6.5447154,0.31949735,-1.3352814,-0.03908609,-0.1675339,-0.22873309,1.0894985,0.97575223,0.32392454,-1.6677189,0.42289633,1.849802,1.6507772,-6.278506,-1.4025007,-1.1204067,28.056198,3.9067743,0.18544604,0.17960547,0.11903888,0.07449614,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612052566,612051707,68467874,59.396201899999994,24.6605964,-0.69767743,-3.2782772,-6.535611,0.31949735,-1.3352814,-0.03908609,-0.17304616,-0.20522235,1.0849271,0.9708723,0.32392454,-1.6677189,0.42289633,0.48365438,1.402098,2.1196039,-1.4022802,-1.1204067,28.056198,3.89767,0.18619102,0.18009539,0.11954557,0.07466628,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612062464,612061589,68467874,59.396201899999994,24.6605964,-0.6996687,-3.2802794,-6.5262327,0.31949735,-1.3352814,-0.03908609,-0.17528841,-0.22716543,1.1233166,1.009012,0.32392454,-1.6677189,0.42289633,-0.8636538,-3.141011,4.1908207,-1.402458,-1.1204067,28.056198,3.8882916,0.1869419,0.18058713,0.12013865,0.07482968,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612072382,612071470,68467874,59.396201899999994,24.6605964,-0.70160526,-3.2824244,-6.5166907,0.31949735,-1.3352814,-0.03908609,-0.17465669,-0.22271697,1.1055883,0.9910899,0.32392454,-1.6677189,0.42289633,-2.421867,1.4741124,-2.6379662,-1.4027367,-1.1204067,28.056198,3.8787496,0.18769923,0.1810807,0.12064516,0.07499768,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612082398,612081352,68467874,59.396201899999994,24.6605964,-0.70352304,-3.284388,-6.507335,0.31949735,-1.3352814,-0.03908609,-0.16983216,-0.20163184,1.0917406,0.9771022,0.32392454,-1.6677189,0.42289633,-0.79324645,0.7020046,0.25624484,-1.4026389,-1.1204067,28.056198,3.869394,0.18846253,0.18133223,0.121176444,0.075125255,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612092302,612091233,68467874,59.396201899999994,24.6605964,-0.7054356,-3.2863731,-6.497869,0.31949735,-1.3352814,-0.03908609,-0.1627773,-0.21598165,1.1026583,0.9879318,0.32392454,-1.6677189,0.42289633,1.8160189,-1.0095378,-0.08166937,-1.4030154,-1.1204067,28.056198,3.859928,0.18923186,0.1818288,0.121723935,0.075289495,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612101700,612101115,68467874,59.396201899999994,24.6605964,-0.707337,-3.2883933,-6.488355,0.31949735,-1.3352814,-0.03908609,-0.1612643,-0.20217945,1.0881252,0.97336,0.32392454,-1.6677189,0.42289633,2.4038064,2.6008754,-2.6485043,-1.4034156,-1.1204067,28.056198,3.850414,0.1900075,0.18232721,0.12219951,0.075458296,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612112330,612110998,68467874,59.396201899999994,24.6605964,-0.7095205,-3.289971,-6.4795394,0.31949735,-1.3352814,-0.03908609,-0.16363671,-0.20454189,1.1011335,0.9856571,0.32392454,-1.6677189,0.42289633,1.0599146,-1.5003842,2.455541,-1.4036078,-1.1204067,28.056198,3.8415983,0.18140404,0.1768834,0.11643352,0.073703706,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612121538,612120878,68467874,59.396201899999994,24.6605964,-0.7116672,-3.2916675,-6.4704795,0.31949735,-1.3352814,-0.03908609,-0.16746624,-0.2112488,1.1164168,1.0003055,0.32392454,-1.6677189,0.42289633,-1.0809506,0.6009713,1.1560853,-1.404235,-1.1204067,28.056198,3.8325384,0.18211885,0.17736174,0.11691378,0.07386898,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612131669,612130759,68467874,59.396201899999994,24.6605964,-0.7137871,-3.2932093,-6.4614964,0.31949735,-1.3352814,-0.03908609,-0.1702398,-0.18315862,1.0792371,0.9625644,0.32392454,-1.6677189,0.42289633,-2.1650274,1.6322212,-3.7572966,-1.40457,-1.1204067,28.056198,3.8235552,0.18283953,0.17784192,0.117327064,0.07404383,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612141457,612140641,68467874,59.396201899999994,24.6605964,-0.715929,-3.2947366,-6.4526587,0.31949735,-1.3352814,-0.03908609,-0.16414216,-0.20336309,1.0890704,0.9719068,0.32392454,-1.6677189,0.42289633,1.0727856,-2.736314,3.922779,-1.4049311,-1.1204067,28.056198,3.8147175,0.18356569,0.17832397,0.11799488,0.07421492,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612151498,612150522,68467874,59.396201899999994,24.6605964,-0.7179941,-3.296387,-6.443429,0.31949735,-1.3352814,-0.03908609,-0.1533125,-0.19105688,1.1220922,1.0045052,0.32392454,-1.6677189,0.42289633,1.902798,3.0861783,2.1774487,-1.4052451,-1.1204067,28.056198,3.8054879,0.18429843,0.178575,0.11848933,0.07433644,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612161357,612160404,68467874,59.396201899999994,24.6605964,-0.72000647,-3.2978718,-6.43415,0.31949735,-1.3352814,-0.03908609,-0.16132626,-0.17972872,1.0890324,0.97108674,0.32392454,-1.6677189,0.42289633,-1.037482,0.17920816,-4.5689754,-1.4053721,-1.1204067,28.056198,3.796209,0.18503724,0.17906012,0.11890357,0.0745131,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612171167,612170285,68467874,59.396201899999994,24.6605964,-0.7220696,-3.2993925,-6.425132,0.31949735,-1.3352814,-0.03908609,-0.16697828,-0.1914378,1.074664,0.9564221,0.32392454,-1.6677189,0.42289633,-0.8794171,-1.2080238,0.4733303,-1.4056882,-1.1204067,28.056198,3.7871907,0.18578152,0.17954712,0.11950034,0.07468357,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612181126,612180167,68467874,59.396201899999994,24.6605964,-0.7240715,-3.300895,-6.4159474,0.31949735,-1.3352814,-0.03908609,-0.15657137,-0.1736375,1.1108698,0.99239147,0.32392454,-1.6677189,0.42289633,0.1393041,1.7395686,4.6810913,-1.4058634,-1.1204067,28.056198,3.7780063,0.1865322,0.180036,0.12005921,0.074850395,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612190792,612190049,68467874,59.396201899999994,24.6605964,-0.7260269,-3.3023288,-6.406476,0.31949735,-1.3352814,-0.03908609,-0.15590313,-0.18144095,1.1000842,0.9814267,0.32392454,-1.6677189,0.42289633,0.16177952,-1.8677512,-4.087148,-1.4060878,-1.1204067,28.056198,3.768535,0.18728921,0.18052672,0.12057169,0.075027004,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612200529,612199930,68467874,59.396201899999994,24.6605964,-0.72795033,-3.3038454,-6.397158,0.31949735,-1.3352814,-0.03908609,-0.1519193,-0.18080865,1.0805277,0.9617459,0.32392454,-1.6677189,0.42289633,0.34796074,0.45573512,-1.8915201,-1.406363,-1.1204067,28.056198,3.759217,0.18805216,0.18101932,0.12112556,0.07519555,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612210500,612209812,68467874,59.396201899999994,24.6605964,-0.729848,-3.3052485,-6.3878345,0.31949735,-1.3352814,-0.03908609,-0.14985347,-0.16305071,1.0950295,0.9761762,0.32392454,-1.6677189,0.42289633,0.96835154,0.7862076,2.323025,-1.4065963,-1.1204067,28.056198,3.7498934,0.18882143,0.1812702,0.12160824,0.07532359,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612220475,612219700,68467874,59.396201899999994,24.6605964,-0.7317397,-3.306649,-6.378352,0.31949735,-1.3352814,-0.03908609,-0.14917672,-0.17119779,1.1010747,0.98220026,0.32392454,-1.6677189,0.42289633,1.5139377,-0.76652515,0.71756667,-1.4070143,-1.1204067,28.056198,3.740411,0.18959664,0.18176587,0.12209829,0.07549765,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612230552,612229574,68467874,59.396201899999994,24.6605964,-0.7335512,-3.3081014,-6.368822,0.31949735,-1.3352814,-0.03908609,-0.14726105,-0.16627054,1.0990819,0.9802348,0.32392454,-1.6677189,0.42289633,-0.61192805,1.5991685,0.010698229,-1.4072678,-1.1204067,28.056198,3.730881,0.19037782,0.18226343,0.12272708,0.07566294,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612240260,612239456,68467874,59.396201899999994,24.6605964,-0.7353232,-3.309448,-6.3592467,0.31949735,-1.3352814,-0.03908609,-0.1456107,-0.15534963,1.0979897,0.97921604,0.32392454,-1.6677189,0.42289633,-0.69456995,0.6715602,-0.66850924,-1.4075457,-1.1204067,28.056198,3.7213056,0.19116578,0.18276288,0.123254746,0.07584237,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
612250369,612249339,68467874,59.396201899999994,24.6605964,-0.7370982,-3.3107986,-6.3497043,0.31949735,-1.3352814,-0.03908609,-0.14101602,-0.16302751,1.0877414,0.96908545,0.32392454,-1.6677189,0.42289633,1.4286195,-0.5864349,-0.18221089,-1.4078454,-1.1204067,28.056198,3.7117631,0.19195978,0.1832642,0.12366083,0.07601443,inf,inf,inf,inf,1,1,1,1,3,2,3,3,4,1,1,1,0,0,0
