timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
564172439,564070957,3670026,-0.004122576,-0.0009615645,-7.136363e-05,0.15,1.9252751e-07,1.9132e-07,4.293662e-07,3670026,-0.024512237,0.044128157,-0.031254865,0.4,0.001125618,0.0011289791,0.0004980823,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
565174325,565072883,3670026,-0.004158201,-0.0009553781,-6.960885e-05,0.15,1.9248643e-07,1.9127904e-07,4.292037e-07,3670026,-0.024508808,0.0441316,-0.031160276,0.4,0.0011257094,0.0011290705,0.0004980855,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
565726051,565623947,3670026,-0.004181877,-0.0009551891,-6.6081535e-05,0.15,1.9172593e-07,1.9051828e-07,4.2891074e-07,3670026,-0.024503602,0.04414199,-0.032478493,0.4,0.0011257477,0.0011291088,0.0004980767,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
565976561,565874423,3670026,-0.0041930755,-0.0009558664,-6.23568e-05,0.15,1.9174784e-07,1.9054438e-07,4.285285e-07,3670026,-0.024500957,0.04415183,-0.03368752,0.4,0.0011257784,0.0011291396,0.0004980813,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
566277166,566174998,3670026,-0.0042016194,-0.00095346716,-5.851107e-05,0.15,1.921258e-07,1.909264e-07,4.2864934e-07,3670026,-0.024494406,0.044160184,-0.035161242,0.4,0.0011258054,0.0011291667,0.00049808284,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
566357365,566255152,3670026,-0.004204733,-0.0009546462,-5.7665937e-05,0.15,1.9168203e-07,1.9048133e-07,4.2872773e-07,3670026,-0.024493836,0.044163074,-0.036174785,0.4,0.0011258101,0.0011291713,0.0004980825,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
566607789,566505634,3670026,-0.0042176503,-0.0009548821,-5.7900357e-05,0.15,1.9167865e-07,1.9048294e-07,4.2835075e-07,3670026,-0.024490021,0.044176623,-0.037814196,0.4,0.0011258253,0.0011291867,0.00049808074,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
566858408,566756114,3670026,-0.0042257914,-0.0009520464,-5.674421e-05,0.15,1.9167601e-07,1.9048187e-07,4.2869667e-07,3670026,-0.02448319,0.044184443,-0.039375823,0.4,0.0011258462,0.0011292077,0.0004980813,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
567108969,567006593,3670026,-0.0042369375,-0.00095317,-5.502124e-05,0.15,1.9167788e-07,1.904896e-07,4.2832798e-07,3670026,-0.024479574,0.044197436,-0.04143263,0.4,0.0011258676,0.0011292292,0.00049808266,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
567269094,567166901,3670026,-0.0042452565,-0.0009553958,-5.248904e-05,0.15,1.9195339e-07,1.9076728e-07,4.2849436e-07,3670026,-0.024478938,0.044209532,-0.042737857,0.4,0.001125878,0.0011292394,0.0004980822,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
567359289,567257073,3670026,-0.004249165,-0.0009550395,-5.998484e-05,0.15,1.9159927e-07,1.904151e-07,4.2795972e-07,3670026,-0.02447343,0.04421462,-0.044218227,0.4,0.0011258835,0.0011292453,0.0004980831,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
567480146,567377303,3670026,-0.0042598313,-0.00095494295,-6.71742e-05,0.15,1.9151933e-07,1.9033746e-07,4.2844567e-07,3670026,-0.024446817,0.044251427,-0.0462554,0.4,0.0011258697,0.0011292327,0.0004980833,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
567609725,567507549,3670026,-0.0042697135,-0.00096469925,-0.000101887454,0.15,1.9146428e-07,1.9028819e-07,4.283186e-07,3670026,-0.024463048,0.044295743,-0.04904267,0.4,0.0011257855,0.0011291543,0.0004980869,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
567739953,567637796,3670026,-0.004268495,-0.00096116133,-0.00012357163,0.15,1.913764e-07,1.902056e-07,4.281914e-07,3670026,-0.024335,0.04423527,-0.051371135,0.4,0.0011256415,0.0011290219,0.0004980893,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
567860470,567758023,3670026,-0.004284818,-0.000977932,-0.0001331965,0.15,1.9122292e-07,1.9005742e-07,4.2796495e-07,3670026,-0.024379797,0.04435979,-0.05436562,0.4,0.001125522,0.0011289169,0.000498092,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
567980698,567878250,3670026,-0.004280235,-0.00095306226,-0.00013833752,0.15,1.9110047e-07,1.8993812e-07,4.284547e-07,3670026,-0.024066696,0.04427452,-0.055940118,0.4,0.0011254181,0.0011288325,0.00049809425,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568110780,568008503,3670026,-0.004281288,-0.0009698286,-0.00014415632,0.15,1.9107308e-07,1.8991989e-07,4.2832488e-07,3670026,-0.024053758,0.044234592,-0.05845456,0.4,0.0011253072,0.0011287468,0.0004980897,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568280879,568178825,3670026,-0.004290366,-0.0009785617,-0.00014364411,0.15,1.9137185e-07,1.9023334e-07,4.278889e-07,3670026,-0.024003977,0.04426049,-0.06019767,0.4,0.0011252172,0.0011286924,0.00049809227,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568361542,568258971,3670026,-0.0042762645,-0.0009811077,-0.00015162352,0.15,1.9088117e-07,1.8974795e-07,4.279821e-07,3670026,-0.023723014,0.044051535,-0.06398226,0.4,0.0011251223,0.0011286364,0.000498099,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568481404,568379199,3670026,-0.0042866655,-0.00096234045,-0.00015687481,0.15,1.9075605e-07,1.8963011e-07,4.2775693e-07,3670026,-0.02331895,0.044093072,-0.06639499,0.4,0.0011249343,0.0011284968,0.00049809983,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568612844,568509446,3670026,-0.004278518,-0.00096891285,-0.00016075707,0.15,1.9071943e-07,1.8959719e-07,4.2834597e-07,3670026,-0.023067145,0.043888137,-0.06981446,0.4,0.0011247162,0.001128338,0.0004981,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568741778,568639692,3670026,-0.0042870515,-0.00096359523,-0.00017332185,0.15,1.9069844e-07,1.895833e-07,4.2822353e-07,3670026,-0.022781212,0.043883216,-0.07232876,0.4,0.0011245348,0.0011282255,0.00049810135,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568862105,568759920,3670026,-0.004280338,-0.0009673451,-0.0001765187,0.15,1.9064868e-07,1.895369e-07,4.287138e-07,3670026,-0.022388471,0.043705642,-0.076195344,0.4,0.001124418,0.0011281845,0.0004981018,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
568973359,568870128,3670026,-0.0042837546,-0.00097347493,-0.00017651175,0.15,1.9067375e-07,1.8956202e-07,4.2981816e-07,3670026,-0.02205681,0.043573596,-0.07903653,0.4,0.0011242875,0.0011281302,0.0004981032,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569112941,569010409,3670026,-0.0042899046,-0.0009755114,-0.0001763765,0.15,1.9111599e-07,1.9000427e-07,4.3120983e-07,3670026,-0.021716282,0.04330944,-0.082048126,0.4,0.0011236499,0.0011275682,0.0004980885,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569273052,569170697,3670026,-0.004297601,-0.00097347016,-0.0001760252,0.15,1.9186265e-07,1.9075064e-07,4.328286e-07,3670026,-0.021516081,0.04286698,-0.085217535,0.4,0.0011220145,0.001126005,0.00049810467,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569363059,569260868,3670026,-0.004307119,-0.0009833862,-0.0001758063,0.15,1.9201397e-07,1.9090166e-07,4.337312e-07,3670026,-0.020743504,0.042168945,-0.087702796,0.4,0.0011196486,0.0011237048,0.0004981048,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569483223,569381095,3670026,-0.004307187,-0.0009823417,-0.00017573472,0.15,1.9254767e-07,1.9143499e-07,4.349359e-07,3670026,-0.020456452,0.042056963,-0.091111735,0.4,0.0011161477,0.0011202627,0.0004981059,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569603644,569501337,3670026,-0.0043091564,-0.0009838103,-0.00017561398,0.15,1.9314578e-07,1.9203263e-07,4.3612678e-07,3670026,-0.02002912,0.04175395,-0.093991965,0.4,0.0011113666,0.0011155326,0.000498092,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569733985,569631569,3670026,-0.004314558,-0.0009852187,-0.00017535154,0.15,1.9391447e-07,1.9280061e-07,4.374432e-07,3670026,-0.019604353,0.04099317,-0.09693482,0.4,0.0011051862,0.0011093968,0.00049810717,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569863916,569761816,3670026,-0.0043174056,-0.0009847368,-0.00017525621,0.15,1.9473056e-07,1.9361596e-07,4.3874692e-07,3670026,-0.019425904,0.04049328,-0.09973553,0.4,0.0010975166,0.0011017653,0.00049810717,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
569974465,569872025,3670026,-0.0043153227,-0.0009768431,-0.00017484762,0.15,1.9540153e-07,1.9428603e-07,4.3984858e-07,3670026,-0.020451501,0.040834244,-0.10206592,0.4,0.0010888699,0.0010931515,0.00049810717,527625,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
