timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
565008276,565007758,3670026,3670026,-0.00012346743,8.137164e-05,-0.0002708097,-0.0033792031,0.0012332135,-0.049872417,5009,5009,0,0,1,1
565013484,565012770,3670026,3670026,-6.770659e-05,-5.589058e-05,-0.00024093759,-0.0027621512,0.0005645012,-0.050765213,5012,5012,0,0,1,1
565018276,565017777,3670026,3670026,1.6543467e-05,-4.1263545e-05,-9.717291e-05,-0.0042140945,0.0006209553,-0.04763783,5007,5007,0,0,1,1
565023343,565022788,3670026,3670026,-0.00012669101,9.286301e-05,1.613945e-05,-0.0048997025,0.001613832,-0.048736624,5011,5011,0,0,1,1
565028432,565027797,3670026,3670026,3.6541067e-05,-6.977038e-05,0.00013453179,-0.0014394817,-0.00029124937,-0.051172107,5009,5009,0,0,1,1
565033358,565032807,3670026,3670026,8.467249e-05,-1.9352092e-05,0.00019359803,-0.003505499,0.0006613509,-0.04912341,5010,5010,0,0,1,1
565038424,565037816,3670026,3670026,-2.0686171e-05,5.624596e-05,0.00018970105,-0.0056381025,0.001821652,-0.048826683,5009,5009,0,0,1,1
565043440,565042827,3670026,3670026,1.024349e-05,-6.424184e-05,9.608076e-05,-0.0031771094,0.0010642186,-0.049723778,5011,5011,0,0,1,1
565048304,565047835,3670026,3670026,-3.9615104e-05,-3.055654e-06,2.8231892e-05,-0.0038321405,0.0018119973,-0.048642863,5008,5008,0,0,1,1
565053358,565052847,3670026,3670026,8.560006e-07,4.3460946e-05,-9.635222e-05,-0.0042244815,0.00076303096,-0.050349627,5012,5012,0,0,1,1
565058337,565057854,3670026,3670026,-6.246639e-05,3.2940618e-05,-0.00013365505,-0.004182931,0.0022725773,-0.050102774,5007,5007,0,0,1,1
565063357,565062864,3670026,3670026,-0.00013232794,-3.5841908e-06,-0.00014998148,-0.0035376046,0.0016112877,-0.048583694,5010,5010,0,0,1,1
565068367,565067874,3670026,3670026,-2.9003084e-05,4.8663485e-05,-0.00010639706,-0.0037136732,-0.0007682186,-0.048848353,5010,5010,0,0,1,1
565073381,565072883,3670026,3670026,-2.157855e-05,-3.467352e-06,-3.5238063e-05,-0.0033601343,0.0012297318,-0.050348163,5009,5009,0,0,1,1
565078408,565077893,3670026,3670026,-1.585949e-05,-8.843965e-06,3.7059828e-05,-0.002997429,0.0012828398,-0.049760528,5010,5010,0,0,1,1
565083401,565082905,3670026,3670026,1.564158e-05,-1.50740425e-05,0.00013710273,-0.0036553564,0.001070313,-0.04892293,5012,5012,0,0,1,1
565088431,565087913,3670026,3670026,8.978648e-06,-4.991024e-06,0.00015242667,-0.0037547764,0.00016323404,-0.047910586,5008,5008,0,0,1,1
565093466,565092922,3670026,3670026,1.7902974e-05,-3.649618e-05,0.00010846626,-0.004409175,0.0013612371,-0.04927351,5009,5009,0,0,1,1
565098451,565097932,3670026,3670026,1.4129789e-05,3.3578526e-06,5.2885942e-05,-0.0034115794,0.0026458236,-0.050586738,5010,5010,0,0,1,1
565103503,565102941,3670026,3670026,-2.838262e-05,-2.783822e-05,-5.0590614e-05,-0.00391152,0.00048132156,-0.050345253,5009,5009,0,0,1,1
565108458,565107951,3670026,3670026,-7.941324e-05,-3.773568e-05,-8.467258e-05,-0.0035745949,0.0019778458,-0.049388133,5010,5010,0,0,1,1
565113795,565112967,3670026,3670026,-5.684111e-05,4.056097e-06,-0.0001141761,-0.0034295092,4.1399453e-05,-0.049381386,5016,5016,0,0,1,1
565118469,565117970,3670026,3670026,-5.5194847e-05,-3.3327706e-05,-0.00012025698,-0.004150667,0.0009990757,-0.049370408,5003,5003,0,0,1,1
565123533,565122980,3670026,3670026,-2.2355964e-05,-3.243957e-05,-3.870617e-05,-0.0039792513,0.001442548,-0.049020637,5010,5010,0,0,1,1
565128550,565127991,3670026,3670026,-6.250518e-05,-2.4417632e-05,6.373265e-06,-0.0029299825,-6.9645057e-06,-0.049583223,5011,5011,0,0,1,1
565133530,565132999,3670026,3670026,2.1864516e-05,8.194456e-06,6.908425e-05,-0.0039200443,0.0015160773,-0.049507394,5008,5008,0,0,1,1
565138483,565138009,3670026,3670026,1.02041695e-05,-4.3157524e-05,9.324612e-05,-0.0032577773,0.00080388156,-0.049757816,5010,5010,0,0,1,1
565143581,565143019,3670026,3670026,-2.321623e-05,-3.4812336e-05,7.056263e-05,-0.004052675,0.0020646127,-0.0486555,5010,5010,0,0,1,1
565148507,565148032,3670026,3670026,-2.01544e-06,2.094341e-05,5.9748825e-05,-0.0044615404,0.00047636678,-0.049386535,5013,5013,0,0,1,1
565153546,565153037,3670026,3670026,-4.968982e-05,-1.9802237e-05,-1.0205562e-06,-0.0034836086,0.0016747914,-0.049542256,5005,5005,0,0,1,1
565158532,565158048,3670026,3670026,-4.2223295e-05,2.2728369e-05,-5.387827e-05,-0.003551757,0.0018381445,-0.04876768,5011,5011,0,0,1,1
565163544,565163057,3670026,3670026,-6.6375345e-05,1.3866638e-05,-6.662368e-05,-0.0040139346,-8.988474e-05,-0.050049838,5009,5009,0,0,1,1
565168554,565168066,3670026,3670026,-2.503592e-05,1.9465197e-05,-6.7225985e-05,-0.0045493892,0.0017503015,-0.04927438,5009,5009,0,0,1,1
565173550,565173076,3670026,3670026,-3.8426965e-06,2.9728764e-05,-4.928259e-05,-0.0032589557,6.9560636e-05,-0.049694896,5010,5010,0,0,1,1
565178658,565178086,3670026,3670026,-1.7125623e-05,-3.3223416e-05,1.3369456e-05,-0.0028090419,0.0021217677,-0.049652286,5010,5010,0,0,1,1
565183585,565183095,3670026,3670026,1.3954365e-05,5.0782903e-05,2.9043447e-05,-0.0042648064,0.001066806,-0.04863849,5009,5009,0,0,1,1
565188656,565188105,3670026,3670026,-1.2207411e-05,-2.3144468e-05,3.8278224e-05,-0.004053956,0.0010429308,-0.049609367,5010,5010,0,0,1,1
565193622,565193114,3670026,3670026,2.3951756e-05,-1.325703e-05,5.1863903e-05,-0.0035555759,0.0004906563,-0.048928883,5009,5009,0,0,1,1
565198641,565198124,3670026,3670026,-5.7192643e-05,1.0549711e-05,2.6971713e-05,-0.0034951044,0.0014443768,-0.049619302,5010,5010,0,0,1,1
565203646,565203134,3670026,3670026,-3.4279212e-05,1.0498176e-05,-1.1714627e-05,-0.0042083347,0.0015618436,-0.050219845,5010,5010,0,0,1,1
565208832,565208143,3670026,3670026,-2.9340941e-05,1.2525393e-05,-2.8064362e-05,-0.0031524003,0.00027916144,-0.049740862,5009,5009,0,0,1,1
565213835,565213153,3670026,3670026,-6.5322216e-05,-3.772975e-05,-3.8357368e-05,-0.0034048462,0.0015885102,-0.049498867,5010,5010,0,0,1,1
565218725,565218163,3670026,3670026,-2.0846028e-05,-3.6625253e-05,-4.341698e-05,-0.0040019895,0.0009215929,-0.049669463,5010,5010,0,0,1,1
565223800,565223172,3670026,3670026,-4.2073243e-05,-2.116547e-05,-1.3698342e-05,-0.00464631,0.0016689237,-0.048597578,5009,5009,0,0,1,1
565228691,565228182,3670026,3670026,-3.523318e-05,-2.1195689e-05,1.3051646e-05,-0.0033903446,0.0013527971,-0.04990198,5010,5010,0,0,1,1
565233685,565233192,3670026,3670026,-4.3196185e-05,7.6507376e-07,2.4869194e-05,-0.0028244678,0.00046797737,-0.048277542,5010,5010,0,0,1,1
565238697,565238201,3670026,3670026,3.3179647e-05,2.8670636e-05,2.8503786e-05,-0.0043238765,0.0009196627,-0.049526203,5009,5009,0,0,1,1
565243834,565243211,3670026,3670026,-1.8866242e-05,-3.1879033e-05,4.1258412e-05,-0.0035538846,0.0019843332,-0.049643606,5010,5010,0,0,1,1
565248845,565248222,3670026,3670026,-2.5416799e-05,-2.2784382e-06,1.1239463e-05,-0.004117237,0.0009124192,-0.048358846,5011,5011,0,0,1,1
565253728,565253230,3670026,3670026,9.839592e-07,-1.5496722e-05,-2.3299865e-05,-0.004080301,0.0008754716,-0.0506063,5008,5008,0,0,1,1
565258746,565258240,3670026,3670026,-2.7272574e-05,2.4725628e-05,-2.5436191e-05,-0.0037442544,0.0011620768,-0.048863225,5010,5010,0,0,1,1
565263736,565263250,3670026,3670026,-4.527287e-05,-2.3614264e-05,-2.9939438e-05,-0.0030569676,0.0007067027,-0.050016392,5010,5010,0,0,1,1
565268846,565268259,3670026,3670026,-3.9774233e-05,8.982704e-06,-3.876255e-05,-0.0037185955,0.0018278748,-0.04880359,5009,5009,0,0,1,1
565273759,565273269,3670026,3670026,-3.5996156e-05,-2.406851e-06,-2.1031165e-05,-0.0041546463,0.0006100296,-0.049896594,5010,5010,0,0,1,1
565278907,565278278,3670026,3670026,-4.6353078e-05,1.5604127e-06,1.5641945e-05,-0.0032177863,0.001023784,-0.049473766,5009,5009,0,0,1,1
565283806,565283288,3670026,3670026,-5.9393788e-06,9.2067885e-06,3.904582e-05,-0.004096686,0.0011869491,-0.04965011,5010,5010,0,0,1,1
565288820,565288297,3670026,3670026,-2.4473293e-05,-5.0246974e-05,3.7446836e-05,-0.0039457055,0.0017629996,-0.05012803,5009,5009,0,0,1,1
565293818,565293307,3670026,3670026,-4.064778e-06,3.392798e-05,3.8276088e-05,-0.003659397,0.0003857844,-0.04816959,5010,5010,0,0,1,1
565298825,565298317,3670026,3670026,-3.5098004e-05,-5.0805436e-05,1.8996798e-05,-0.0036827493,0.0018233309,-0.050468195,5010,5010,0,0,1,1
565303840,565303326,3670026,3670026,-2.262886e-05,-8.807147e-06,1.9064969e-06,-0.004107574,0.00064865814,-0.04862561,5009,5009,0,0,1,1
565308897,565308336,3670026,3670026,-1.9738342e-05,-1.9042225e-05,-4.0636685e-05,-0.003592675,0.0016345199,-0.05012888,5010,5010,0,0,1,1
565314030,565313346,3670026,3670026,-2.2536742e-05,2.336956e-05,-6.1417886e-05,-0.004136698,0.00096958183,-0.049467232,5010,5010,0,0,1,1
565318954,565318362,3670026,3670026,-1.3851399e-05,-2.2156544e-06,-5.5630575e-05,-0.003344182,0.0005841312,-0.0506538,5016,5016,0,0,1,1
565323849,565323365,3670026,3670026,-2.1114627e-05,-5.985785e-06,-2.892467e-05,-0.003637137,0.001328402,-0.048978377,5003,5003,0,0,1,1
565328885,565328374,3670026,3670026,-3.5546767e-05,-1.3092754e-05,-9.591371e-06,-0.003403131,0.0012151285,-0.05020592,5009,5009,0,0,1,1
565333867,565333384,3670026,3670026,-3.1537846e-05,-2.4349072e-05,1.8379493e-05,-0.0037978597,0.00086528144,-0.049334977,5010,5010,0,0,1,1
565338900,565338394,3670026,3670026,-5.5119806e-05,-5.9637277e-06,4.856787e-05,-0.003253663,0.00078905455,-0.049142286,5010,5010,0,0,1,1
565343998,565343403,3670026,3670026,-2.7494692e-05,-1.5882588e-05,5.0756298e-05,-0.0042281146,0.0013246185,-0.04942915,5009,5009,0,0,1,1
565349059,565348413,3670026,3670026,-1.6099377e-05,4.3611202e-05,3.9888164e-05,-0.0041124555,0.0010665611,-0.049386356,5010,5010,0,0,1,1
565353978,565353423,3670026,3670026,-2.5291827e-05,-1.053533e-05,2.8151373e-05,-0.0038900943,0.0011271143,-0.05048056,5010,5010,0,0,1,1
565358930,565358432,3670026,3670026,-1.7968741e-05,1.186881e-05,-1.13244105e-05,-0.0032259393,0.0015928744,-0.04958977,5009,5009,0,0,1,1
565363943,565363442,3670026,3670026,-3.323588e-05,-1.06715925e-05,-7.2350676e-06,-0.0037640263,0.0018196553,-0.050249457,5010,5010,0,0,1,1
565368947,565368452,3670026,3670026,-3.628435e-05,-3.8882812e-05,-3.3468456e-05,-0.0033899029,0.00060562923,-0.0496507,5010,5010,0,0,1,1
565374027,565373461,3670026,3670026,-1.4045161e-05,-5.6201275e-06,-4.215917e-05,-0.0036667574,0.0014392749,-0.04886017,5009,5009,0,0,1,1
565379191,565378481,3670026,3670026,-2.8965207e-05,-5.371534e-05,-3.9161376e-05,-0.0037577257,0.00040409557,-0.05013918,5020,5020,0,0,1,1
565383985,565383480,3670026,3670026,-1.37981715e-05,1.0770753e-05,-2.9347979e-05,-0.0051302025,0.0012381165,-0.04889804,4999,4999,0,0,1,1
565389020,565388490,3670026,3670026,-1.2540568e-06,3.2128173e-05,1.2363358e-05,-0.0028413006,0.00017262732,-0.050065838,5010,5010,0,0,1,1
565394022,565393500,3670026,3670026,-3.3560646e-05,-6.951796e-05,-1.5534245e-06,-0.0030229408,0.002645654,-0.05048141,5010,5010,0,0,1,1
565399052,565398509,3670026,3670026,-8.619092e-06,1.9236588e-05,2.0252075e-05,-0.0042571393,0.00027733168,-0.04882997,5009,5009,0,0,1,1
565404100,565403519,3670026,3670026,-6.587708e-05,-2.0585921e-05,1.8458531e-05,-0.00387107,0.0015598428,-0.050104797,5010,5010,0,0,1,1
565409052,565408529,3670026,3670026,-4.4408076e-05,-2.7702154e-05,2.532248e-05,-0.0034798954,0.00047355547,-0.049643103,5010,5010,0,0,1,1
565414129,565413538,3670026,3670026,-2.3403163e-05,3.0035874e-06,1.6842143e-05,-0.0044986196,0.00153464,-0.049209613,5009,5009,0,0,1,1
565419074,565418548,3670026,3670026,-5.0817747e-05,2.7377499e-05,1.02798585e-05,-0.0036502997,0.0010306198,-0.049746722,5010,5010,0,0,1,1
565424055,565423557,3670026,3670026,-2.4813799e-05,-4.946142e-06,-7.028075e-06,-0.0041221557,0.0015599958,-0.050069857,5009,5009,0,0,1,1
565429073,565428567,3670026,3670026,2.7422719e-05,1.358073e-05,-9.851176e-06,-0.0033728953,0.00045119206,-0.050411325,5010,5010,0,0,1,1
565434086,565433577,3670026,3670026,-3.41751e-05,-8.393165e-06,-7.645156e-06,-0.0032339713,0.0017748211,-0.05023207,5010,5010,0,0,1,1
565439104,565438586,3670026,3670026,-2.903911e-05,-2.0196187e-05,-2.761267e-05,-0.0036839251,0.0012894778,-0.049911767,5009,5009,0,0,1,1
565444091,565443596,3670026,3670026,-8.155582e-06,1.4279669e-05,-1.9761945e-05,-0.004501864,0.00061732193,-0.049153786,5010,5010,0,0,1,1
565449190,565448606,3670026,3670026,-3.1004944e-05,-3.6893014e-06,-1.2645941e-05,-0.0032385532,0.00053937535,-0.04983032,5010,5010,0,0,1,1
565454107,565453616,3670026,3670026,-5.5985485e-05,-2.959852e-05,-1.7047574e-05,-0.0035006835,0.0021387883,-0.049628142,5010,5010,0,0,1,1
565459150,565458625,3670026,3670026,5.1002385e-06,-5.4904117e-06,7.968146e-06,-0.0034141815,0.0007473914,-0.04896607,5009,5009,0,0,1,1
565464125,565463638,3670026,3670026,-5.468137e-05,-6.376225e-05,1.4540672e-05,-0.0035034744,0.00093087484,-0.05081689,5013,5013,0,0,1,1
565469183,565468644,3670026,3670026,-3.1530544e-05,-9.384498e-06,7.3257347e-06,-0.0038706767,0.0010282836,-0.05002893,5006,5006,0,0,1,1
565474183,565473654,3670026,3670026,-1.5451446e-05,-1.1051987e-05,1.410102e-05,-0.003958811,0.0013331284,-0.04940007,5010,5010,0,0,1,1
565479344,565478663,3670026,3670026,-3.5280435e-05,1.030011e-05,2.0579322e-05,-0.0037263394,0.0012185014,-0.049003832,5009,5009,0,0,1,1
565484201,565483673,3670026,3670026,-1.8480212e-05,-3.128506e-05,1.8692335e-05,-0.0038437147,0.00069107657,-0.049650297,5010,5010,0,0,1,1
565489230,565488682,3670026,3670026,-1.20092145e-05,1.31358875e-05,1.4257997e-05,-0.0042443313,0.002120218,-0.049088284,5009,5009,0,0,1,1
565494230,565493692,3670026,3670026,1.8800521e-06,-1.0590926e-05,-1.5708594e-05,-0.0025307261,0.0007307372,-0.050472293,5010,5010,0,0,1,1
565499328,565498702,3670026,3670026,1.6459677e-07,-5.1314477e-05,-3.6426412e-05,-0.003930941,0.0009334432,-0.05106048,5010,5010,0,0,1,1
565504352,565503712,3670026,3670026,-2.304584e-05,2.502196e-05,-3.3162993e-05,-0.0043216846,0.0011416671,-0.0499494,5010,5010,0,0,1,1
565509216,565508721,3670026,3670026,-4.0842828e-05,9.613826e-06,-3.1060412e-05,-0.0033240914,0.001238649,-0.049294055,5009,5009,0,0,1,1
565514327,565513735,3670026,3670026,-4.6567966e-05,-4.5672496e-06,-5.204902e-06,-0.004621841,0.00019677586,-0.049977977,5014,5014,0,0,1,1
565519208,565518740,3670026,3670026,-3.850474e-05,1.5817359e-05,-2.2026077e-05,-0.0041822344,0.0022614633,-0.04929706,5005,5005,0,0,1,1
565524318,565523750,3670026,3670026,-5.027775e-05,6.020621e-06,5.680582e-06,-0.0020030697,0.00021756515,-0.049372643,5010,5010,0,0,1,1
565529260,565528762,3670026,3670026,-2.9249755e-05,-8.513518e-05,2.6200287e-05,-0.0038353414,0.002902147,-0.05075699,5012,5012,0,0,1,1
565534252,565533769,3670026,3670026,-4.3732027e-05,5.644261e-05,4.5506767e-05,-0.0054710177,-0.00013663007,-0.050027903,5007,5007,0,0,1,1
565539290,565538779,3670026,3670026,-2.9097459e-05,9.6927815e-06,4.9136463e-05,-0.0030787874,0.0014275733,-0.050083954,5010,5010,0,0,1,1
565544363,565543788,3670026,3670026,5.5402606e-06,-1.8663966e-05,3.6409278e-05,-0.0035646814,0.0011487264,-0.04875932,5009,5009,0,0,1,1
565549362,565548798,3670026,3670026,-3.5539495e-05,1.4384488e-05,1.1802374e-05,-0.004544983,0.00012543556,-0.050094143,5010,5010,0,0,1,1
565554309,565553808,3670026,3670026,-2.2187637e-06,5.440957e-06,-1.26867335e-05,-0.0027737925,0.00226388,-0.048603784,5010,5010,0,0,1,1
565559375,565558818,3670026,3670026,-1.4247604e-05,-4.397759e-05,-3.6409558e-05,-0.0027145382,0.0007731312,-0.049646076,5010,5010,0,0,1,1
565564423,565563835,3670026,3670026,-1.701037e-05,-3.0470223e-05,-3.2078136e-05,-0.004861047,0.001678067,-0.050729584,5017,5017,0,0,1,1
565569397,565568837,3670026,3670026,-3.216474e-05,-1.8107952e-05,-4.5518995e-05,-0.0039563403,0.00075161865,-0.05057161,5002,5002,0,0,1,1
565574356,565573846,3670026,3670026,-3.398525e-05,-1.5640057e-05,-3.0714426e-05,-0.0025583087,0.000900239,-0.049148683,5009,5009,0,0,1,1
565579371,565578856,3670026,3670026,-5.2358835e-05,-3.1623236e-05,-1.43876e-05,-0.004354335,0.0009142331,-0.04974296,5010,5010,0,0,1,1
565584440,565583869,3670026,3670026,-2.5209596e-05,-1.9027539e-05,4.0333957e-06,-0.0041540368,0.001201375,-0.049795568,5013,5013,0,0,1,1
565589550,565588884,3670026,3670026,-7.294369e-05,-5.9328504e-05,3.3973363e-05,-0.0028390314,0.002209544,-0.04978804,5015,5015,0,0,1,1
565594411,565593885,3670026,3670026,-2.4376324e-05,-4.356748e-05,4.658134e-05,-0.004540843,6.733259e-05,-0.05014437,5001,5001,0,0,1,1
565599424,565598896,3670026,3670026,-5.486087e-05,1.2772278e-05,3.34491e-05,-0.0050237156,0.0017257094,-0.05022284,5011,5011,0,0,1,1
565604382,565603904,3670026,3670026,-4.0886034e-06,2.0346117e-05,1.7051563e-05,-0.0029917464,0.0005887451,-0.050648917,5008,5008,0,0,1,1
565609494,565608914,3670026,3670026,-1.5644693e-05,-5.7680004e-06,1.51926115e-05,-0.0040043406,0.0018387412,-0.049751427,5010,5010,0,0,1,1
565614559,565613924,3670026,3670026,1.6336578e-05,5.6299097e-05,-1.5678193e-05,-0.004021369,0.00041545334,-0.0497748,5010,5010,0,0,1,1
565619404,565618933,3670026,3670026,8.118288e-06,-1.0933526e-05,-1.168792e-05,-0.0028416878,0.0011592277,-0.049290817,5009,5009,0,0,1,1
565624442,565623947,3670026,3670026,-1.560726e-05,-5.228521e-06,-2.9285156e-05,-0.0042270035,0.0018539157,-0.049572255,5014,5014,0,0,1,1
565629548,565628952,3670026,3670026,-1.1486597e-05,1.5166566e-05,-2.196111e-05,-0.004062652,-0.00018404986,-0.049834166,5005,5005,0,0,1,1
565634464,565633963,3670026,3670026,-4.422839e-05,2.2374908e-05,-2.8470631e-05,-0.0030683524,0.0018074772,-0.050677627,5011,5011,0,0,1,1
565639538,565638971,3670026,3670026,-6.498775e-05,-1.20402165e-05,-2.3064104e-05,-0.004103479,0.001601163,-0.0495958,5008,5008,0,0,1,1
565644591,565643981,3670026,3670026,-2.069454e-06,2.1022412e-05,1.1531341e-05,-0.0036001576,0.0008199642,-0.048999082,5010,5010,0,0,1,1
565649600,565648993,3670026,3670026,-2.9764327e-05,-1.2128061e-05,3.4235156e-05,-0.0027884415,0.00022426118,-0.049275115,5012,5012,0,0,1,1
565654507,565654000,3670026,3670026,-6.091113e-05,-8.6339045e-05,3.5746932e-06,-0.0037515992,0.0018719223,-0.05032739,5007,5007,0,0,1,1
565659549,565659010,3670026,3670026,-2.3802575e-05,-1.6453904e-06,1.6164962e-05,-0.004206452,0.0010058327,-0.049366977,5010,5010,0,0,1,1
565664523,565664019,3670026,3670026,-7.904453e-06,-1.5407984e-05,1.5305248e-05,-0.0030488905,0.0017149035,-0.05085721,5009,5009,0,0,1,1
565669533,565669029,3670026,3670026,-6.934257e-05,2.0334686e-05,2.509827e-05,-0.004756243,0.000923204,-0.050024744,5010,5010,0,0,1,1
565674575,565674038,3670026,3670026,-1.7909422e-05,-2.2889014e-06,-1.3866734e-05,-0.0035107352,0.0010974485,-0.04993829,5009,5009,0,0,1,1
565679745,565679049,3670026,3670026,5.046864e-05,-1.7804285e-05,-1.3010364e-05,-0.003246612,0.0004227549,-0.04922253,5011,5011,0,0,1,1
565684577,565684057,3670026,3670026,-2.2245966e-05,-2.2043718e-05,-3.5761215e-05,-0.0042558243,0.0012116026,-0.050645053,5008,5008,0,0,1,1
565689583,565689067,3670026,3670026,-1.0178888e-06,1.2970519e-05,-1.3610297e-05,-0.0037303332,0.0008148427,-0.050031558,5010,5010,0,0,1,1
565694553,565694077,3670026,3670026,-3.2126463e-05,-4.834445e-05,-2.1250145e-05,-0.0039319727,0.0020755318,-0.050676018,5010,5010,0,0,1,1
565699569,565699086,3670026,3670026,-4.6418667e-05,-4.0224872e-06,6.33263e-06,-0.0032743947,0.00032357636,-0.049271718,5009,5009,0,0,1,1
565704571,565704096,3670026,3670026,-7.650795e-05,1.4579547e-05,5.5600967e-06,-0.004198979,0.0013646835,-0.050216123,5010,5010,0,0,1,1
565709593,565709106,3670026,3670026,-2.9613126e-05,-4.468752e-05,1.39095855e-05,-0.0027537702,0.0012809968,-0.05023216,5010,5010,0,0,1,1
565714738,565714115,3670026,3670026,-7.7492274e-05,-3.2944252e-05,1.3483781e-05,-0.004150743,0.002597514,-0.049740583,5009,5009,0,0,1,1
565719633,565719126,3670026,3670026,-3.6099734e-06,3.78062e-05,1.7743097e-05,-0.004907802,-0.00015774266,-0.04961386,5011,5011,0,0,1,1
565724621,565724134,3670026,3670026,-1.7087074e-05,-3.2849835e-05,3.642843e-06,-0.0030972546,0.001340342,-0.05018608,5008,5008,0,0,1,1
565729866,565729152,3670026,3670026,-5.494659e-05,-4.0111983e-05,1.21918e-05,-0.0025481598,0.0014572256,-0.051097002,5018,5018,0,0,1,1
565734627,565734154,3670026,3670026,1.8675111e-05,4.5321212e-05,-7.6187e-06,-0.0050761527,0.00076125556,-0.04920381,5002,5002,0,0,1,1
565739743,565739163,3670026,3670026,3.250731e-06,-1.2618848e-05,-2.3498445e-05,-0.003482739,0.00019743099,-0.05026321,5009,5009,0,0,1,1
565744871,565744173,3670026,3670026,9.894721e-06,-5.3778763e-06,-1.8203871e-05,-0.0033553327,0.0018841892,-0.049881816,5010,5010,0,0,1,1
565749694,565749182,3670026,3670026,3.6809092e-06,3.7832e-05,-1.1150289e-05,-0.0054090284,0.001518142,-0.04983367,5009,5009,0,0,1,1
565754719,565754194,3670026,3670026,7.1341738e-06,3.0028807e-05,-1.9468489e-05,-0.0031011137,0.00051161065,-0.05070581,5012,5012,0,0,1,1
565759705,565759202,3670026,3670026,-5.5834626e-05,-3.2152206e-05,-1.8545483e-05,-0.002101401,0.0007082791,-0.050290268,5008,5008,0,0,1,1
565764731,565764211,3670026,3670026,-8.566372e-05,-2.495897e-05,-6.6806274e-06,-0.0044731973,0.0025131477,-0.050617244,5009,5009,0,0,1,1
565769795,565769221,3670026,3670026,-4.2300264e-05,-1.38126425e-05,7.248527e-06,-0.0042372188,0.00023340696,-0.049483266,5010,5010,0,0,1,1
565774788,565774230,3670026,3670026,-8.014819e-05,3.263234e-05,2.0286325e-05,-0.0036081611,0.001558225,-0.04908352,5009,5009,0,0,1,1
565779854,565779242,3670026,3670026,-3.2834105e-05,-7.587214e-06,3.4757944e-05,-0.003650148,0.001183843,-0.050259423,5012,5012,0,0,1,1
565784738,565784250,3670026,3670026,-1.3822216e-05,-2.4914158e-05,1.4987403e-05,-0.0035115897,0.0010778087,-0.050271433,5008,5008,0,0,1,1
565789829,565789259,3670026,3670026,-1.9275665e-05,-9.510695e-06,-8.841484e-06,-0.0032247864,0.00042853353,-0.049563803,5009,5009,0,0,1,1
565794754,565794269,3670026,3670026,-2.9413233e-05,-1.6997283e-05,-1.40149195e-05,-0.004148343,0.0022639455,-0.050353497,5010,5010,0,0,1,1
565804787,565804289,3670026,3670026,1.2482188e-05,-4.3020544e-05,-8.485278e-06,-0.0035631016,0.000858724,-0.04952725,5011,5011,0,0,1,1
