timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
565210855,32767,32767,32767,32767,3,32767
565215797,32767,32767,32767,32767,32767,32767
565220740,32767,32767,32767,32767,32767,1
565225688,32767,32767,32767,32767,32767,32767
565230624,32767,32767,32767,32767,5,32767
565235567,32767,32767,32767,32767,32767,32767
565240509,32767,32767,32767,32767,32767,32767
565245457,32767,32767,32767,-17,32767,32767
565250394,32767,32767,32767,32767,32767,32767
565255336,32767,32767,32767,32767,32767,-35
565260279,32767,32767,32767,32767,32767,32767
565265222,32767,32767,32767,32767,32767,32767
565270164,32767,32767,32767,32767,32767,32767
565275106,32767,32767,32767,32767,32767,32767
565280049,32767,32767,32767,32767,32767,32767
565284991,32767,32767,32767,32767,32767,32767
565289935,32767,32767,32767,-32,32767,-8
565294876,32767,32767,32767,32767,32767,32767
565299818,32767,32767,32767,32767,32767,32767
565304761,32767,32767,32767,32767,32767,32767
565309703,32767,32767,32767,32767,32767,32767
565314646,32767,32767,32767,32767,32767,32767
565319588,32767,32767,32767,32767,32767,32767
565324530,32767,32767,32767,32767,32767,-43
565329473,32767,32767,32767,32767,32767,32767
565334417,32767,32767,32767,32767,32767,32767
565339358,32767,32767,32767,32767,32767,32767
565344300,32767,32767,32767,32767,32767,32767
565349242,32767,32767,32767,32767,32767,32767
565354185,32767,32767,32767,32767,-34,-33
565359128,32767,32767,32767,32767,32767,32767
565364070,32767,32767,32767,32767,32767,32767
565369012,32767,32767,32767,32767,32767,32767
565373954,32767,32767,32767,-6,-32,32767
565378897,32767,32767,32767,32767,32767,32767
565383843,32767,32767,32767,32767,32767,32767
565388782,32767,32767,32767,32767,32767,32767
565393725,32767,32767,32767,32767,32767,32767
565398667,32767,32767,32767,32767,32767,-29
565403609,32767,32767,32767,32767,32767,32767
565408554,32767,32767,32767,32767,32767,32767
565413496,32767,32767,32767,32767,32767,32767
565418436,32767,32767,32767,-18,32767,32767
565423378,32767,32767,32767,32767,32767,-18
565428321,32767,32767,32767,32767,32767,32767
565433264,32767,32767,32767,32767,32767,32767
565438206,32767,32767,32767,32767,32767,32767
565443148,32767,32767,32767,32767,32767,32767
565448090,32767,32767,32767,32767,32767,32767
565453033,32767,32767,32767,32767,32767,32767
565457975,32767,32767,32767,32767,32767,0
565462918,32767,32767,32767,32767,32767,32767
565467861,32767,32767,32767,32767,32767,32767
565472811,32767,32767,32767,32767,32767,32767
565477745,32767,32767,32767,32767,32767,32767
