timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
564913297,3670026,3670026,0,0,0,1,1,1,0,0,798.5022,798.5022,3992.5112,7985.0225,0.036429267,0.0021538143,4.195353e-10,-0.700621,0.25312668,-9.990607,-0.030858444,-0.0039545367,0.001672974,0.007929667,0.005257345,0.079965934,3.5913665e-05,5.3803404e-05,3.3462984e-05,55.38966,55.38966
565013480,3670026,3670026,0,0,0,1,1,1,0,0,798.50214,798.50214,3992.5107,7985.0215,0.066804715,0.0041888226,1.1113058e-09,-0.6957354,0.2646973,-10.003342,-0.03197993,-0.0041970424,-0.0013539996,0.115023024,0.24555583,0.15502231,0.0003000088,0.00012254778,0.00065131503,55.38017,55.38017
565113788,3670026,3670026,0,0,0,1,1,1,0,0,798.502,798.502,3992.5103,7985.0205,0.13145572,0.007327139,1.5621131e-09,-0.70480347,0.24079788,-9.972001,-0.029903954,-0.0034472013,0.005081832,0.27413794,0.6935976,0.6636791,0.000536621,0.0002735338,0.0006193989,55.371784,55.371784
565213817,3670026,3670026,0,0,0,1,1,1,0,0,798.502,798.502,3992.5105,7985.021,0.16298522,0.008210112,1.1516809e-09,-0.70297706,0.24468726,-9.995226,-0.030729743,-0.0040166634,0.0020547505,0.2433262,0.57366025,0.6074175,0.0003543636,0.00022733462,0.00024675915,55.37693,55.37693
565314023,3670026,3670026,0,0,0,1,1,1,0,0,798.50195,798.50195,3992.51,7985.02,0.19391188,0.008560694,1.1900954e-09,-0.71564555,0.24866317,-9.977773,-0.030328842,-0.0043941056,0.0019722462,0.22977392,0.41965452,1.1852238,0.00059628964,0.00023023435,0.00011942734,55.373695,55.373695
565414125,3670026,3670026,0,0,0,1,1,1,0,0,798.50195,798.50195,3992.5098,7985.0195,0.21330854,0.008757253,9.930097e-10,-0.7069779,0.2509723,-10.039592,-0.031639367,-0.0052855355,0.0024667357,0.21804889,0.33525,0.64707226,0.00038661825,0.00028132155,0.00017113204,55.36219,55.36219
565514320,3670026,3670026,0,0,0,1,1,1,0,0,798.5019,798.5019,3992.5093,7985.0186,0.22167209,0.008804504,1.1941034e-09,-0.70257556,0.24969597,-10.064618,-0.030648498,-0.0044133742,0.0009443973,0.359757,0.43346256,0.9483912,0.0003910034,0.00037002788,0.00014398515,55.32663,55.32663
565614554,3670026,3670026,0,0,0,1,1,1,0,0,798.5018,798.5018,3992.5093,7985.0186,0.25926664,0.009038143,1.4786328e-09,-0.70880157,0.25945064,-10.076129,-0.031209353,-0.0049804063,0.0032249824,0.34280723,0.526772,1.0531852,0.0003772341,0.00073194783,0.00014646322,55.28808,55.28808
565714728,3670026,3670026,0,0,0,1,1,1,0,0,798.5018,798.5018,3992.509,7985.018,0.27168345,0.009473353,1.6782111e-09,-0.6827912,0.26266262,-10.077704,-0.031660207,-0.0050367257,0.0016141442,0.36004558,0.45917913,0.4913959,0.00047725387,0.00069537404,0.00021247771,55.264137,55.264137
565814911,3670026,3670026,0,0,0,1,1,1,0,0,798.5017,798.5017,3992.5088,7985.0176,0.2952096,0.009576251,1.5152484e-09,-0.7047914,0.2381407,-10.1205,-0.029499864,-0.0038173893,0.0013963197,0.35195282,0.6781315,0.59125346,0.00071176037,0.0005337863,0.00018828065,55.22877,55.22877
565915144,3670026,3670026,0,0,0,1,1,1,0,0,798.5017,798.5017,3992.5085,7985.017,0.3103267,0.009469024,1.7136494e-09,-0.7037821,0.2585661,-10.085954,-0.032468937,-0.0048242663,0.0027342148,0.35087547,0.54295534,0.8383144,0.0003507452,0.0005779961,0.00013573938,55.204643,55.204643
