timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
564904260,564787203,0.01432196,0.046642944,0.0011080278,1,0,0,0,0,0,0,0,0,0,0
564974398,564857721,0.013726219,0.04581397,0.0010718524,1,0,0,0,0,0,0,0,0,0,0
565094696,564977833,0.01356135,0.04356374,0.0013143297,1,0,0,0,0,0,0,0,0,0,0
565265048,565145687,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565355132,565230811,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565485350,565360777,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565605322,565482689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565725857,565606691,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565846239,565729053,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565976303,565854729,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
566117030,565992951,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
566276889,566156967,0.0011119493,0.00020008197,0.0003475437,1,0,0,0,0,0,0,0,0,0,0
566357103,566236665,0.0011030873,0.00059848843,0.0004614097,1,0,0,0,0,0,0,0,0,0,0
566487322,566364935,0.0010889381,0.00059084175,0.0003255631,1,0,0,0,0,0,0,0,0,0,0
566607582,566490651,0.0010752485,0.0018834441,0.00057641725,1,0,0,0,0,0,0,0,0,0,0
566737747,566616831,0.0012031733,0.0032596604,0.00033684136,1,0,0,0,0,0,0,0,0,0,0
566858085,566737671,0.0021608116,0.002020258,0.00024256209,1,0,0,0,0,0,0,0,0,0,0
566978243,566857661,0.0022103938,0.0027961081,0.00040346986,1,0,0,0,0,0,0,0,0,0,0
567108670,566989879,0.0021066468,0.003659097,0.0002684763,1,0,0,0,0,0,0,0,0,0,0
567268874,567144059,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
567359035,567238637,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
567479827,567358651,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
567609527,567488781,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
567739656,567618689,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
567860182,567741333,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
567980426,567855391,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568110509,567990769,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568280664,568157581,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568361203,568241705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568481143,568356179,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568612051,568490707,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568741564,568617319,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568861871,568740027,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
568972802,568854735,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569112632,568991653,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569272750,569148827,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569362850,569238683,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569483023,569358555,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569603339,569486261,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569733722,569616657,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569863711,569739533,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
569974127,569856875,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570114782,569993653,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570284238,570160741,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570354960,570237661,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570484962,570360585,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570615660,570490329,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570725421,570608693,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570865625,570740745,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
570985864,570861425,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571106217,570985145,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571266594,571142061,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571356883,571232159,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571477425,571359725,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571606960,571482209,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571737272,571612233,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571857514,571736703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
571987807,571863373,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572107933,571983643,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572268294,572144105,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572358494,572234349,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572478864,572360221,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572609142,572488093,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572739240,572615363,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572859400,572734979,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
572989702,572871225,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
573120143,572995335,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
573280337,573159531,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
573350322,573233335,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
573490564,573372205,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
573620769,573497189,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
573741209,573620125,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
573861712,573736565,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
