timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
567349538,567323576,-0.0069857533,-0.0008426462,-0.11584501,0.9991105,-0.041765228,-0.0057594995,-0.00083226414,-0.016561592,0.009001193,-0.096204795,-0.0089909425,0.38326013,0.04402685,3.6321615e-07,2.759374e-07,2.5286852e-07,3.9923498e-07,5.826023e-07,7.9272644e-07,1.9305267e-05,2.7875178e-05,1.2564806e-05,2,3,1,10
567388626,567363290,-0.007496027,-0.0010263385,-0.120696306,0.99908423,-0.042711932,0.0019275185,-0.0016438937,-0.011663299,0.0011923255,-0.14672066,-0.06334461,0.44720966,-0.052763846,5.394447e-07,3.3616251e-07,3.5535615e-07,5.66542e-07,8.2692975e-07,9.756075e-07,2.2982375e-05,3.3274566e-05,1.3683979e-05,2,3,1,9
567417230,567393077,-0.0080139525,-0.0008491774,-0.12588517,0.9990106,-0.0436272,0.008334013,-0.0022243147,-0.006298866,-0.0021747595,-0.20674378,-0.05318384,0.49713358,-0.086899556,7.8504235e-07,4.219822e-07,4.968463e-07,5.4421747e-07,6.4606263e-07,1.0617664e-06,2.1344129e-05,2.6984026e-05,1.3559659e-05,2,3,1,27
567456810,567432738,-0.0093434565,-0.001131104,-0.13527413,0.998907,-0.043797415,0.016060669,-0.0029383933,-0.007778797,-0.010500917,-0.28628552,0.0945579,0.29023463,-0.014878685,9.973612e-07,5.2473695e-07,6.530838e-07,5.3029174e-07,6.4001745e-07,1.2531791e-06,2.1086149e-05,2.7682006e-05,1.4548155e-05,2,3,1,52
567483505,567462510,-0.010246852,-0.0024759409,-0.14446434,0.9989591,-0.041266523,0.01926145,-0.0026011649,-0.008490737,-0.021553736,-0.34968263,0.22309947,0.057832878,0.061056674,1.1733381e-06,5.9832496e-07,7.65274e-07,5.3446496e-07,7.546728e-07,1.4564462e-06,2.2323122e-05,3.25929e-05,1.5236168e-05,2,3,1,20
567515927,567492356,-0.010713395,-0.0037356783,-0.15572712,0.999104,-0.036618613,0.02112167,-0.0020322348,-0.009588379,-0.024617687,-0.41092274,0.48001933,0.20632978,0.1191725,1.2231588e-06,6.4678255e-07,8.3249887e-07,6.213893e-07,7.7696404e-07,1.7402239e-06,2.517665e-05,3.3594926e-05,1.7015813e-05,2,3,1,16
567564897,567542020,-0.013090264,-0.0063231313,-0.17817377,0.9992454,-0.02988414,0.024759384,-0.0015936833,-0.016516382,-0.025558993,-0.4966686,0.2790394,0.13781089,0.032493457,1.3115617e-06,7.229839e-07,9.2425506e-07,5.952353e-07,7.853759e-07,2.0636894e-06,2.4780697e-05,3.3327917e-05,1.8779861e-05,2,3,1,17
567583845,567561894,-0.013891305,-0.0072899796,-0.18820336,0.99928445,-0.028203625,0.025155105,-0.0015421051,-0.019323746,-0.023804527,-0.5168134,0.17021182,-0.011153723,-0.00057930464,1.3549026e-06,7.759315e-07,9.461656e-07,7.841081e-07,1.0466866e-06,2.423544e-06,2.9365885e-05,4.0784795e-05,2.014144e-05,2,3,1,10
567640776,567611754,-0.015860762,-0.008235478,-0.21485248,0.9994227,-0.026661146,0.021048438,-0.00066068606,-0.025393112,-0.019454813,-0.55657315,-0.06030448,-0.3743164,0.05525911,1.2065232e-06,7.4825624e-07,8.95815e-07,7.7626254e-07,9.328889e-07,2.842536e-06,2.7605765e-05,3.2764277e-05,2.2348466e-05,2,3,1,16
567654813,567631650,-0.015959406,-0.008693531,-0.22587818,0.99946654,-0.027252441,0.017997166,-3.892808e-05,-0.023961566,-0.014989008,-0.5583039,-0.037017066,-0.3355606,0.052366484,1.0259787e-06,6.649109e-07,7.6158733e-07,7.2216704e-07,1.1417131e-06,3.2911876e-06,2.481551e-05,3.5600675e-05,2.336816e-05,2,3,1,29
