timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
575453716,575452546,68339896,59.396201899999994,24.6605965,0.0909365,-2.9172623,-9.675546,-0.022485403,-0.0058500394,-0.06750712,-0.33248734,-0.1647251,-0.41019967,-0.2644784,0.037437953,0.037413422,0.009335578,2.0063012,2.6759937,0.33467638,-0.1543438,0.03563765,28.05643,7.1782274,0.21636847,0.19408382,0.13608281,0.081804015,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575463674,575462565,68339896,59.396201899999994,24.6605965,0.07055056,-2.9119897,-9.678232,-0.022485403,-0.0058500394,-0.06750712,-0.33506617,-0.12944995,-0.4022874,-0.25656006,0.037437953,0.037413422,0.009335578,0.81030667,2.864831,1.3088466,-0.15597798,0.03563765,28.05643,7.180914,0.21734901,0.19468749,0.13666002,0.08191665,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575473621,575472584,68339896,59.396201899999994,24.6605965,0.050701607,-2.906554,-9.680922,-0.022485403,-0.0058500394,-0.06750712,-0.336016,-0.092047855,-0.39822614,-0.25255573,0.037437953,0.037413422,0.009335578,0.41093946,2.2769208,0.69700813,-0.15723808,0.03563765,28.05643,7.1836033,0.21833223,0.1952927,0.13722703,0.0820294,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575484436,575482602,68339896,59.396201899999994,24.6605965,0.022854105,-2.8996532,-9.68238,-0.022485403,-0.0058500394,-0.06750712,-0.33938223,-0.038021706,-0.40612423,-0.25924322,0.037437953,0.037413422,0.009335578,0.76800984,5.722553,-1.6012549,-0.1583544,0.03563765,28.05643,7.1850615,0.20472875,0.1883331,0.12830941,0.07950865,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575493851,575492621,68339896,59.396201899999994,24.6605965,-0.0042675287,-2.8925033,-9.684081,-0.022485403,-0.0058500394,-0.06750712,-0.34526402,0.017997386,-0.42553234,-0.27755657,0.037437953,0.037413422,0.009335578,0.48238403,6.9513173,-2.3512444,-0.15972486,0.03563765,28.05643,7.186763,0.2056082,0.18890926,0.12889868,0.0796249,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575503835,575502643,68339896,59.396201899999994,24.6605965,-0.03066911,-2.8851225,-9.686082,-0.022485403,-0.0058500394,-0.06750712,-0.3445947,0.06395389,-0.44030258,-0.29134345,0.037437953,0.037413422,0.009335578,1.0065222,5.9558954,-0.096781954,-0.16066118,0.03563765,28.05643,7.1887636,0.20649059,0.189487,0.12953997,0.07974273,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575514102,575512660,68339896,59.396201899999994,24.6605965,-0.056303117,-2.8776183,-9.688164,-0.022485403,-0.0058500394,-0.06750712,-0.3385087,0.096140146,-0.4268818,-0.27704665,0.037437953,0.037413422,0.009335578,1.4944001,4.5406594,2.325447,-0.16115497,0.03563765,28.05643,7.1908455,0.20737597,0.19006631,0.13013469,0.07986079,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575523846,575522678,68339896,59.396201899999994,24.6605965,-0.081224,-2.86998,-9.690122,-0.022485403,-0.0058500394,-0.06750712,-0.34236488,0.13319956,-0.4030678,-0.25245938,0.037437953,0.037413422,0.009335578,0.47121453,3.5302687,2.3481603,-0.16148089,0.03563765,28.05643,7.1928034,0.20826527,0.190365,0.13071406,0.07991804,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575533824,575532697,68339896,59.396201899999994,24.6605965,-0.10548373,-2.8621728,-9.692114,-0.022485403,-0.0058500394,-0.06750712,-0.34051308,0.1731666,-0.42069086,-0.26940754,0.037437953,0.037413422,0.009335578,1.480483,3.0171819,-2.602066,-0.16173568,0.03563765,28.05643,7.1947956,0.20915756,0.19094661,0.13138828,0.08003873,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575543958,575542715,68339896,59.396201899999994,24.6605965,-0.12901941,-2.854097,-9.694386,-0.022485403,-0.0058500394,-0.06750712,-0.33394587,0.22136725,-0.4341124,-0.2822491,0.037437953,0.037413422,0.009335578,1.2507528,1.82266,-0.7500479,-0.16204272,0.03563765,28.05643,7.1970673,0.21005253,0.19152978,0.13214043,0.0801615,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
