timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
564935482,564935119,3670026,-0.01981392,0.0026098979,-0.000958738,55.408813,0,0,0,0,10
564936738,564936371,3670026,-0.028975192,-0.01571265,-0.0063383235,55.374542,0,0,0,0,10
564938005,564937623,3670026,-0.03771036,-0.00628506,0.0056991647,55.443085,0,0,0,0,10
564939266,564938877,3670026,-0.0304133,0.003355583,0.0066579026,55.408813,0,0,0,0,10
564940509,564940128,3670026,-0.022583606,-0.004101268,-0.0068709557,55.4284,0,0,0,0,10
564941830,564941387,3670026,-0.03286341,-0.010492855,0.0016511598,55.41371,0,0,0,0,10
564943077,564942637,3670026,-0.041918155,0.00074568513,0.0127831735,55.369644,0,0,0,0,10
564944268,564943887,3670026,-0.024181502,0.0029827405,0.0016511598,55.35985,0,0,0,0,10
564945513,564945138,3670026,-0.030306773,-0.016405072,-0.004101268,55.369644,0,0,0,0,10
564946773,564946391,3670026,-0.039254993,-0.00644485,0.0028229507,55.34027,0,0,0,0,10
564948007,564947643,3670026,-0.031318776,0.0029827405,0.010705908,55.403915,0,0,0,0,10
564949284,564948895,3670026,-0.01901497,-0.005432849,-0.0048469533,55.4284,0,0,0,0,10
564950574,564950153,3670026,-0.03568636,-0.015765913,-0.00058589544,55.38923,0,0,0,0,10
564951843,564951400,3670026,-0.040586576,0.0011185276,0.00974717,55.379436,0,0,0,0,10
564953021,564952652,3670026,-0.02545982,0.0002663161,0.0002663161,55.350063,0,0,0,0,10
564956778,564956409,3670026,-0.03787015,0.013741911,0.0002663161,55.354958,0,0,0,0,10
564960551,564960167,3670026,-0.04527374,-0.007669904,-0.010652645,55.433292,0,0,0,0,10
564963049,564962672,3670026,-0.048203215,-0.011877699,-0.01688444,55.452877,0,0,0,0,10
564966809,564966429,3670026,-0.02396845,-0.0027164244,-0.0025566346,55.41371,0,0,0,0,10
564971845,564971438,3670026,-0.024714135,-0.01304949,0.002876214,55.38923,0,0,0,0,10
564973071,564972691,3670026,-0.038935415,-0.008522116,0.011291803,55.38923,0,0,0,0,10
564976889,564976448,3670026,-0.02545982,-0.013422332,0.019760655,55.423504,0,0,0,0,10
564980578,564980205,3670026,-0.024394555,-0.011877699,0.032170985,55.38923,0,0,0,0,10
564985590,564985215,3670026,0.000958738,-0.018322548,0.017576864,55.418606,0,0,0,0,10
564988077,564987720,3670026,-0.0618386,-0.010120012,0.07190535,55.34027,0,0,0,0,10
564990670,564990225,3670026,0.027164243,-0.020133497,-0.007243798,55.379436,0,0,0,0,10
564995593,564995234,3670026,-0.07190535,0.014647386,-5.3263222e-05,55.345165,0,0,0,0,10
564998166,564997739,3670026,-0.0053795855,-0.029188246,0.0026631611,55.33048,0,0,0,0,10
565001880,565001496,3670026,-0.05006743,-0.016192019,-0.047830373,55.345165,0,0,0,0,10
565005629,565005253,3670026,-0.050759852,0.01272991,-0.03334278,55.369644,0,0,0,0,10
565008124,565007758,3670026,-0.05273059,0.018002968,-0.059921123,55.408813,0,0,0,0,10
565011967,565011515,3670026,-0.00942759,-0.023915187,-0.042397525,55.408813,0,0,0,0,10
565015704,565015274,3670026,-0.011824436,-0.0018642128,-0.014594123,55.350063,0,0,0,0,10
565020656,565020282,3670026,-0.08207863,0.019973708,-0.0058589545,55.408813,0,0,0,0,10
565023192,565022788,3670026,-0.07888283,0.02066613,0.015925704,55.369644,0,0,0,0,10
565025658,565025292,3670026,0.013848438,-0.04564658,0.02066613,55.38923,0,0,0,0,10
565029431,565029049,3670026,-0.0015978967,-0.014807176,0.051345747,55.394123,0,0,0,0,10
565033188,565032807,3670026,-0.026365295,-0.009374327,0.04016047,55.36475,0,0,0,0,10
565036944,565036564,3670026,-0.030040458,0.012463594,0.03025351,55.34027,0,0,0,0,10
565040684,565040321,3670026,-0.055766594,-0.014753913,0.035473306,55.403915,0,0,0,0,10
565045751,565045330,3670026,-0.0056991647,0.0038882152,0.0020772656,55.310894,0,0,0,0,10
565046956,565046583,3670026,-0.04165184,-0.016564863,-0.014168017,55.38433,0,0,0,0,10
565050794,565050340,3670026,-0.000106526444,0.012516857,-0.021145498,55.350063,0,0,0,0,10
565054467,565054097,3670026,-0.059974387,-0.00069242186,-0.003621899,55.354958,0,0,0,0,10
565058217,565057854,3670026,-0.04165184,0.04596616,-0.015020229,55.394123,0,0,0,0,10
565060792,565060359,3670026,-0.03834952,-0.0027696874,-0.041278996,55.369644,0,0,0,0,10
565064490,565064117,3670026,-0.0050067427,0.0011717909,-0.035153728,55.35985,0,0,0,0,10
565069566,565069126,3670026,-0.069348715,-0.017470337,-0.016511599,55.394123,0,0,0,0,10
565072005,565071631,3670026,0.00021305289,-0.0026631611,-0.005273059,55.374542,0,0,0,0,10
565075755,565075388,3670026,-0.053103432,-0.013475595,0.021465078,55.38433,0,0,0,0,10
565078294,565077893,3670026,-0.0360592,-0.0038882152,0.023009712,55.394123,0,0,0,0,10
565082077,565081650,3670026,-0.024021713,-0.0051665325,0.023702133,55.379436,0,0,0,0,10
565085779,565085407,3670026,-0.021518342,-0.0056991647,0.029614352,55.394123,0,0,0,0,10
565089606,565089165,3670026,0.014860439,0.01107875,0.020879183,55.374542,0,0,0,0,10
565092069,565091669,3670026,-0.019228023,-0.00644485,0.016618125,55.394123,0,0,0,0,10
565095815,565095427,3670026,-0.02561961,-0.023009712,0.012463594,55.379436,0,0,0,0,10
565099567,565099184,3670026,-0.021411816,-0.02130529,-0.0073503247,55.403915,0,0,0,0,10
