timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
564939789,564840174,-0.032844,0.017752243,-0.03849626,0.0253613,-0.018018603,-0.06679082,-0.024888836,0.020686602,-0.042559426,-0.018534184,0.018089056,-2.4188788,0.0,1.1165318,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0026581138,0.009609602,0.003402479,-0.01274085,0.0043504476,0.007019029,-0.00020331096,0.0,0.0,0.0,0.0,0.0,0.0
564949729,564850059,-0.032844,0.017752243,-0.03849626,0.0253613,-0.018018603,-0.06679082,-0.024888836,0.020686602,-0.042559426,-0.018534184,0.018089056,-2.4188788,0.0,1.1165318,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0026581138,0.009609602,0.003402479,-0.01274085,0.012129365,0.0027655652,-0.0008668818,0.0,0.0,0.0,0.0,0.0,0.0
564959623,564859944,-0.032844,0.017752243,-0.03849626,0.0253613,-0.018018603,-0.06679082,-0.024888836,0.020686602,-0.042559426,-0.018534184,0.018089056,-2.4188788,0.0,1.1165318,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0026581138,0.009609602,0.003402479,-0.01274085,0.0074404837,-0.0033836877,-0.0006208617,0.0,0.0,0.0,0.0,0.0,0.0
564969705,564869828,-0.032844,0.017752243,-0.03849626,0.0253613,-0.018018603,-0.06679082,-0.024888836,0.020686602,-0.042559426,-0.018534184,0.018089056,-2.4188788,0.0,1.1165318,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0026581138,0.009609602,0.003402479,-0.01274085,0.0009033756,0.01187954,0.00013686539,0.0,0.0,0.0,0.0,0.0,0.0
564980308,564879713,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024888836,0.020686602,-0.042559426,-0.018534184,0.018089056,-2.4188788,0.0,1.1165318,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,0.010466803,0.010338308,-0.00061102153,0.0,0.0,0.0,0.0,0.0,0.0
564989082,564889598,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024888836,0.020686602,-0.042559426,-0.018534184,0.018089056,-2.4188788,0.0,1.1165318,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,0.008706327,-0.012741333,-0.00089128315,0.0,0.0,0.0,0.0,0.0,0.0
564999115,564899483,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024186242,0.02069652,-0.045197103,-0.019571781,0.019772649,-2.4235492,0.0,1.1422834,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,0.0021710882,-0.008257801,-0.00031374054,0.0,0.0,0.0,0.0,0.0,0.0
565008909,564909372,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024186242,0.02069652,-0.045197103,-0.019571781,0.019772649,-2.4235492,0.0,1.1422834,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,0.020961562,0.006518677,-0.0014768587,0.0,0.0,0.0,0.0,0.0,0.0
565018964,564919253,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024186242,0.02069652,-0.045197103,-0.019571781,0.019772649,-2.4235492,0.0,1.1422834,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,0.008235888,0.010886382,-0.00043289922,0.0,0.0,0.0,0.0,0.0,0.0
565029123,564929137,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024601853,0.020100636,-0.046484206,-0.019407272,0.019315004,-2.4249988,0.0,1.1422834,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,-0.0015005508,-0.0053377296,1.4394345e-05,0.0,0.0,0.0,0.0,0.0,0.0
565039030,564939022,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024601853,0.020100636,-0.046484206,-0.019407272,0.019315004,-2.4249988,0.0,1.1422834,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.015742734,0.00799083,0.00052502006,-0.010250509,-0.0051300107,-0.0053395974,0.00028515904,0.0,0.0,0.0,0.0,0.0,0.0
565048912,564948907,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.024601853,0.020100636,-0.046484206,-0.019407272,0.019315004,-2.4249988,0.0,1.1422834,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,0.008102771,0.0047700615,-0.0005277782,0.0,0.0,0.0,0.0,0.0,0.0
565058906,564958792,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.02495982,0.02037565,-0.048580214,-0.01926303,0.018933773,-2.4292922,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,-0.0017830653,-0.006078793,2.0544314e-05,0.0,0.0,0.0,0.0,0.0,0.0
565068661,564968678,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.02495982,0.02037565,-0.048580214,-0.01926303,0.018933773,-2.4292922,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,0.049181208,0.032146875,-0.0032860371,0.0,0.0,0.0,0.0,0.0,0.0
565078068,564978562,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.02495982,0.02037565,-0.048580214,-0.01926303,0.018933773,-2.4292922,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,-0.08755879,0.0022028987,0.006199377,0.0,0.0,0.0,0.0,0.0,0.0
565087945,564988446,-0.038901128,0.013750009,-0.04982912,0.035470486,-0.028227448,-0.05790186,-0.02495982,0.02037565,-0.048580214,-0.01926303,0.018933773,-2.4292922,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,-0.08923144,0.10934378,0.0076091415,0.0,0.0,0.0,0.0,0.0,0.0
565098858,564998331,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024953756,0.021856735,-0.047778964,-0.020434141,0.01999867,-2.4257112,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,0.2985518,-0.21082856,-0.03299159,0.0,0.0,0.0,0.0,0.0,0.0
565107685,565008216,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024953756,0.021856735,-0.047778964,-0.020434141,0.01999867,-2.4257112,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01999797,0.010881089,0.0009717643,-0.012783229,-0.02584192,-0.021991124,0.0014808953,0.0,0.0,0.0,0.0,0.0,0.0
565117867,565018101,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024953756,0.021856735,-0.047778964,-0.020434141,0.01999867,-2.4257112,0.0,1.0146964,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,-0.085908,0.07456721,0.0070953215,0.0,0.0,0.0,0.0,0.0,0.0
565127795,565027986,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024774592,0.020821888,-0.050017484,-0.020318508,0.019680738,-2.4294734,0.0,0.83952117,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,-0.16041583,0.06365206,0.011610832,0.0,0.0,0.0,0.0,0.0,0.0
565137554,565037871,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024774592,0.020821888,-0.050017484,-0.020318508,0.019680738,-2.4294734,0.0,0.83952117,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,0.1980616,-0.0196971,-0.017206192,0.0,0.0,0.0,0.0,0.0,0.0
565147456,565047755,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024774592,0.020821888,-0.050017484,-0.020318508,0.019680738,-2.4294734,0.0,0.83952117,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,-0.044330366,0.004647212,0.0032976198,0.0,0.0,0.0,0.0,0.0,0.0
565157500,565057640,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.024774592,0.020821888,-0.050017484,-0.020318508,0.019680738,-2.4294734,0.0,0.83952117,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,0.15989922,-0.14312178,-0.016873676,0.0,0.0,0.0,0.0,0.0,0.0
565167284,565067525,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.025092233,0.020454086,-0.050339367,-0.020387888,0.01957333,-2.431522,0.0,0.83952117,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,-0.06245707,0.13543278,0.005942062,0.0,0.0,0.0,0.0,0.0,0.0
565177355,565077410,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.025092233,0.020454086,-0.050339367,-0.020387888,0.01957333,-2.431522,0.0,0.83952117,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.00718458,0.0089453235,0.0024196208,-0.012658119,-0.13301633,-0.0018755007,0.00899085,0.0,0.0,0.0,0.0,0.0,0.0
565186917,565087295,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.025092233,0.020454086,-0.050339367,-0.020387888,0.01957333,-2.431522,0.0,1.1458375,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0048578084,0.010580115,0.0048535205,-0.009865522,0.075857654,0.052242495,-0.005167501,0.0,0.0,0.0,0.0,0.0,0.0
565196651,565097179,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.02462648,0.022611562,-0.05320246,-0.0202384,0.019190669,-2.4364128,0.0,1.1458375,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0048578084,0.010580115,0.0048535205,-0.009865522,-0.09191972,-0.13846238,0.0029904922,0.0,0.0,0.0,0.0,0.0,0.0
565206653,565107075,-0.014227914,0.0038173683,-0.06380865,0.03292346,-0.025210261,-0.04295969,-0.02462648,0.022611562,-0.05320246,-0.0202384,0.019190669,-2.4364128,0.0,1.1458375,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0048578084,0.010580115,0.0048535205,-0.009865522,0.08827324,0.034264468,-0.0064510065,0.0,0.0,0.0,0.0,0.0,0.0
