i,timestamp(ns),gain,exposure(ns),format,height,width,frame_id,reserved
0,559676265332,100,19334,0,576,640,16547,0
1,559776247332,100,19334,0,576,640,16550,0
2,559876228332,100,19334,0,576,640,16553,0
3,559976213332,100,19334,0,576,640,16556,0
4,560076192332,100,19334,0,576,640,16559,0
5,560176176332,100,19334,0,576,640,16562,0
6,560276174332,100,19334,0,576,640,16565,0
7,560376164332,100,19334,0,576,640,16568,0
8,560476134332,100,19334,0,576,640,16571,0
9,560576110332,100,19334,0,576,640,16574,0
10,560676096332,100,19334,0,576,640,16577,0
11,560776074332,100,19334,0,576,640,16580,0
12,560876055332,100,19334,0,576,640,16583,0
13,560976054332,100,19334,0,576,640,16586,0
14,561076021332,100,19334,0,576,640,16589,0
15,561176007332,100,19334,0,576,640,16592,0
16,561275997332,100,19334,0,576,640,16595,0
17,561375970332,100,19334,0,576,640,16598,0
18,561475957332,100,19334,0,576,640,16601,0
19,561575946332,100,19334,0,576,640,16604,0
20,561675926332,100,19334,0,576,640,16607,0
21,561775916332,100,19334,0,576,640,16610,0
22,561875896332,100,19334,0,576,640,16613,0
23,561975899332,100,19334,0,576,640,16616,0
24,562075875332,100,19334,0,576,640,16619,0
25,562175850332,100,19334,0,576,640,16622,0
26,562275830332,100,19334,0,576,640,16625,0
27,562375950332,100,19334,0,576,640,16628,0
28,562475802332,100,19334,0,576,640,16631,0
29,562575786332,100,19334,0,576,640,16634,0
30,562675759332,100,19334,0,576,640,16637,0
31,562775744332,100,19334,0,576,640,16640,0
32,562875740332,100,19334,0,576,640,16643,0
33,562975712332,100,19334,0,576,640,16646,0
34,563075692332,100,19334,0,576,640,16649,0
35,563175700332,100,19334,0,576,640,16652,0
36,563275663332,100,19334,0,576,640,16655,0
37,563375670332,100,19334,0,576,640,16658,0
38,563475626332,100,19334,0,576,640,16661,0
39,563575618332,100,19334,0,576,640,16664,0
40,563675598332,100,19334,0,576,640,16667,0
41,563775584332,100,19334,0,576,640,16670,0
42,563875565332,100,19334,0,576,640,16673,0
43,563975546332,100,19334,0,576,640,16676,0
44,564075532332,100,19334,0,576,640,16679,0
45,564175535332,100,19334,0,576,640,16682,0
46,564275506332,100,19334,0,576,640,16685,0
47,564375487332,100,19334,0,576,640,16688,0
48,564475454332,100,19334,0,576,640,16691,0
49,564575454332,100,19334,0,576,640,16694,0
50,564675431332,100,19334,0,576,640,16697,0
51,564775417332,100,19334,0,576,640,16700,0
52,564875401332,100,19334,0,576,640,16703,0
53,564975375332,100,19334,0,576,640,16706,0
54,565075396332,100,19334,0,576,640,16709,0
55,565175349332,100,19334,0,576,640,16712,0
56,565275338332,100,19334,0,576,640,16715,0
57,565375317332,100,19334,0,576,640,16718,0
58,565475299332,100,19334,0,576,640,16721,0
59,565575281332,100,19334,0,576,640,16724,0
60,565675294332,100,19334,0,576,640,16727,0
61,565775248332,100,19334,0,576,640,16730,0
62,565875230332,100,19334,0,576,640,16733,0
63,565975221332,100,19334,0,576,640,16736,0
64,566075206332,100,19334,0,576,640,16739,0
65,566175190332,100,19334,0,576,640,16742,0
66,566275170332,100,19334,0,576,640,16745,0
67,566375148332,100,19334,0,576,640,16748,0
68,566475171332,100,19334,0,576,640,16751,0
69,566575141332,100,19334,0,576,640,16754,0
70,566675106332,100,19334,0,576,640,16757,0
71,566775080332,100,19334,0,576,640,16760,0
72,566875062332,100,19334,0,576,640,16763,0
73,566975052332,100,19334,0,576,640,16766,0
74,567075041332,100,19334,0,576,640,16769,0
75,567175022332,100,19334,0,576,640,16772,0
76,567275002332,100,19334,0,576,640,16775,0
77,567374993332,100,19334,0,576,640,16778,0
78,567474969332,100,19334,0,576,640,16781,0
79,567574957332,100,19334,0,576,640,16784,0
80,567674942332,100,19334,0,576,640,16787,0
81,567774962332,100,19334,0,576,640,16790,0
82,567874953332,100,19334,0,576,640,16793,0
83,567974924332,100,19334,0,576,640,16796,0
84,568074874332,100,19334,0,576,640,16799,0
85,568174862332,100,19334,0,576,640,16802,0
86,568274848332,100,19334,0,576,640,16805,0
87,568374822332,100,19334,0,576,640,16808,0
88,568474804332,100,19334,0,576,640,16811,0
89,568574820332,100,19334,0,576,640,16814,0
90,568674771332,100,19334,0,576,640,16817,0
91,568774760332,100,19334,0,576,640,16820,0
92,568874743332,100,19334,0,576,640,16823,0
93,568974726332,100,19334,0,576,640,16826,0
94,569074703332,100,19334,0,576,640,16829,0
95,569174694332,100,19334,0,576,640,16832,0
96,569274674332,100,19334,0,576,640,16835,0
97,569374653332,100,19334,0,576,640,16838,0
98,569474644332,100,19334,0,576,640,16841,0
99,569574630332,100,19334,0,576,640,16844,0
